id,title,lang,imdb_id,year,cohort
414431,The Cutting Room Floor,en,tt6350392,2012,with_tt
415675,Bloodstruck,en,tt1721675,2010,with_tt
416551,The Crawling Brain,en,tt0308134,2002,with_tt
416729,The Screening,en,tt0491139,2007,with_tt
416734,In the Woods,en,tt3796798,2005,with_tt
416876,Breath of Hate,en,tt1344303,2011,with_tt
418404,Evil Dark,en,tt3711140,2014,with_tt
418405,Dead End,en,tt1339433,2010,with_tt
418567,Valerie,en,tt0267081,1992,with_tt
419862,Tengkorak Hidoep,id,tt6672496,1941,with_tt
421151,Midnight Bride,en,,1990,without_tt
421506,The Mystery of Casa Matusita,en,tt21610234,2016,with_tt
421941,Domain of the Damned,en,tt0460878,2007,with_tt
424093,Acosado,en,tt0276754,1991,with_tt
441451,Massacre At Rocky Ridge,en,,2002,without_tt
445318,Loonies,en,tt3348506,2014,with_tt
445845,The Haunting of Mia Moss,en,tt5063368,2017,with_tt
445878,Do You Like Women?,en,tt0112878,1992,with_tt
445915,The Chainsaw Sally Show Season 2,en,tt2369371,2012,with_tt
446469,The Devil's Show,en,tt4445036,2014,with_tt
447347,Dr. Li and the Mummy,zh,tt38598411,1940,with_tt
449869,Blood: A Butcher's Tale,en,tt0905319,2010,with_tt
450678,Night Creep,en,tt0330696,2003,with_tt
451282,The Romance in the Ghost House,en,tt1887760,1975,with_tt
452900,The Cave of the Silken Web II,zh,tt3498036,1930,with_tt
453638,The Mad Monk,es,tt0032808,1940,with_tt
455946,The Lucifer Effect,en,tt2803784,2017,with_tt
460466,Last Humans,en,tt3908666,2017,with_tt
471201,The World of Dracula,en,,1979,without_tt
478810,Psycho Space Demons,en,,2003,without_tt
478813,Blood Boy,en,,2014,without_tt
478924,Photo Murders,en,,1996,without_tt
478975,Dracula: Bloodline,en,,2015,without_tt
479320,Trilogy of Death,en,,1991,without_tt
479345,Sisters,en,,1988,without_tt
479729,Survive!,en,tt1484131,2009,with_tt
480286,Nightmare at Shallow Point,en,tt0362911,2002,with_tt
481015,Supernatural Swamp Slaughter,en,tt1277403,2012,with_tt
481044,7 Faces of Jack the Ripper,en,tt2847592,2014,with_tt
481054,Till Be Determined,en,tt5908800,2016,with_tt
481369,Dead Ringer,en,tt2927582,2015,with_tt
481379,The Candlelight Murders,en,tt1007021,2008,with_tt
482056,Bloody Bender,en,tt0495811,2002,with_tt
482166,Bloody Bobby,en,tt3161254,2016,with_tt
482243,Dimension of Blood,en,tt0155670,1996,with_tt
482245,Born of the Devil,en,,2001,without_tt
482531,Spirit of the Ancient Grave,cn,tt3451678,1939,with_tt
484014,Chamber of Horrors,en,tt0321628,1929,with_tt
489105,Transmutation: Deep Water Horizon,en,tt4852332,2016,with_tt
489113,Mindless,en,tt3208258,2014,with_tt
493965,Bloody Island,en,tt3306666,2016,with_tt
494074,Moon Creek Cemetery,en,tt2574326,2017,with_tt
497009,The Hard Cut,en,tt1630261,2012,with_tt
498268,The Antichrist,en,tt0206555,1991,with_tt
502397,In from Outside,en,tt2207198,2025,with_tt
503231,The Well aka Brunnen,en,tt3316624,2021,with_tt
504213,Halloween Lurking,en,,2009,without_tt
505043,To Protect & Serve,en,tt6668656,2020,with_tt
506383,Granny,en,tt4844184,2015,with_tt
506900,The Haunting of Leslie,en,tt6609812,2018,with_tt
507582,Scuttlers,en,tt8059694,2022,with_tt
508388,Rodentia,en,,2022,without_tt
512835,Reyes,en,,2021,without_tt
518311,Abyzou: Taker of Children,en,tt5328336,2023,with_tt
520162,Death Virgins,en,tt5734150,2018,with_tt
521485,Madman 2,en,tt34378764,2008,with_tt
530523,Love Is a Stranger Again,en,,1998,without_tt
533294,Miss Werewolf,en,,2001,without_tt
534654,We Need Earth Women!,en,tt0226617,1999,with_tt
534656,Vampirisa's Velvet Vault Of Horror!,en,,2001,without_tt
537200,Dream Man: Lời Kết Bạn Chết Chóc,en,,2018,without_tt
542440,Bikini Car Wash Massacre,en,tt6267110,2017,with_tt
543733,1 B-TV,en,,2018,without_tt
543867,"Curious Stories, Crooked Symbols",en,tt1569368,2009,with_tt
548521,Return of the Jackalope,en,tt0436717,2006,with_tt
556285,The Castle of Slow Death,fr,tt0238123,1926,with_tt
556760,Hide and Go Seek,en,tt3519946,2018,with_tt
557508,5 Minutes to Midnight,en,tt9288676,2018,with_tt
557513,Bus to Dublin,en,,2018,without_tt
565522,The Sadist,en,,2014,without_tt
565597,Killer Video,en,tt7559158,2017,with_tt
565961,Lake of Shadows,en,tt6104684,2018,with_tt
567235,Vampires of Sorority Row Part II,en,tt0271249,2000,with_tt
568057,Screaming Night,en,tt0356009,2002,with_tt
568780,Double Vision,en,tt0343609,1990,with_tt
578280,Maleorvs,en,,1990,without_tt
578919,Shriek of the Lycanthrope,en,tt0290070,1995,with_tt
585571,What Would Linnea Do?,en,tt9795052,2019,with_tt
591434,I Build Your House,en,tt8439852,2018,with_tt
593134,Shutter and Scream,en,tt0473395,2002,with_tt
596696,Bride of the Head of the Family,en,tt22801786,2020,with_tt
596709,The Hourglass,en,,2020,without_tt
596711,The Grim Rapper,en,tt39397627,2020,with_tt
596725,Oldtowne,en,,2019,without_tt
601743,VHS Violence,en,tt9788898,2021,with_tt
602332,the coming of baphomet,en,,2019,without_tt
602889,Between Night And Dawn,en,,2024,without_tt
604654,Uncertain Doom,en,,2020,without_tt
606519,M Is for Migraine,en,tt3590720,2013,with_tt
617778,Night Out,en,,2019,without_tt
617868,Jericho Bridge,en,,2019,without_tt
617891,Slumber Party Murders,en,tt7601890,2018,with_tt
624146,Adhrushyam,en,tt10084700,2019,with_tt
627518,Death Care,en,tt8828316,2020,with_tt
634926,Gore Theatre,en,tt6588024,2017,with_tt
635065,Terror at Tate Manor,en,tt0320597,2002,with_tt
635419,Magic Hour,en,tt8621432,2018,with_tt
636876,The Crossing,en,tt7493778,2018,with_tt
637306,Miss Maniac,en,tt0338849,2003,with_tt
637459,Eyes Open,en,tt10186010,2019,with_tt
639086,The Education of a Vampire,en,tt0295224,2001,with_tt
641734,The Lady of Silence,en,tt8808664,2019,with_tt
643224,The Dungeon,en,tt0130644,1922,with_tt
645514,The Vampire of Soho,en,tt8427562,2018,with_tt
647638,Noche de fieras,en,tt10422390,1990,with_tt
651178,My Dinner With Chuck,en,tt10066142,2019,with_tt
655201,Confessions Of A Homicidal Prostitute: Demonatrix,en,tt9004736,2018,with_tt
664333,Meathook Massacre IV,en,tt7664772,2018,with_tt
664356,The Cannibal Killer: The Real Story of Jeffrey Dahmer,en,tt10750704,2020,with_tt
668980,Desecration,es,tt0220711,1934,with_tt
676613,The Great American Novel,en,,2020,without_tt
677108,Seeing Double,en,,2020,without_tt
680379,CLAPTRAP,en,,2020,without_tt
682994,Gift from the Abyss,en,,2018,without_tt
688544,Tales for the Campfire 3,en,tt11724312,2020,with_tt
690122,Beauty Is in the Details,en,,2018,without_tt
690124,Just the Tip,en,,2018,without_tt
690127,Last Number Dialled,en,,2018,without_tt
690128,Emoticon,en,,2018,without_tt
690131,The Deli-Very,en,,2018,without_tt
690135,The Crows of Culver,en,,2018,without_tt
690136,Psycho Messenger,en,,2018,without_tt
690137,CPR,en,,2018,without_tt
690138,Broken Heart,en,,2018,without_tt
692074,Manosaurus,en,tt0168058,1994,with_tt
703882,Il Volto della Follia,en,,2018,without_tt
706237,Blood Creek Woodsman,en,tt2700892,2013,with_tt
706565,Ripper,en,,1996,without_tt
708790,Desert of Death,en,tt0483633,2006,with_tt
713504,Blind Date,en,,2020,without_tt
714595,A Gothic Tale,en,tt1297276,2008,with_tt
715179,Blood Bath,en,tt0321465,2002,with_tt
724350,Black Mass,en,tt4212008,2016,with_tt
726124,Bestiarii,en,,2019,without_tt
727128,The Lady in the Walls,en,tt4151466,2014,with_tt
730158,The Apparition Of Roxanne,en,tt1677609,2010,with_tt
730162,Bad Fruit,en,tt5171288,2015,with_tt
733592,Another Evil Night,en,tt4903170,2018,with_tt
736308,Alien: Covenant - Prologue: The Secrets of David’s Lab,en,,2017,without_tt
738110,There's a Ghost in the House,en,,2020,without_tt
741586,Colmillos de furia,en,tt0313914,1995,with_tt
745047,Static Tears,en,,2020,without_tt
749173,TWD World Beyond: The Journey So Far,en,,2020,without_tt
752144,Mr. Ticklez,en,,2019,without_tt
752148,Scary Stories to Tell by the Campfire: The Green Ribbon,en,,2021,without_tt
752281,SCOURGE OF IRON,en,,2014,without_tt
754351,Alt Manheim,en,tt5815512,2016,with_tt
756720,Billy,en,tt10943894,2019,with_tt
757845,Adam's Curse: Reborn from Hell,en,tt13333640,2025,with_tt
759665,Hunters,en,,2020,without_tt
760272,"A Boat, Beneath A Moonlit Sky",en,,2020,without_tt
760608,In The Wild,en,,2015,without_tt
764814,Lumberjacked,en,,2020,without_tt
765810,The Moon is a Hologram,en,tt13487430,2022,with_tt
766189,Cottonmouth,en,tt11920086,2020,with_tt
767214,Paranoia Tapes 9: DVD-,en,tt11764180,2020,with_tt
768632,To Be Devoured,en,,2020,without_tt
771117,The Locals,en,tt2066999,2012,with_tt
772362,Spirit,en,tt8742888,2019,with_tt
774118,EverymanHYBRID,en,,2010,without_tt
776028,Soul Eater,en,tt13357118,2021,with_tt
776094,Kababalaghan,en,,2017,without_tt
776211,Blood Surf,en,tt6080240,2016,with_tt
780281,The Last American Horror Show: Volume II,en,tt10228976,2022,with_tt
781020,Lullaby,en,tt4071216,2014,with_tt
781334,Not for the Faint of Heart,en,tt13352022,2021,with_tt
782654,Toy Box,en,tt7321334,2018,with_tt
783340,Quarantine Comic,en,,2021,without_tt
787373,Monster Preacher,en,tt13606318,2021,with_tt
790856,Love's a Killer: Rellik's Revenge,en,tt2342336,2017,with_tt
792251,Turn Your Bloody Phone Off,en,,2012,without_tt
792993,Go Away,en,tt14044856,2024,with_tt
796604,Christmas Slasher,en,tt11193798,2023,with_tt
796941,Axe2Grind,en,tt11995448,2025,with_tt
796945,Seasons,en,,2021,without_tt
802067,Clown Motel Massacre,en,tt7154870,2018,with_tt
805365,Tez 13. Gece,en,tt9703612,2019,with_tt
807327,Pointy Teeth for Pointy People,en,tt0368156,1999,with_tt
809397,Prepper's Grove,en,tt7724418,2018,with_tt
812557,CONCEITITY,en,,2022,without_tt
821385,Music Box,en,tt11964210,2020,with_tt
823202,Project Taring,en,,2021,without_tt
823207,Teror,en,,2021,without_tt
823210,Bisikan 69,en,,2020,without_tt
825448,Stalker,en,,2021,without_tt
827157,Orang Pilihan,en,,2021,without_tt
835262,The Roomie,en,tt9358470,2019,with_tt
839552,Puaka,en,,1970,without_tt
851289,Outside Darkness,en,tt6160510,2018,with_tt
852095,Prenúncio,en,tt14644976,2021,with_tt
855190,Night of the Living Dead II,en,,2022,without_tt
856221,A Soul at Night,zh,,1941,without_tt
857141,Haunted House No. 13,zh,,1948,without_tt
857334,Shadows in the Old House,zh,,1948,without_tt
860849,Camp Forest Green,en,,2020,without_tt
862069,Stab Ya In The Face,en,,2021,without_tt
864237,Minh Tu Le Scissorhands,en,,2021,without_tt
869618,Pipeline,en,tt0468534,2007,with_tt
869953,Gumnam Qatil,en,tt0479674,2001,with_tt
873668,Are You Ready?,en,,2021,without_tt
874594,Nail Gun,en,,2021,without_tt
876349,Friday the 13th: Death Curse,en,,2019,without_tt
877375,Pandora,en,tt5490720,2024,with_tt
878096,Door Salesman Dave,en,tt14602820,2021,with_tt
881308,Dreams,en,,2021,without_tt
888827,Boutique Fantasque,en,,2021,without_tt
896922,1:00 A.M.,en,,1995,without_tt
897398,Charlotte on the Rebound,en,tt6513074,2021,with_tt
898228,Reflect,en,tt14966324,2023,with_tt
900352,Hatch: Found Footage,en,tt8733858,2018,with_tt
904364,Entropic,en,,2021,without_tt
904636,The Occult,en,tt6566942,2024,with_tt
906200,Slasher House 3,en,tt11078340,2024,with_tt
913120,The Mask of Satan,en,,2021,without_tt
915572,Violations,en,,1986,without_tt
916120,Friday the 13th: Halloween Night,en,,1994,without_tt
929525,The Gathering,en,tt10283158,2019,with_tt
931518,Love by Proxy,en,tt15739090,2012,with_tt
931536,Brimstone Saint,en,tt7174372,2021,with_tt
936813,Seven Deadly Tapes,en,,2022,without_tt
939224,MONTHLY PROGRESS REPORT,en,,2020,without_tt
944926,Tatinir Bichar,bn,tt0237804,1940,with_tt
947822,A Date With A Cheerleader,en,,2022,without_tt
952288,Professor Vaman M.Sc,hi,tt0420096,1938,with_tt
957726,Tianak,tl,tt2751356,1932,with_tt
958256,Stuffed,en,,2021,without_tt
959508,Demon Man,tl,tt0471402,1937,with_tt
959767,Buyut,en,tt20595798,2022,with_tt
966712,Summer of '85: Mackey Returns,en,,2022,without_tt
968935,Horse Girl,en,tt11765468,2022,with_tt
969549,Oh My Darling,en,tt11844812,2021,with_tt
970106,Story of Jang-hwa and Hong-ryeon,ko,tt1942073,1936,with_tt
972206,Oak,en,tt5375346,2025,with_tt
973197,Facez of Death 2000 Part IV,en,tt5934620,2000,with_tt
973202,Facez of Death 2000 Part V,en,tt5934628,2002,with_tt
973205,Facez of Death 2000 Part VI,en,tt5934636,2002,with_tt
973207,Facez of Death 2000 Part VII,en,tt5934650,1999,with_tt
974072,"Sincerely, Hook",en,tt20217872,2022,with_tt
974211,2:22,en,,2022,without_tt
978019,Killer Waves 2,en,tt11316314,2020,with_tt
978025,Bite School 2,en,tt12433266,2025,with_tt
978210,Cin Perdesi,en,tt17349086,2022,with_tt
978912,Station ID,en,,2017,without_tt
980079,The Spanish Inn,en,tt0832273,2006,with_tt
981011,Hunter X,en,tt3283940,2022,with_tt
982883,An Bean Sidhe,en,tt3284472,2014,with_tt
983954,Tonight You Die,en,tt3413116,2011,with_tt
987101,Vampire's Call,en,tt0933208,2005,with_tt
990382,OnlyFans,en,,2022,without_tt
995172,Cocaine & Werewolves,en,tt9346690,2023,with_tt
995191,Alien Vampire Busters,en,tt12752880,2023,with_tt
998409,The Bitch That Cried Wolf,en,tt2883630,2013,with_tt
998414,Hallucinogen,en,tt5181262,2015,with_tt
999629,Spare Me,en,tt10261794,2021,with_tt
999844,Hell House LLC (Director's Cut),en,,2016,without_tt
1002624,Killer Poop 2: Amityville Poo,en,,2022,without_tt
1002632,Killer Poop 3: Night of the Living Poop,en,tt18569268,2022,with_tt
1007334,Daughter of Devil Fish,en,tt0122035,1984,with_tt
1007595,Halimaw,tl,tt0900934,1941,with_tt
1014684,Rise of the Carriers,en,,2022,without_tt
1014691,Vlad & Nick,en,,2022,without_tt
1015868,It Wants Blood 2,en,tt15179648,2023,with_tt
1015912,Slumber Party Slaughter Party 2,en,tt9169200,2023,with_tt
1016688,14 Ghosts,en,tt13237416,2021,with_tt
1017380,Feel My Fright,en,,2022,without_tt
1019890,All the Shades of Red,en,,2022,without_tt
1019951,WUURM,en,,2022,without_tt
1020236,Forest Halloween,en,,2022,without_tt
1020528,The Tell-Tale Heart,en,tt0408256,2004,with_tt
1021120,Pumpkinman,en,,2004,without_tt
1021967,Resurrektor,en,tt21933092,2023,with_tt
1022479,You're Melting!,en,tt15378764,2022,with_tt
1027002,Cemetery Stories,en,tt7319464,2022,with_tt
1027853,Torture the Flesh,en,tt13446246,2024,with_tt
1027859,The Hidden,en,,2021,without_tt
1028708,Perjanjian Iblis,en,,2022,without_tt
1030635,Blight,en,,2016,without_tt
1030675,Joke's on You,en,,2021,without_tt
1030678,Happy Birthday,en,,2021,without_tt
1030680,Death Record,en,,2022,without_tt
1030684,Rest ( 2021),en,,2021,without_tt
1030703,Devil's Door,en,,2020,without_tt
1030707,Bed Head,en,,2019,without_tt
1030928,Ouija,en,,2021,without_tt
1030937,Ouija 2,en,,2022,without_tt
1030961,Date With a Serial Killer,en,,2022,without_tt
1030968,Do Not Call,en,,2022,without_tt
1031139,How to Tie a Noose,en,tt21413832,2024,with_tt
1031416,TapeHead - The Return Of Jacob Cobb,en,tt22541368,2023,with_tt
1031649,Attack of the flying monks,en,,2022,without_tt
1032744,When The Earth Gives Up The Dead,en,tt11370514,2022,with_tt
1044560,Bigfoot Kills: A True Crime Documentary,en,tt17071412,2023,with_tt
1047307,Cheerleader Camp Elimination,en,tt23951352,2025,with_tt
1049090,Brooklyn's Gone To Hell,en,tt23036722,2025,with_tt
1055068,Shin Yotsuya Ghost Story,ja,,1932,without_tt
1060136,Summer of the Wolf,en,tt15130246,2023,with_tt
1060460,THE CHAIN,en,,2023,without_tt
1064440,The Witch,tl,tt0900900,1933,with_tt
1078771,The Blood Priestess,en,tt15444432,2023,with_tt
1084232,Man of the House,en,,2023,without_tt
1087695,Sitra Achra,en,tt26654281,2025,with_tt
1089871,Taker of Souls,en,tt6473164,2024,with_tt
1100212,Still,en,tt21200774,2024,with_tt
1102547,That Man Upstairs Isn't Your Husband,en,,2023,without_tt
1103892,Mia,en,,2023,without_tt
1106256,AI Artist,en,tt22392850,2023,with_tt
1111916,Vis,en,tt27486522,2023,with_tt
1114965,Séance,en,,2023,without_tt
1116457,Parlour,en,,2023,without_tt
1119487,Gavin Serve,en,,2023,without_tt
1119686,Placid Park,en,tt13368980,2024,with_tt
1120824,Paige Mayfair's Guide To Power,en,,2023,without_tt
1120869,Run from Hell,en,tt18161102,2023,with_tt
1121439,Mannequin,en,tt7181460,2023,with_tt
1121725,Future Punks,en,tt4773932,2023,with_tt
1125205,Haunted Houses,en,,2023,without_tt
1126401,Grandma,en,tt25382174,2023,with_tt
1131407,In the Basement,en,,2023,without_tt
1136089,Mansplained,en,tt27829732,2023,with_tt
1142305,Scary Burrie,en,,2023,without_tt
1143868,Maximum Strollerdrive,en,tt27042848,2024,with_tt
1145740,X MILITARY,en,,2023,without_tt
1151381,The Ringmaster,en,tt18251366,2023,with_tt
1151474,"Nang Nak Phra Khanong, New Episode",th,,1939,without_tt
1155556,The Fight or Flight Response,en,,2023,without_tt
1159764,The Trick or Treaters 2: Full Harvest,en,,2023,without_tt
1160484,The Dark House of Mystery,en,tt28475894,2023,with_tt
1161097,Biters and Bleeders,en,tt27005524,2023,with_tt
1162479,A Ben Evans Film,en,tt10739118,2024,with_tt
1163722,Lead Belly,en,tt30216893,2025,with_tt
1165120,Buster's Nightmare,en,tt0336104,1925,with_tt
1171205,Kaibyô saga no yozakura,ja,tt10757918,1936,with_tt
1171896,Dogman Territory: Werewolves in the Land Between the Lakes,en,tt32092927,2024,with_tt
1176073,Stay at Home,en,tt29078502,2023,with_tt
1178099,Banchô sarayashiki,ja,tt3055434,1937,with_tt
1181627,Untitled,en,,2024,without_tt
1182446,Hands of Hell,en,tt20253666,2023,with_tt
1182590,Crackodile,en,tt27832864,2024,with_tt
1190330,Haunted Stories And Tales Of Horror,en,tt29561875,2023,with_tt
1191920,The Red Mirror,en,,2023,without_tt
1192828,Dark Haven,en,tt13057276,2023,with_tt
1192830,There Is No Sanctuary,en,tt4918142,2023,with_tt
1198322,sade me,en,,2023,without_tt
1198985,LIKES,en,tt29514133,2023,with_tt
1201327,Tear My Heart To Sleep,en,,2024,without_tt
1201555,Scribbles from the Crypt: A Journal of Terror,en,tt27746669,2023,with_tt
1201993,Anak ng kadiliman,tl,tt0469260,1937,with_tt
1202603,The Hunt,en,tt26897847,2023,with_tt
1203509,Terror of the Soul,en,tt3831118,2024,with_tt
1206726,Unvexed,en,tt27607034,2024,with_tt
1207348,Alternate,en,tt22440044,2024,with_tt
1208818,The Need,en,tt27681951,2023,with_tt
1209323,The Dark Room,en,tt23219968,2023,with_tt
1210251,Karate Ghost 2: Dojo of Death,en,tt28442407,2023,with_tt
1214699,Wieland,en,tt24577704,2024,with_tt
1216645,I Think I'm Alone Now,en,tt28459024,2025,with_tt
1220791,Cholo Zombies Monstro,en,tt19782820,2023,with_tt
1224542,Unachievable Sound of Silence,en,,2024,without_tt
1224968,How To,en,tt2904328,2023,with_tt
1226107,Taped Up Familys,en,tt31548804,2024,with_tt
1228813,Doctor Imperfect and the Perfect Man,en,tt21297858,2025,with_tt
1229488,Dead Rabbit Skellington,en,,2024,without_tt
1232479,William K. Dozier III’s Version of –The Raven,en,,2024,without_tt
1234064,The Sins Beneath,en,tt28315494,2025,with_tt
1235352,The Things You Said On That Cloudy Day,en,,2024,without_tt
1244874,Lucky Penny,en,,2024,without_tt
1245626,King Kong Appears in Edo: The Episode of Gold,ja,tt0953375,1938,with_tt
1246463,Fear of the Light,en,,2024,without_tt
1246745,Peter Rabid,en,tt28499664,2024,with_tt
1246935,Systems of Blood and Water,en,,2024,without_tt
1249380,Zhowtime Presents: Siren Stories,en,tt30834369,2023,with_tt
1253414,5:15,en,,2023,without_tt
1254274,Bampire,en,tt30810705,2024,with_tt
1257669,Spirit of the Broom,cn,tt3454240,1939,with_tt
1258573,Helgeninderne,da,tt27859937,1921,with_tt
1259413,The Method,en,,2023,without_tt
1261560,Axegrinder 7: New Blood,en,tt30056147,2024,with_tt
1261579,The Guyra Ghost Mystery,en,tt0336532,1921,with_tt
1261582,The Great London Mystery,en,tt0011243,1920,with_tt
1261644,Der Hund von Baskerville - 5 Teil: Dr. Macdonalds Sanatorium,de,tt0440486,1920,with_tt
1262288,Plant Dad,en,,2024,without_tt
1263839,Synks,en,,2024,without_tt
1265797,Ritual of the Dead,en,tt24249764,1937,with_tt
1266263,Black Ghost,hi,tt0361790,1937,with_tt
1266274,Anarbala,hi,tt0419444,1940,with_tt
1266656,Maisie's Taste,en,,2024,without_tt
1267079,The Ghost,zh,tt3508464,1940,with_tt
1267144,The Pickleball Murders,en,tt31557377,2024,with_tt
1267751,Return of the Lascivious Woman's Soul,cn,tt10627356,1948,with_tt
1267780,Cold Mountain Night Rain,zh,,1942,without_tt
1267797,House of Mystery,hi,tt0155548,1949,with_tt
1272814,Fraudulent Conversion,en,tt22376748,2023,with_tt
1274087,Dreamweaver,en,,2024,without_tt
1277766,LUX,en,tt28420009,2023,with_tt
1277792,Zepotha,en,tt29372296,2023,with_tt
1277804,Erecting A Monster 3: The ResErection,en,tt31415570,2024,with_tt
1281058,Lost Boys Pizza,en,,2023,without_tt
1281573,Slash Squatch,en,tt15495140,2024,with_tt
1281989,The Auditors,en,tt31563920,2025,with_tt
1283627,Glutton,en,,2024,without_tt
1284070,Camp Smokey,en,tt14187562,2023,with_tt
1284088,Latchkey,en,,2024,without_tt
1284212,Fear,en,,2024,without_tt
1284635,The Ride,en,,2024,without_tt
1289419,Ang Multo ni Yamashita,tl,tt6238230,1947,with_tt
1289428,The Devil,tl,tt0764746,1949,with_tt
1289756,One Hell of a Night,en,tt29137926,2023,with_tt
1290560,Body,en,,2023,without_tt
1291085,Cliché,en,,2024,without_tt
1294477,Piglet,en,tt31673093,2024,with_tt
1294553,It Will Find You,en,tt30146276,2024,with_tt
1296316,The Wasp's Nest,en,,2024,without_tt
1298789,Ancient Garden Corpse,zh,,1947,without_tt
1300785,Anarbala,hi,tt0241179,1929,with_tt
1300805,Ek Hi Bhool,hi,tt0139174,1940,with_tt
1301107,Horror Able Women,en,,2023,without_tt
1301149,Killer Corpse,hi,tt0381323,1943,with_tt
1305673,Paracusia,en,,2023,without_tt
1305918,Halloween Horrors: Deadly Devotion,en,,2024,without_tt
1306080,Horror Night,zh,,1938,without_tt
1306090,A Ghost,zh,,1940,without_tt
1306112,Ruckus at Kwong Cheong Lung,cn,,1949,without_tt
1307748,Ride,en,,2025,without_tt
1307901,A Picture of Unhealth,en,,2025,without_tt
1308661,Mayday,en,,2024,without_tt
1311351,Love Bites,en,tt29147482,2024,with_tt
1313143,When a scream is heard,en,,2024,without_tt
1314233,Goblin Creek,en,tt15337896,2023,with_tt
1314301,Mummy in Old House,zh,tt0205989,1938,with_tt
1315049,Poet's Soul in the Cold Moonlight,zh,tt0206085,1938,with_tt
1315058,Flying Corpse in the Orchid Boudoir,zh,,1937,without_tt
1315297,Dire Pines,en,,2025,without_tt
1315382,Empty Gazes,en,tt29137313,2023,with_tt
1316232,Wicker Woods,en,tt27546430,2024,with_tt
1317420,Pizza Party Massacre,en,tt32986593,2024,with_tt
1318512,The Creep,en,,2024,without_tt
1322463,The Horror-ble World of Daniel Roebuck,en,,2024,without_tt
