id,imdb_id,title,runtime_before,runtime_after,titleType,status
27970,tt0027194,Werewolf of London,0.0,75,movie,ok
28046,tt0024055,The Ghoul,0.0,80,movie,ok
28048,tt0022028,King of the Wild,0.0,248,movie,ok
28076,tt0265972,The Vampire Hunters Club,0.0,35,video,ok
28147,tt0071295,The Centerfold Girls,0.0,91,movie,ok
28148,tt0087805,Ninja III: The Domination,0.0,92,movie,ok
28173,tt0096310,Troma's War,0.0,91,movie,ok
28183,tt0191391,Rage of the Werewolf,0.0,88,movie,ok
28185,tt21479876,Dead North,0.0,110,video,ok
28189,tt0018770,The Fall of the House of Usher,0.0,72,movie,ok
28191,tt0013458,One Exciting Night,0.0,128,movie,ok
28196,tt0003643,The Avenging Conscience,0.0,78,movie,ok
28230,tt0150429,Serial Killer Massacre,0.0,55,movie,ok
28231,tt0152876,Tales from the Cannibal Side,0.0,107,video,ok
28242,tt0902355,Zombie Hunters,0.0,,movie,basics_no_runtime
28261,tt0026663,Mad Love,0.0,68,movie,ok
28277,tt0063977,99 Women,0.0,86,movie,ok
28305,tt0022663,Behind the Mask,0.0,68,movie,ok
28309,tt0410125,Jan-Gel 3: Hillbilly Monster,0.0,82,video,ok
28310,tt0295930,Dr. Horror's Erotic House of Idiots,0.0,132,video,ok
28312,tt0346550,B-Movie: The Shooting of 'Farmhouse Massacre',0.0,70,video,ok
28347,tt0485782,The Thirst: Blood War,0.0,96,movie,ok
28350,tt0118724,Bimbo Movie Bash,0.0,80,movie,ok
28359,tt0037441,Voodoo Man,0.0,62,movie,ok
28362,tt0032047,Torture Ship,0.0,57,movie,ok
28365,tt0032049,Tower of London,0.0,92,movie,ok
28369,tt0475090,Heroes of Horror,0.0,,tvMovie,basics_no_runtime
28383,tt0147653,Vampire's Seduction,0.0,55,movie,ok
28421,tt0032635,The Invisible Man Returns,0.0,81,movie,ok
28423,tt0032637,The Invisible Woman,0.0,72,movie,ok
28425,tt0036959,The Invisible Man's Revenge,0.0,78,movie,ok
28426,tt0034902,Invisible Agent,0.0,81,movie,ok
28435,tt0023249,Murders in the Rue Morgue,0.0,61,movie,ok
28436,tt0036733,The Curse of the Cat People,0.0,70,movie,ok
28438,tt0036104,The Leopard Man,0.0,66,movie,ok
28439,tt0026740,Murder by Television,0.0,60,movie,ok
28505,tt0857208,Cry of the Winged Serpent,0.0,84,tvMovie,ok
28558,tt0035489,The Undying Monster,0.0,63,movie,ok
28579,tt0824772,She-Demons of the Black Sun,0.0,83,movie,ok
28581,tt0476479,Purple Glow,0.0,78,movie,ok
28582,tt1059222,Rise of the Ghosts,0.0,93,movie,ok
28583,tt0427596,The Night They Returned,0.0,77,video,ok
28637,tt0023640,The Living Dead,0.0,89,movie,ok
28653,tt0154029,Zero in and Scream,0.0,63,movie,ok
28757,tt0073773,The Swinging Barmaids,0.0,88,movie,ok
28765,tt0330509,Kannibal,0.0,77,video,ok
28870,tt0078880,Bloodrage,0.0,78,movie,ok
28910,tt0026685,Mark of the Vampire,0.0,60,movie,ok
28947,tt14409796,Brinke's Tales of Horror,0.0,,movie,basics_no_runtime
28953,tt0902456,Silent Vengeance,0.0,90,movie,ok
28957,tt0379280,Evil on Queen Street,0.0,110,video,ok
28959,tt0275733,To Dance With Death,0.0,,video,basics_no_runtime
28960,tt0298548,Shadow of the Demon,0.0,,video,basics_no_runtime
28964,tt0476982,Dark Side of the Light,0.0,90,movie,ok
29094,tt0037024,The Lodger,0.0,84,movie,ok
29126,tt0024895,Black Moon,0.0,68,movie,ok
29203,tt0138121,Sweet Savior,0.0,92,movie,ok
29222,tt1452298,Stopped Dead,0.0,90,video,ok
29227,tt0816475,Devil's Moon,0.0,90,video,ok
29239,tt0035096,The Mummy's Tomb,0.0,61,movie,ok
29241,tt0038124,Strange Confession,0.0,62,movie,ok
29242,tt0037098,The Mummy's Curse,0.0,60,movie,ok
29243,tt0037099,The Mummy's Ghost,0.0,61,movie,ok
29286,tt0033397,The Black Cat,0.0,70,movie,ok
29320,tt0027521,The Devil-Doll,0.0,79,movie,ok
29324,tt0026819,One Frightened Night,0.0,66,movie,ok
29327,tt0038055,Scared Stiff,0.0,65,movie,ok
29368,tt0037179,A Place of One's Own,0.0,92,movie,ok
29397,tt0062298,The Spirit Is Willing,0.0,100,movie,ok
29405,tt0049115,"Curucu, Beast of the Amazon",0.0,76,movie,ok
29432,tt1564363,Killer Hoo-Ha!,0.0,88,movie,ok
29466,tt0017103,The Magician,0.0,83,movie,ok
29468,tt0038129,Strangler of the Swamp,0.0,59,movie,ok
29469,tt0038470,Devil Bat's Daughter,0.0,67,movie,ok
29474,tt0038531,The Flying Serpent,0.0,59,movie,ok
29476,tt0037217,Return of the Ape Man,0.0,60,movie,ok
29499,tt0022173,Murder by the Clock,0.0,76,movie,ok
29508,tt0450410,Dead Things,0.0,,video,basics_no_runtime
29609,tt0033660,The Ghost Train,0.0,85,movie,ok
29640,tt0918630,Magus,0.0,91,movie,ok
29643,tt0349343,Delta Delta Die!,0.0,83,video,ok
29660,tt0286668,Guns of El Chupacabra,0.0,90,video,ok
29689,tt0313257,The Bare Wench Project 3: Nymphs of Mystery Mountain,0.0,79,video,ok
29708,tt0126713,Vampire Centerfolds,0.0,135,movie,ok
29791,tt1401114,The Dark Gift,0.0,80,video,ok
29850,tt0070746,Sugar Cookies,0.0,91,movie,ok
29899,tt0315411,Claustrophobia,0.0,79,movie,ok
29998,tt0040829,The Amazing Mr. X,0.0,78,movie,ok
30183,tt0038270,Zombies on Broadway,0.0,69,movie,ok
30307,tt0033530,The Devil Commands,0.0,65,movie,ok
30342,tt0034540,The Boogie Man Will Get You,0.0,66,movie,ok
30346,tt0037549,The Body Snatcher,0.0,78,movie,ok
30348,tt0037820,Isle of the Dead,0.0,71,movie,ok
30379,tt0263728,Megiddo: The Omega Code 2,0.0,104,movie,ok
30392,tt0436774,Dark Harvest III: Skarecrow,0.0,90,movie,ok
30399,tt0984248,Zeppo: Sinners from Beyond the Moon!,0.0,89,movie,ok
30401,tt0180984,Scream Queens Naked Christmas,0.0,60,movie,ok
30405,tt0365782,Space Psychos 4,0.0,,video,basics_no_runtime
30407,tt0180995,Shadows in the City,0.0,101,movie,ok
30419,tt0099498,Empire of the Dark,0.0,93,movie,ok
30445,tt0273726,Christmas Nightmare,0.0,90,movie,ok
30457,tt0153491,Vampire Trailer Park,0.0,,movie,basics_no_runtime
30515,tt0420151,Screech of the Decapitated,0.0,88,video,ok
30640,tt0027938,The Man Who Changed His Mind,0.0,66,movie,ok
30737,tt0095664,Mr Jolly Lives Next Door,0.0,50,tvEpisode,ok
30793,tt0037793,House of Dracula,0.0,67,movie,ok
30829,tt0072969,Fantasm,0.0,87,movie,ok
30937,tt0077902,Maneaters Are Loose!,0.0,120,tvMovie,ok
30992,tt0206442,Song at Midnight,0.0,124,movie,ok
31001,tt0234652,Sanctimony,0.0,87,movie,ok
31042,tt0047559,Target Earth,0.0,75,movie,ok
31393,tt0051134,The Unearthly,0.0,73,movie,ok
31498,tt0032818,The Mummy's Hand,0.0,67,movie,ok
31564,tt0102357,Lunatics: A Love Story,0.0,87,movie,ok
31592,tt0023293,The Old Dark House,0.0,72,movie,ok
31685,tt0031455,The Hunchback of Notre Dame,0.0,116,movie,ok
31767,tt0066993,The Devils,0.0,111,movie,ok
31847,tt1305800,Hellhounds,0.0,83,tvMovie,ok
32023,tt0036376,Son of Dracula,0.0,80,movie,ok
32652,tt0024368,Mystery of the Wax Museum,0.0,77,movie,ok
32858,tt0037219,The Return of the Vampire,0.0,69,movie,ok
32860,tt1388411,The Dark House,0.0,110,movie,ok
32862,tt0036307,Revenge of the Zombies,0.0,61,movie,ok
33347,tt0197750,Paranoid,0.0,93,movie,ok
33477,tt0041085,"Bud Abbott and Lou Costello Meet the Killer, Boris Karloff",0.0,84,movie,ok
33546,tt0039037,The Time of Their Lives,0.0,82,movie,ok
33589,tt0210047,Fool's Fire,0.0,60,tvMovie,ok
33607,tt0166222,"I Killed My Lesbian Wife, Hung Her on a Meat Hook, and Now I Have a Three-Picture Deal at Disney",0.0,16,short,ok
33645,tt0284303,Megalodon,0.0,90,video,ok
33754,tt0046280,Scared Stiff,0.0,108,movie,ok
33914,tt0087291,Frankenweenie,0.0,29,short,ok
34943,tt0033582,The Face Behind the Mask,0.0,69,movie,ok
35075,tt0011000,Leaves from Satan's Book,0.0,167,movie,ok
35683,tt0448120,Single White Female 2: The Psycho,0.0,91,video,ok
35731,tt1161951,Amateur Porn Star Killer 2,0.0,80,movie,ok
35914,tt0036731,Cry of the Werewolf,0.0,63,movie,ok
36299,tt0116446,The Grave,0.0,90,movie,ok
36456,tt0035007,The Mad Doctor of Market Street,0.0,61,movie,ok
36531,tt1155637,The Death Factory: Bloodletting,0.0,87,video,ok
36574,tt1194423,Dark Reprieve,0.0,80,movie,ok
36601,tt1187042,Grindstone Road,0.0,93,movie,ok
36659,tt0858477,Septem,0.0,95,movie,ok
36859,tt0312450,Bells of Innocence,0.0,95,movie,ok
36883,tt0457414,Midnight Movies: From the Margin to the Mainstream,0.0,86,movie,ok
36942,tt0475970,Creature of Darkness,0.0,81,movie,ok
37019,tt0112895,Dr. Jekyll and Ms. Hyde,0.0,90,movie,ok
37376,tt0291118,The Cube,0.0,53,tvEpisode,ok
37409,tt0046520,Violated,0.0,78,movie,ok
37426,tt0032215,The Ape,0.0,62,movie,ok
37441,tt0035640,The Ape Man,0.0,64,movie,ok
38273,tt0035706,Calling Dr. Death,0.0,63,movie,ok
38346,tt0034546,Bowery at Midnight,0.0,61,movie,ok
38464,tt0036705,Black Magic,0.0,67,movie,ok
38468,tt0037826,Charlie Chan in The Jade Mask,0.0,66,movie,ok
38503,tt0216620,Christina's House,0.0,96,movie,ok
38753,tt1396221,Passion Play,0.0,94,movie,ok
38946,tt0053232,Terror in the Midnight Sun,0.0,55,movie,ok
39006,tt0075893,Cruel Passion,0.0,99,movie,ok
39259,tt0021815,Drácula,0.0,103,movie,ok
39311,tt0024360,Murders in the Zoo,0.0,62,movie,ok
39372,tt1156311,Green Eyed Monster,0.0,84,movie,ok
39407,tt0036715,The Climax,0.0,86,movie,ok
39437,tt0120603,Beloved,0.0,172,movie,ok
39441,tt0038246,White Pongo,0.0,71,movie,ok
39704,tt0077788,KISS Meets the Phantom of the Park,0.0,96,tvMovie,ok
39893,tt0059496,The Nanny,0.0,93,movie,ok
39925,tt0068577,Fear in the Night,0.0,94,movie,ok
39997,tt0095608,Meet the Hollowheads,0.0,86,movie,ok
40065,tt0070834,Trip with the Teacher,0.0,91,movie,ok
40091,tt0147467,Sex Madness,0.0,57,movie,ok
40788,tt0016593,Alice's Mysterious Mystery,0.0,6,short,ok
40854,tt1144811,Pornography,0.0,113,movie,ok
40931,tt0480257,Open Cam,0.0,100,movie,ok
40951,tt0034985,The Living Ghost,0.0,61,movie,ok
41018,tt0047209,Man in the Attic,0.0,82,movie,ok
41019,tt0016545,Wolf Blood,0.0,68,movie,ok
41020,tt0038338,The Beast with Five Fingers,0.0,88,movie,ok
41021,tt0032390,The Devil Bat,0.0,68,movie,ok
41022,tt0031289,The Face at the Window,0.0,65,movie,ok
41023,tt0035784,Dead Men Walk,0.0,64,movie,ok
41024,tt0026230,Condemned to Live,0.0,67,movie,ok
41027,tt0025271,House of Mystery,0.0,62,movie,ok
41033,tt0037711,Fog Island,0.0,72,movie,ok
41118,tt0026972,Scrooge,0.0,78,movie,ok
41307,tt0161976,The Sign of Death,0.0,90,movie,ok
41443,tt1512228,"Resurrecting ""The Street Walker""",0.0,80,movie,ok
41570,tt0368561,Acne,0.0,65,movie,ok
41740,tt0263053,Alone,0.0,88,movie,ok
42186,tt0036653,Bluebeard,0.0,72,movie,ok
42530,tt0067975,What's the Matter with Helen?,0.0,101,movie,ok
43148,tt0024727,The Vampire Bat,0.0,65,movie,ok
43149,tt0024593,The Son of Kong,0.0,70,movie,ok
43337,tt0047114,The Inauguration of the Pleasure Dome,0.0,38,short,ok
43613,tt0037301,The Soul of a Monster,0.0,61,movie,ok
43624,tt1073482,Banshee!!!,0.0,86,movie,ok
43629,tt0411302,Doodlebug,0.0,3,short,ok
43650,tt0051850,The Legend of Sleepy Hollow,0.0,34,short,ok
43729,tt0811036,Reflections,0.0,16,short,ok
43796,tt0034224,Spooks Run Wild,0.0,65,movie,ok
44001,tt0038205,The Unseen,0.0,80,movie,ok
44027,tt1233219,"My Son, My Son, What Have Ye Done",0.0,91,movie,ok
44041,tt0038455,The Dark Mirror,0.0,85,movie,ok
44296,tt0039383,Fireworks,0.0,20,short,ok
44692,tt0046026,The Magnetic Monster,0.0,76,movie,ok
45322,tt0038934,She-Wolf of London,0.0,61,movie,ok
45607,tt0031796,The Phantom Creeps,0.0,265,movie,ok
45803,tt0022454,Svengali,0.0,81,movie,ok
45961,tt1122775,Rosencrantz and Guildenstern Are Undead,0.0,89,movie,ok
46120,tt0472099,Green River Killer,0.0,83,video,ok
46878,tt0078350,The Swarm,0.0,116,movie,ok
46895,tt1219821,Biggie Smalls: Rap Phenomenon,0.0,60,movie,ok
46939,tt0032406,The Door with Seven Locks,0.0,79,movie,ok
47111,tt0430001,The Death of Poe,0.0,80,movie,ok
47259,tt1468829,Cherry Tree Lane,0.0,77,movie,ok
47425,tt0178109,Witch's Cradle,0.0,12,short,ok
47469,tt0433979,Detained,0.0,10,short,ok
48443,tt0025227,The Hearts of Age,0.0,8,short,ok
48516,tt0455924,Child of Mine,0.0,98,tvMovie,ok
48800,tt0039067,The Unknown,0.0,70,movie,ok
48808,tt0860835,Closet Space,0.0,99,movie,ok
49379,tt0052286,Terror from the Year 5000,0.0,66,movie,ok
49433,tt1781816,Forgive Me For Raping You,0.0,109,video,ok
49801,tt0079030,The Day It Came to Earth,0.0,88,movie,ok
49810,tt0028200,The Rogues' Tavern,0.0,70,movie,ok
50699,tt0295732,Trancers 6: Life After Deth,0.0,88,video,ok
50762,tt1603324,Le Fear,0.0,62,movie,ok
50973,tt0058264,Kiss Me Quick!,0.0,66,movie,ok
51021,tt1196197,A Lure: Teen Fight Club,0.0,93,video,ok
51359,tt0012255,The Haunted House,0.0,21,short,ok
51723,tt0293546,Razor Eaters,0.0,96,movie,ok
52226,tt1059828,See Jane Run,0.0,86,movie,ok
52308,tt1254949,Blood Countess,0.0,86,video,ok
52455,tt0050723,Monster from Green Hell,0.0,71,movie,ok
52940,tt0039492,Uncle Silas,0.0,98,movie,ok
53007,tt0399059,Flight to Hell,0.0,85,video,ok
53060,tt0117506,Humanoids from the Deep,0.0,86,tvMovie,ok
53178,tt0021720,The Cat's Out,0.0,7,short,ok
54288,tt0035017,Carnival of Sinners,0.0,80,movie,ok
54871,tt0099278,Click: The Calendar Girl Killer,0.0,87,movie,ok
55071,tt0499522,The Man Who Sold The World,0.0,96,movie,ok
55186,tt0171689,Fatal Error,0.0,91,tvMovie,ok
55300,tt0077174,Are You in the House Alone?,0.0,96,tvMovie,ok
55364,tt1688234,Survivant(s),0.0,26,short,ok
55663,tt0053768,Dinosaurus!,0.0,83,movie,ok
55943,tt0058401,Night Must Fall,0.0,101,movie,ok
56021,tt1349483,Death of Evil,0.0,106,video,ok
56530,tt0058216,Hysteria,0.0,85,movie,ok
57283,tt0013257,Häxan,0.0,105,movie,ok
57827,tt1855357,Static Blood,0.0,,movie,basics_no_runtime
58010,tt0091305,A Judgment in Stone,0.0,102,movie,ok
58027,tt1748288,White House,0.0,92,movie,ok
58129,tt0012364,The Phantom Carriage,0.0,107,movie,ok
58670,tt1488593,Shake Rattle & Roll XI,0.0,121,movie,ok
58676,tt1456915,Villa Estrella,0.0,96,movie,ok
58783,tt0450258,Alien Express,0.0,120,tvMovie,ok
58955,tt0457285,Avia: Vampire Hunter,0.0,83,video,ok
58977,tt1161456,Bela Lugosi: The Fallen Vampire,0.0,52,tvMovie,ok
59039,tt0217405,Duffer,0.0,75,movie,ok
59158,tt0023935,The Death Kiss,0.0,75,movie,ok
59274,tt0365111,Den,0.0,120,movie,ok
60283,tt1476411,Killer School Girls from Outer Space,0.0,91,movie,ok
61043,tt0197996,Vampires Anonymous,0.0,88,movie,ok
61116,tt0952643,Blade of the Vampire,0.0,87,video,ok
61692,tt0104688,The Last Vampyre,0.0,106,tvEpisode,ok
61980,tt1577064,Seeing Heaven,0.0,106,movie,ok
61997,tt0978569,Beware the Moon: Remembering 'An American Werewolf in London',0.0,98,movie,ok
62985,tt0450137,Shoot the Girls,0.0,70,video,ok
62990,tt32339839,Lesbos Slaughter 2: Satan's Hostages,0.0,82,video,ok
63183,tt0059679,Satan's Bed,0.0,72,movie,ok
63199,tt0396484,Banned! In America I,0.0,46,video,ok
63333,tt0047033,Gog,0.0,83,movie,ok
64076,tt0037453,Weird Woman,0.0,63,movie,ok
64077,tt0037989,Pillow of Death,0.0,66,movie,ok
64086,tt0101685,Deadly Game,0.0,95,tvMovie,ok
64248,tt0077325,Child of Glass,0.0,93,tvEpisode,ok
64852,tt0018097,London After Midnight,0.0,69,movie,ok
64932,tt1730189,Blood Fare,0.0,86,movie,ok
65146,tt0126814,Big Meat Eater,0.0,82,movie,ok
65163,tt1606710,Bloodwood Cannibals,0.0,91,video,ok
65857,tt0889579,Stupid Teenagers Must Die,0.0,80,movie,ok
66111,tt1351186,Luster,0.0,81,movie,ok
66475,tt0113864,Mr. Stitch,0.0,94,tvMovie,ok
66621,tt0273057,The Red Right Hand,0.0,82,movie,ok
66918,tt0050177,Beginning of the End,0.0,76,movie,ok
67162,tt0026872,Pluto's Judgement Day,0.0,7,short,ok
67311,tt0428269,Bikini a Go Go,0.0,87,video,ok
67750,tt0113224,The Grotesque,0.0,99,movie,ok
67795,tt0056083,House on Bare Mountain,0.0,62,movie,ok
