id,imdb_id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
130523,tt0002143,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,en,"Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.",,1912-01-16,/YMTH07LSvYr4AgG0mjVfbg8tx2.jpg,0.6995,38,5.9,0,0,12,Released,False,/tw63aeDGVvYWSdjKjYyvwjNZzxv.jpg,Horror,,
132410,tt0009105,The Ghost of Slumber Mountain,The Ghost of Slumber Mountain,en,"In a dream Uncle Jack looks through a magic telescope owned by the ghost of a hermit and sees what life was like millions of years ago, including a battle between prehistoric monsters.","These giant monsters of the past are seen to breathe, to live again, to move and battle as they did at dawn of life.",1918-11-17,/nxud9gQINYrm19enWFmgTnqprtg.jpg,0.2409,10,5.9,3000,3000,16,Released,False,/LzonTaFh7fOhWcuTgfhthYwCDK.jpg,"Fantasy, Animation, Horror",,
139246,tt0000553,The Haunted Hotel,The Haunted Hotel,en,"A traveler stays the night at a rural inn, but gets no rest as he is tormented by various spectres and mysterious happenings.",,1907-02-23,/nxgjGJL0kQZWgj31QOPLx6gtcH.jpg,0.6775,35,5.657,0,0,7,Released,False,/f0y3jxkDgUHc1VirP07DQmd1bvF.jpg,"Comedy, Animation, Horror",,
152031,tt0000309,How It Feels to Be Run Over,How It Feels to Be Run Over,en,"As the camera looks down an open road, a horse and carriage approaches, and passes by to one side of the field of view. Soon afterwards, an automobile comes up the road, straight towards the camera. As it gets nearer, the occupants start to wave frantically, but can a collision be avoided?",,1900-06-30,/4Tw5D7VqzbQmLH2M8ZX3FUMTRdF.jpg,0.1714,44,5.955,0,0,1,Released,False,/h6Kuw5e4zTbAtrw1BuWQX9LCUtO.jpg,Horror,,
152032,tt0435028,How to Stop a Motor Car,How to Stop a Motor Car,en,A policeman is run over by an automobile,,1902-06-27,,0.3594,12,6.167,0,0,2,Released,False,,"Comedy, Horror",,
172115,tt0000357,The Haunted Curiosity Shop,The Haunted Curiosity Shop,en,An old proprietor is startled and haunted by the strange happenings inside his curiosity shop.,,1901-08-01,/7c5k1nN9KPhPuGrI8X5rl4IDQUa.jpg,0.2815,26,5.3,0,0,2,Released,False,/t37TFN7Y4PS8BydHRgmwGrpkcbb.jpg,"Fantasy, Horror",,
174080,tt0003876,The Egyptian Mummy,The Egyptian Mummy,en,"In order to make money, a man hires a bum to pretend to be a mummy, so he can sell the ""body"" for scientific experiments.",,1914-12-16,/6ACip9pAsdJCbdqtTBmE8b6QzTA.jpg,0.1681,2,6.0,0,0,17,Released,False,,"Horror, Comedy",,
177583,tt0005955,The Raven,The Raven,en,"After a brief view of Edgar Allan Poe's family background, his grandfather, David Poe, Sr., an Irish immigrant to America, and his father, David Poe, Jr., the poet's life is depicted from the death of his mother and his subsequent adoption by John Allan, to his own tortured death in 1849. Expelled from the University of Virginia for incurring too many debts, Poe nonetheless courts and marries Virginia Clemm but is disowned by his foster father. While residing in Fordham, New York, Poe tries to earn a living as a writer but meets with little financial success. Overwhelmed by their impoverished state, Virginia dies and Poe sinks into a profound depression. Always a victim of alcohol and subject to hallucinations, Poe first imagines that his neighbor, Helen Whitman, is Virginia, then plunges himself into an elaborate delusion in which his wife's spirit, various other spectres and a raven finally drive him to his own death.",,1915-11-08,/xbYzoE5kRF4juOdJjr3SUnP2Fd8.jpg,1.5415,6,6.5,0,0,80,Released,False,/7ZEqhkusOIN0U9Br7MDCe1Ogwuq.jpg,"Drama, Horror, Fantasy",,
192089,tt0000340,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,en,"Uncle Josh checks into a hotel, presumably to get a better nights rest than he gets at home. Of course the way bad luck follows Josh around we know this is a forlorn hope. Sure enough, quicker than you can say ""Georges Méliès"" a ghost pops up to make sure Uncle Josh is denied a good nights rest.",,1900-01-01,/msRs9vkPB0jrKxblwxVGsYX5a34.jpg,0.5175,19,4.6,0,0,1,Released,False,,"Horror, Comedy",,
195539,tt0218135,Davey Jones' Locker,Davey Jones' Locker,en,"Two sets of images are superimposed. From the side, we see a two-masted ship. Across the deck walks a skeleton. It sits down, its legs akimbo. The legs separate and continue a dance while the body of the skeleton faces us and the skull moves its jaw bone. It rises and the legs rejoin the skull and body for an additional jig back and forth on deck.",,1900-12-21,,0.2411,15,5.067,0,0,1,Released,False,,"Horror, Fantasy",,
195606,tt0000301,Faust and Marguerite,Faust and Marguerite,en,"Marguerite is seated in front of the fireplace, Faust standing by her side. Mephistopheles enters and offers his sword to Faust, commanding him to behead the fair Marguerite. Faust refuses, whereupon Mephistopheles draws the sword across the throat of the lady and she suddenly disappears and Faust is seated in her place.",,1900-05-21,,0.256,25,3.9,0,0,1,Released,False,,"Fantasy, Horror",,
