id,title,year,stored_path,current_path,match,status
565,The Ring,2002,/e2t5CKMox7tjv3iD3Ko7NdFa5lJ.jpg,/AeRpUynJKDpJveklBJipOYrVxCS.jpg,0,ok
571,The Birds,1963,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,0,ok
573,Frenzy,1972,/4SFvqrlSigAt9tnhXFSMyKeJWQk.jpg,/4SFvqrlSigAt9tnhXFSMyKeJWQk.jpg,1,ok
578,Jaws,1975,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1,ok
579,Jaws 2,1978,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,1,ok
580,Jaws: The Revenge,1987,/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,/ebYw9tR0iqBzDGA6HVBhtd2xJM3.jpg,0,ok
588,Silent Hill,2006,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,1,ok
609,Poltergeist,1982,/xPazCcKp62IshnLVf9BLAjf9vgC.jpg,/4eMN3GANH5GG4kXdHkrTZEUuQ9M.jpg,0,ok
622,The Ninth Gate,1999,/rxw9l9YNL14ODdmAavUwHLBjiDo.jpg,/rxw9l9YNL14ODdmAavUwHLBjiDo.jpg,1,ok
628,Interview with the Vampire,1994,/2162lAT2MP36MyJd2sttmj5du5T.jpg,/2162lAT2MP36MyJd2sttmj5du5T.jpg,1,ok
635,Angel Heart,1987,/xKnJ4drN6J4dTu7E0yoBqrRALG2.jpg,/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,0,ok
653,Nosferatu,1922,/zv7J85D8CC9qYagAEhPM63CIG6j.jpg,/zv7J85D8CC9qYagAEhPM63CIG6j.jpg,1,ok
663,Saw IV,2007,/e3pLI0qN1AKGHwOcMuwTpyI2SLN.jpg,/ku1QdCXOU4ckz3zxLLlis8MIJVm.jpg,0,ok
694,The Shining,1980,/nRj5511mZdTl4saWEPoj9QroTIu.jpg,/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,0,ok
747,Shaun of the Dead,2004,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,1,ok
755,From Dusk Till Dawn,1996,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,1,ok
763,Braindead,1992,/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,1,ok
764,The Evil Dead,1981,/li05U702n3FzwX2mYtjDBVzeWio.jpg,/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,0,ok
765,Evil Dead II,1987,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1,ok
766,Army of Darkness,1992,/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,1,ok
768,From Hell,2001,/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,1,ok
779,Vampyr,1932,/yt3JS5JSoZseSohYkhs6FLU9B0O.jpg,/yt3JS5JSoZseSohYkhs6FLU9B0O.jpg,1,ok
790,The Fog,1980,/gZmdq8HB8SBdOHk5XarjCZIiGGk.jpg,/12EeSboRofP3CI4SPmMFNNXCbtY.jpg,0,ok
791,The Fog,2005,/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg,/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg,1,ok
794,The Omen,1976,/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg,/mDcjjEu1fMNmsXi4l4D8IftlTix.jpg,0,ok
805,Rosemary's Baby,1968,/s8pdaHjxNPLXIA1WjSTWm00RJTz.jpg,/uYgvlHceRFjAFbsNeMInYcLZLUb.jpg,0,ok
806,The Omen,2006,/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,1,ok
814,An American Werewolf in London,1981,/hN333m776qWYnbjTTcykwClYNgx.jpg,/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,0,ok
831,This Island Earth,1955,/2viRDpHmhzQoreZok2auLjkVbSE.jpg,/2viRDpHmhzQoreZok2auLjkVbSE.jpg,1,ok
837,Videodrome,1983,/w5bqL9IiGIH0g4oq7ExFEq4KSl4.jpg,/qqqkiZSU9EBGZ1KiDmfn07S7qvv.jpg,0,ok
923,Dawn of the Dead,1978,/9kGESwH451kRgm1h6Q0svAVK60N.jpg,/70MY8H0bLMvXf8ED2SgVMPhDVVM.jpg,0,ok
924,Dawn of the Dead,2004,/iBLQATsIkv005fvIhhbM4MvqhYp.jpg,/ttquyxStEEctzghtA2f4PUGprDr.jpg,0,ok
927,Gremlins,1984,/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg,/6m0F7fsXjQvUbCZrPWcJNrjvIui.jpg,0,ok
928,Gremlins 2: The New Batch,1990,/jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg,/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg,0,ok
931,Don't Look Now,1973,/vIftm9VI0xhiIFEq7dV4YfpTvBb.jpg,/ivWsU3QtcstImCTOjItsH0SAbNn.jpg,0,ok
948,Halloween,1978,/qVpCaBcnjRzGL3nOPHi6Suy0sB6.jpg,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,0,ok
964,The Phantom of the Opera,1925,/mvaYpAYj957C2tlq3vVJPSzGJXK.jpg,/mvaYpAYj957C2tlq3vVJPSzGJXK.jpg,1,ok
985,Eraserhead,1977,/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,/mxveW3mGVc0DzLdOmtkZsgd7c3B.jpg,0,ok
1091,The Thing,1982,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,/ob1NaOSYDC4iBaFkTgIUecaMFGT.jpg,0,ok
1248,Hannibal Rising,2007,/7FTDMQoac0uqJUquZk4KenDzLMZ.jpg,/7FTDMQoac0uqJUquZk4KenDzLMZ.jpg,1,ok
1272,Sunshine,2007,/x8umyFj5HPTFSdxBmuBuq9bpCgc.jpg,/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg,0,ok
1448,The Wisdom of Crocodiles,1998,/neFQlILZLL7U6XfH5hI7nKsLHiM.jpg,/rMxdX8QXWjIZDsZthsN8axFR4ws.jpg,0,ok
1450,Blood: The Last Vampire,2009,/uzuYpbdFkNYqnBdOvhWqZxhHa5C.jpg,/uzuYpbdFkNYqnBdOvhWqZxhHa5C.jpg,1,ok
1483,Begotten,1991,/qYJh4HESlOyZll77erHcVAKqrbt.jpg,/y8GbJny4bBUimJxUGXqq3l3k4OV.jpg,0,ok
1547,The Lost Boys,1987,/enFBXzn8xs5rdtSMC83AVWQ80FP.jpg,/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg,0,ok
1551,Flatliners,1990,/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,1,ok
1562,28 Weeks Later,2007,/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg,/oix0aNv1lvW3nUGspUyvSIBlpbs.jpg,0,ok
1569,Pig,1999,/fQLT9GIf3UKyc9ZVdKZIAms4koS.jpg,/fQLT9GIf3UKyc9ZVdKZIAms4koS.jpg,1,ok
1576,Resident Evil,2002,/1UKNef590A0ZaMnxsscIcWuK1Em.jpg,/1UKNef590A0ZaMnxsscIcWuK1Em.jpg,1,ok
1577,Resident Evil: Apocalypse,2004,/yzNQSLlZb7NAkA4C5uADfNDJ7hm.jpg,/way9dOm4dM2sm9UMcu2PEXMTX0q.jpg,0,ok
1596,Population 436,2006,/xEbq0QEcqw7DyPYPsP2yX9PucpC.jpg,/trEcuqgfXtIt06b7Tg1fkCnOHBY.jpg,0,ok
1644,The Vanishing,1993,/6d5Hf0iIGjkxL1ToOp3gi8co5pc.jpg,/whCG6TGm3h9AHBkfh5M0MnJ8zT0.jpg,0,ok
1683,The Reaping,2007,/o8Vl4Vxp5LBth9J6Aa3k6PAefxt.jpg,/o8Vl4Vxp5LBth9J6Aa3k6PAefxt.jpg,1,ok
1690,Hostel,2005,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,1,ok
1691,Hostel: Part II,2007,/4vypgqZRaVpeMDyjqCJSUNKSAeU.jpg,/qB20aiY8Ah3pQikkBxm3j7jQVc8.jpg,0,ok
1693,Monster Man,2003,/xMCJGFHu6b1jow2rrVB2IOiWMIl.jpg,/iFCta7mFC7aVTPMA3opH8Vq62Pn.jpg,0,ok
1694,Re-Animator,1985,/1hY6AUl92cL9GdZx031UWFiGETt.jpg,/7FYhY70LTumoFfQgTI8TK0UDdsF.jpg,0,ok
1696,The Devil's Rejects,2005,/jh7DntVbhrNS4JkeEQW6QxcPWim.jpg,/drZz4AuI7trq6BxlH9Xa4v4O0Pb.jpg,0,ok
1702,Death Machine,1994,/AsxeVBAsKSgqzfHhomfARCCsIa8.jpg,/vmDaabHFO4NvrEc6kT8aRMv9Rve.jpg,0,ok
1730,Inland Empire,2006,/s5f0FbVAABEnJYKaApWORTxhiFC.jpg,/s5f0FbVAABEnJYKaApWORTxhiFC.jpg,1,ok
1813,The Devil's Advocate,1997,/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,1,ok
1842,The Legend of Boggy Creek,1972,/pabw9hEV93OEDtXaHGWNunX2j4W.jpg,/ewSgkgvwNboYlSZq3iHC1YkbCK1.jpg,0,ok
1872,Rise: Blood Hunter,2007,/h4QNqFITPXjRrWGELtbifg34T1V.jpg,/h4QNqFITPXjRrWGELtbifg34T1V.jpg,1,ok
1877,Doctor Mordrid,1992,/bCNw17uSt8S8aD3yMo6idduIjpF.jpg,/zH9TkMZHSVRokg6vyyeLdu5SJxf.jpg,0,ok
1923,Twin Peaks: Fire Walk with Me,1992,/mxsGXqetGnirf99qapYd5MMY1VL.jpg,/mxsGXqetGnirf99qapYd5MMY1VL.jpg,1,ok
1933,The Others,2001,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,1,ok
1946,eXistenZ,1999,/kETKF0JhdTPn1knci8CAdYL0d79.jpg,/kETKF0JhdTPn1knci8CAdYL0d79.jpg,1,ok
1961,My Name Is Bruce,2007,/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg,/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg,1,ok
1970,The Grudge,2004,/5AGB8FVELnhMMw3nO372sw1xp58.jpg,/7vPAVPKYexQVmvC578wPLn2CGCL.jpg,0,ok
1975,The Grudge 2,2006,/gzr7ywaU9mUfASN57FYsKRFb4l0.jpg,/oHLeYXqA8P0jVIY2C8kQFyQTzkr.jpg,0,ok
1977,The Grudge 3,2009,/7ANoOtrJKtivZmxao0m2rC5Pm9i.jpg,/uEOWWRr8BbgPM0BiJiSTwHGaRx4.jpg,0,ok
1992,Planet Terror,2007,/30ANoUgvqQZ9tgCnM6OyJZUveaf.jpg,/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg,0,ok
1994,The Most Dangerous Game,1932,/3aNlOIFlGOnIzxqvAWpgm5Sly1H.jpg,/3aNlOIFlGOnIzxqvAWpgm5Sly1H.jpg,1,ok
2046,The Gift,2000,/nQdBE1P0r4ZrgGqy5EX8sL2kXG6.jpg,/nQdBE1P0r4ZrgGqy5EX8sL2kXG6.jpg,1,ok
2082,Halloween,2007,/6gqqvlqQnHzOPhi1UvT6OPdunwB.jpg,/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,0,ok
2138,Berlin Snuff,1995,/uq1Fo6HvGiHOL8C3ZjOzKljSZxO.jpg,/dLR8Cz5KFrAo33uzVaj9wjHU3TF.jpg,0,ok
2151,Man with the Screaming Brain,2005,/xwf87aBY3obV50TSD66eoSq9PXw.jpg,/uWmtvO8DTFnD62br6cAJ3ZX76jz.jpg,0,ok
2154,The Dark Side of The Moon,1990,/etnsPUDbgbMGna2hiuRvHDx0xyz.jpg,/etnsPUDbgbMGna2hiuRvHDx0xyz.jpg,1,ok
2182,Attack of the Killer Tomatoes!,1978,/cpQFOXpi5OlUnX6g3hLIoe6L7MC.jpg,/flCZ7TcuFsT8K5pz6vDZ0Gjk7Nu.jpg,0,ok
2186,Within the Woods,1978,/7GbiPMIn0VT00n8MpF9ZpBBVBDs.jpg,/zHCOOSmfNLu3spzPMoEbc3yjEH.jpg,0,ok
2199,My Mom's a Werewolf,1989,/7Wu3uPNbmmaAsZI1CFK6PY87XGN.jpg,/7Wu3uPNbmmaAsZI1CFK6PY87XGN.jpg,1,ok
2212,Nightwatch,1997,/2ueCI9QX9AGa4SzJgrvK1fONCa5.jpg,/va6AEeuzB98q9jmzoOpEcBPAYq0.jpg,0,ok
2291,Jacob's Ladder,1990,/4GY4FsM0ZOtbSTeMpY0g4WkEuBW.jpg,/ufLcHIi1aXjjH8MediAMvnwDsVI.jpg,0,ok
2637,The Mothman Prophecies,2002,/z2PiOTyjbCOnMHY2QJdq3I4jU44.jpg,/z2PiOTyjbCOnMHY2QJdq3I4jU44.jpg,1,ok
2654,In the Mouth of Madness,1995,/tvGoySYpR0ZBXeqsS7nT9peFsrn.jpg,/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,0,ok
2655,What Lies Beneath,2000,/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,1,ok
2662,House of 1000 Corpses,2003,/afISpRBO81uaLy5hrMHqyof6C1J.jpg,/29c2qgXmSREosLBevOILEuMWzQC.jpg,0,ok
2667,The Blair Witch Project,1999,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,1,ok
2668,Sleepy Hollow,1999,/660DFxWpSfZ1d1PruZ6Nd9vKXNE.jpg,/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg,0,ok
2969,A Daughter Of Destiny,1928,/iiyGr1iO8DEDEOlFKCImUSnqYR6.jpg,/x8AXrCFJ0BSTMx7tNy4ecu7xEvd.jpg,0,ok
2970,Alraune,1930,/lHTglu6doHISI6aRAAy2pN8nlmo.jpg,/lHTglu6doHISI6aRAAy2pN8nlmo.jpg,1,ok
2972,The Golem: How He Came into the World,1920,/6fPxDfQii5xD9XPsH1SAZxbkSkx.jpg,/7zdqM0MgZBfy3tuJdNO4cWAGBtj.jpg,0,ok
2974,The Hands of Orlac,1924,/40WWy1SSx8rh1r4mn1MNpCKIteF.jpg,/40WWy1SSx8rh1r4mn1MNpCKIteF.jpg,1,ok
2992,Appetite,1998,/jkXx2LHwpbmLyurhzA3AsMs1Pth.jpg,/jkXx2LHwpbmLyurhzA3AsMs1Pth.jpg,1,ok
3015,The Head of Janus,1920,/QomFFEz7FN5plcSmEhAGT2OdGL.jpg,/QomFFEz7FN5plcSmEhAGT2OdGL.jpg,1,ok
3016,Dr. Jekyll and Mr. Hyde,1920,/u8OL0RbTNzqqB1WmkxroTBXohnv.jpg,/u8OL0RbTNzqqB1WmkxroTBXohnv.jpg,1,ok
3017,Dr. Jekyll and Mr. Hyde,1920,/5Hw6imY9cCLX6jaoMtstZbHnHhw.jpg,/5Hw6imY9cCLX6jaoMtstZbHnHhw.jpg,1,ok
3019,Dr. Jekyll and Mr. Hyde,1931,/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg,/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg,1,ok
3021,1408,2007,/yE9MCW7ZNxSw5SC1TMqm51pMBIV.jpg,/yE9MCW7ZNxSw5SC1TMqm51pMBIV.jpg,1,ok
3022,Dr. Jekyll and Mr. Hyde,1941,/2GDdW84XSX3BYMJ9tmnFkZOGJyB.jpg,/2GDdW84XSX3BYMJ9tmnFkZOGJyB.jpg,1,ok
3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,/spZzSuujqiYHMK5pIvJOS5LDYD0.jpg,/bRsn8H6X5bxX1YXu9hHIExSSwHa.jpg,0,ok
3025,The Two Faces of Dr. Jekyll,1960,/sPhV0P8L1stGYLWtnQOAYYv031q.jpg,/sPhV0P8L1stGYLWtnQOAYYv031q.jpg,1,ok
3027,Dr. Jekyll and Mr. Hyde,1973,/wuu2eV3CgACXGgQ1aM199rROOny.jpg,/wuu2eV3CgACXGgQ1aM199rROOny.jpg,1,ok
3028,Jekyll and Hyde... Together Again,1982,/k1PkapN7CByX5u443rtiYc9LL8J.jpg,/o3CTFJuHGEBE9UzyXjGX6Vy74aC.jpg,0,ok
3031,Island of Lost Souls,1932,/g7K7r1FojQC52YHxfmuXgwYBq5Q.jpg,/g7K7r1FojQC52YHxfmuXgwYBq5Q.jpg,1,ok
3035,Frankenstein,1931,/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,1,ok
3036,Mary Shelley's Frankenstein,1994,/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,1,ok
3042,Frankenstein,1993,/osjlYkk2dIJvbOHTwghboKWfl8k.jpg,/osjlYkk2dIJvbOHTwghboKWfl8k.jpg,1,ok
3043,Flesh for Frankenstein,1973,/1orJbrFq7mxyzYbZ1AmRfDhCHvi.jpg,/9GRNVP3Vny8WRafI1bwsrsf2BC0.jpg,0,ok
3051,Eye of the Devil,1966,/havJV6WzEJP7fncpFP28QcvHT5T.jpg,/14gehKJzoyoFWMqzCKDt5mHQXZs.jpg,0,ok
3053,The Fearless Vampire Killers,1967,/iH8Ohx97F2eIagrJGzCEraO93MN.jpg,/oexVZ419LUVBiZnBYgDfnUS1Ufv.jpg,0,ok
3056,Frankenstein,2004,/gmeccZOjv2l12NM7dTjHXTYHaC4.jpg,/gmeccZOjv2l12NM7dTjHXTYHaC4.jpg,1,ok
3067,Frankenstein,1984,/bgXZtnbXkDFkwRlunrYZy3kSomX.jpg,/bgXZtnbXkDFkwRlunrYZy3kSomX.jpg,1,ok
3068,Frankenstein,1973,/6aGzET8iM6PLaq5T1NPjmPvGWf7.jpg,/6aGzET8iM6PLaq5T1NPjmPvGWf7.jpg,1,ok
3069,Frankenstein Reborn,2005,/7CLGMQv9mA2TP97ObeAkMMo2i5U.jpg,/7CLGMQv9mA2TP97ObeAkMMo2i5U.jpg,1,ok
3072,Frankenstein Unbound,1990,/rMkdj4ZtTTZ6Zgu8ZttrW0QpMnT.jpg,/r5l1RDSOShMrUmRtiADxrq3ig00.jpg,0,ok
3073,Bud Abbott and Lou Costello Meet Frankenstein,1948,/ectRcq1y6EAmz2i72SCRHI6qUK2.jpg,/tCMtyjL7aFRalXBDkHKz1bMVRHm.jpg,0,ok
3074,The Ghost of Frankenstein,1942,/aGKJ2kjNXHCLyWKMx3b8D5kKCag.jpg,/aGKJ2kjNXHCLyWKMx3b8D5kKCag.jpg,1,ok
3075,Frankenstein Must Be Destroyed,1969,/rLCCdYBhCm4ATkupOTf4yRbFgm6.jpg,/rLCCdYBhCm4ATkupOTf4yRbFgm6.jpg,1,ok
3076,Frankenstein Meets the Wolf Man,1943,/eitxewmvmZXY7qoKpiVhdaFmwMz.jpg,/eitxewmvmZXY7qoKpiVhdaFmwMz.jpg,1,ok
3077,Son of Frankenstein,1939,/oefhX4T3iWo2XFvaOunR7azWAo3.jpg,/oefhX4T3iWo2XFvaOunR7azWAo3.jpg,1,ok
3079,The Curse of Frankenstein,1957,/r9PDkqKhzdo54aqnOL88wUJY49B.jpg,/r9PDkqKhzdo54aqnOL88wUJY49B.jpg,1,ok
3103,House of Frankenstein,1944,/9HPcPasdgxjlSMlnyzIWrnGodOz.jpg,/9HPcPasdgxjlSMlnyzIWrnGodOz.jpg,1,ok
3104,Frankenstein Created Woman,1967,/1gT7sSKIITCchwCQopAuvxUctDU.jpg,/1gT7sSKIITCchwCQopAuvxUctDU.jpg,1,ok
3105,Frankenstein: The True Story,1974,/jcUTPqBzWneiLjMy4AZIeLaFWsg.jpg,/d9ZrCrFiIcZzc2AtLItAhWFsFnY.jpg,0,ok
3117,Frankenstein and the Monster from Hell,1974,/pX5nLWXkxDGGMVAGflweRCKWbtQ.jpg,/lKcAIHSOHquRgit3F59Z81vdMdl.jpg,0,ok
3124,The Evil of Frankenstein,1964,/2lrrmS0G1rc6dXk3vWTJnTl3jeL.jpg,/yJBzyHZ6m9fOisiAtrtUjNidZ1k.jpg,0,ok
3125,Dracula vs. Frankenstein,1971,/FT4m9RyaF5ykFOMOIkML6IEe5L.jpg,/okBup7vZhKPat0mO6SQ1HdLP0YZ.jpg,0,ok
3127,The Revenge of Frankenstein,1958,/iJOBQMX4SaOVfXeXUbi3T3Llb0T.jpg,/3SKLAELeQFislTtdXF9r1aVp4a7.jpg,0,ok
3145,The Horror of Frankenstein,1970,/3QDj1RpLm07jnae4VqYv5smYyD.jpg,/8lFv0ABZqINbHijXjCc41AmrRlm.jpg,0,ok
3147,The Frankenstein Files: How Hollywood Made a Monster,1999,/bHt8qrf8rHh6NY27l0qqFGg134y.jpg,/bHt8qrf8rHh6NY27l0qqFGg134y.jpg,1,ok
3149,Jesse James Meets Frankenstein's Daughter,1966,/v4CQ0oP2ISRReZABJNcVWrvetCY.jpg,/v4CQ0oP2ISRReZABJNcVWrvetCY.jpg,1,ok
3151,Frankenstein General Hospital,1988,/gvopdkco8QM7izr67tXGNjerraP.jpg,/fJLMpeI0j9SI6OA8j1ak6gUhzrH.jpg,0,ok
3152,Big Monster on Campus,2000,/4Pnsi9DX4zOdV0Sqj87yYyctrYm.jpg,/4Pnsi9DX4zOdV0Sqj87yYyctrYm.jpg,1,ok
3162,Blackenstein,1973,/qUDG9xyeogKzGa2QZu8zRNtu6sH.jpg,/qUDG9xyeogKzGa2QZu8zRNtu6sH.jpg,1,ok
3164,Frankenstein 1970,1958,/pblxHVBjN7JJ5lz3Rdl3cjCvChp.jpg,/pblxHVBjN7JJ5lz3Rdl3cjCvChp.jpg,1,ok
3165,Frankenstein Island,1981,/i8B274ERmKfqivJADdjBNBtBfDk.jpg,/cyQ9LrACK0ynI73ZyvW1XVEAIut.jpg,0,ok
3166,Frankenstein Meets the Space Monster,1965,/39IPy2fSNn9NuzMn9kjT4uKhPHY.jpg,/aJO5PMnntvWKUazEf3gF9ObFxXZ.jpg,0,ok
3201,The Vindicator,1986,/vgdqGHVBYQJX9QDuWjmrwbB54T1.jpg,/vgdqGHVBYQJX9QDuWjmrwbB54T1.jpg,1,ok
3202,Terror of Frankenstein,1977,/dLin9xOyRXbyq8JONf5G2sh4SMy.jpg,/dLin9xOyRXbyq8JONf5G2sh4SMy.jpg,1,ok
3203,Tales of Frankenstein,1958,/xcQG5OInE0EIM7uaie2PLei4g3T.jpg,/xcQG5OInE0EIM7uaie2PLei4g3T.jpg,1,ok
3204,She's Alive! Creating the Bride of Frankenstein,1999,/2sCyNYuFRVmgKGnPasZYWLKOSEb.jpg,/2sCyNYuFRVmgKGnPasZYWLKOSEb.jpg,1,ok
3206,Frankenstein vs. the Creature from Blood Cove,2005,/1dmkSGQN8Y6Z3R9uAgHSLlhF3PZ.jpg,/a33KPtLpggqSzVUDp5ynYUKSZmW.jpg,0,ok
3208,I Was a Teenage Frankenstein,1957,/774BZxuARyzuNK9P75drxuPLmOB.jpg,/e0of82kLWVMRMwb1X77FgF6srJ.jpg,0,ok
3209,No Telling,1991,/xsC9C3xJ9LDVDub6abOz83DeJa8.jpg,/xsC9C3xJ9LDVDub6abOz83DeJa8.jpg,1,ok
3210,The Projected Man,1966,/61thpIZL06dQig8uZZtPQuIEeNe.jpg,/yX69WGtHobpiYIitXR3o0ZLSZ3d.jpg,0,ok
3217,Monster Mash: The Movie,1995,/eZASPeHvmMxV6WmvoOZURSLYo6E.jpg,/eZASPeHvmMxV6WmvoOZURSLYo6E.jpg,1,ok
3218,Mistress Frankenstein,2000,/qnaNojSXnHpyrbcK1x4uzxDYzQD.jpg,/eNtmsACDb4iV0TMSl63bMzd9sw3.jpg,0,ok
