id,title,original_title,year,current_stem,current_overlap,current_fuzzy,best_stem,best_file_path,best_overlap,best_fuzzy,gain_overlap,gain_fuzzy,n_variants,propose,reason
308421,Somebody's There,Somebody's There,2013,308421.jpg,0.0,0.2062,7jV3PYF3sQ2CVRDsIlpUdtNsUUg,posters_multi/308421/7jV3PYF3sQ2CVRDsIlpUdtNsUUg.jpg,0.0,0.2062,0.0,0.0,1,0,no
309063,The Ouija Experiment 2: Theatre of Death,The Ouija Experiment 2: Theatre of Death,2015,309063.jpg,0.1667,0.3947,oqOvK0nyUCA32qp4xsNONzgMKkR,posters_multi/309063/oqOvK0nyUCA32qp4xsNONzgMKkR.jpg,0.8333,0.725,0.6666,0.3303,3,1,overlap_gain
321768,Captive,Captive,2014,321768.jpg,0.0,0.1622,Amqdt4zL6wt5StJNxR4blfyMFu8,posters_multi/321768/Amqdt4zL6wt5StJNxR4blfyMFu8.jpg,1.0,0.026,1.0,-0.1362,2,1,overlap_gain
322858,The Third Sex,The Third Sex,1934,322858.jpg,0.0,0.2581,snzSFKPWUMFONxYbhivnDkEXnIO,posters_multi/322858/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.0,0.2581,0.0,0.0,1,0,no
328939,Cheerleader Camp 2 the Death,Cheerleader Camp 2 the Death,2023,328939.jpg,0.0,0.3182,sbrOnyatrFN11VO0EDWtsbYakni,posters_multi/328939/sbrOnyatrFN11VO0EDWtsbYakni.jpg,1.0,1.0,1.0,0.6818,5,1,overlap_gain
332689,Playing with Dolls,Playing with Dolls,2015,332689.jpg,0.0,0.1935,c2dgNpCRWc1zlgltuvqjyOuiJfY,posters_multi/332689/c2dgNpCRWc1zlgltuvqjyOuiJfY.jpg,1.0,1.0,1.0,0.8065,5,1,overlap_gain
336107,Meat the Jones,Meat the Jones,,336107.jpg,0.3333,0.5,rOVg9nIwjwcfNqEdGrfN331D8XT,posters_multi/336107/rOVg9nIwjwcfNqEdGrfN331D8XT.jpg,0.3333,0.5,0.0,0.0,2,0,no
347438,Kamara Kattu,கமரகட்டு,2015,347438.jpg,0.0,0.027,jOrmemeTahRUISXsif2eq4LJUAB,posters_multi/347438/jOrmemeTahRUISXsif2eq4LJUAB.jpg,0.0,0.0087,0.0,-0.0183,1,0,no
347855,Curtain,Curtain,2015,347855.jpg,0.0,0.1739,qVoBlKoBg4xfnBP6lIuozzQPAsi,posters_multi/347855/qVoBlKoBg4xfnBP6lIuozzQPAsi.jpg,0.0,0.1739,0.0,0.0,1,0,no
354386,Turnover,夜籃人靜,2014,354386.jpg,0.0,0.1538,yioVDzmwml47SVywSjUZRlpElt4,posters_multi/354386/yioVDzmwml47SVywSjUZRlpElt4.jpg,0.0,0.1633,0.0,0.0095,1,0,no
359056,Primordial,Primordial,2015,359056.jpg,0.0,0.2069,2QKQUDFtL50Cj9IwUu6HnPr7NAU,posters_multi/359056/2QKQUDFtL50Cj9IwUu6HnPr7NAU.jpg,0.0,0.9524,0.0,0.7455,4,0,no
362807,Paranoid,Paranoid,,362807.jpg,0.0,0.3077,cM7MXLsK2wCBPOaS0Kx4lGF3GwO,posters_multi/362807/cM7MXLsK2wCBPOaS0Kx4lGF3GwO.jpg,0.0,0.3077,0.0,0.0,1,0,no
366071,Enchiridion,Enchiridion,2012,366071.jpg,0.0,0.2,g4vuzLgXCsQkv81NSuIZGtj3msf,posters_multi/366071/g4vuzLgXCsQkv81NSuIZGtj3msf.jpg,0.0,0.2,0.0,0.0,1,0,no
373027,Geheimnisvolle Freundinnen,Geheimnisvolle Freundinnen,2003,373027.jpg,0.0,0.2529,fRSAhijgMYl8xnYgfEuvkVicVx2,posters_multi/373027/fRSAhijgMYl8xnYgfEuvkVicVx2.jpg,1.0,0.3268,1.0,0.0739,1,1,overlap_gain
379100,M is for Merry Christmas,M is for Merry Christmas,2013,379100.jpg,0.0,0.1626,2UyzD2h6buxQeYGcmOZS1RfyXFS,posters_multi/379100/2UyzD2h6buxQeYGcmOZS1RfyXFS.jpg,0.0,0.1449,0.0,-0.0177,2,0,no
382052,Not Alone,Not Alone,2015,382052.jpg,0.0,0.3333,6WJGrYga0zshLeu5QkZ5r4EJadm,posters_multi/382052/6WJGrYga0zshLeu5QkZ5r4EJadm.jpg,0.0,0.3333,0.0,0.0,2,0,no
385378,Gemini,Gemini,2014,385378.jpg,0.0,0.0962,7evAzh0JTESI6xlvXx4LW1kimwt,posters_multi/385378/7evAzh0JTESI6xlvXx4LW1kimwt.jpg,0.0,0.1176,0.0,0.0214,2,0,no
392051,The Damned Thing,The Damned Thing,2014,392051.jpg,0.0,0.2963,vbvnKjnH4uDvYcnhe9yb6BOnAXd,posters_multi/392051/vbvnKjnH4uDvYcnhe9yb6BOnAXd.jpg,1.0,1.0,1.0,0.7037,2,1,overlap_gain
398656,Possessed,Possessed,2013,398656.jpg,0.0,0.1102,yPE1T5O4COQ9nN2iHVLsPctzYqf,posters_multi/398656/yPE1T5O4COQ9nN2iHVLsPctzYqf.jpg,0.0,0.068,0.0,-0.0422,1,0,no
404206,The Music of Jo Hyeja,The Music of Jo Hyeja,2012,404206.jpg,0.0,0.2609,1aL2kLtwpFHN59Y5jtE3Yn4gT7D,posters_multi/404206/1aL2kLtwpFHN59Y5jtE3Yn4gT7D.jpg,0.0,0.2609,0.0,0.0,1,0,no
404713,Downhill,Downhill,2016,404713.jpg,0.0,0.1562,mhEzwO6HbYwifOoqe5NUIx2YmAT,posters_multi/404713/mhEzwO6HbYwifOoqe5NUIx2YmAT.jpg,1.0,0.1553,1.0,-0.0009,1,1,overlap_gain
406582,Delirium,Delirium,2015,406582.jpg,0.0,0.1538,pTRhNMh7ndYFVfG4Qhjqgu7WDqb,posters_multi/406582/pTRhNMh7ndYFVfG4Qhjqgu7WDqb.jpg,0.0,0.1538,0.0,0.0,1,0,no
410464,Wild Things,Les petites sauvages,1982,410464.jpg,0.0,0.1923,5H9I7AXKoUTiK3IADV1R83cRqrh,posters_multi/410464/5H9I7AXKoUTiK3IADV1R83cRqrh.jpg,0.0,0.1942,0.0,0.0019,1,0,no
412471,Dark Silence,Dark Silence,2016,412471.jpg,0.0,0.2466,pnZDyaoo9OSm2tAHMqf03z9YNWz,posters_multi/412471/pnZDyaoo9OSm2tAHMqf03z9YNWz.jpg,1.0,1.0,1.0,0.7534,4,1,overlap_gain
412998,Mo,மோ,2016,412998.jpg,0.0,0.0,cY71cdcxk3GWIFrRDnEkUt9ysX6,posters_multi/412998/cY71cdcxk3GWIFrRDnEkUt9ysX6.jpg,0.0,0.0,0.0,0.0,1,0,no
415852,Blood Church,Blood Church,1992,415852.jpg,0.0,0.2667,luXFqlhYSqsF7nihfEd3Uw4olf7,posters_multi/415852/luXFqlhYSqsF7nihfEd3Uw4olf7.jpg,0.0,0.2667,0.0,0.0,5,0,no
417180,Vacant House,Vacant House,2016,417180.jpg,0.0,0.2642,jNwRbjsHBDDaYqUOqYUMogRx86R,posters_multi/417180/jNwRbjsHBDDaYqUOqYUMogRx86R.jpg,1.0,0.5946,1.0,0.3304,2,1,overlap_gain
419018,Pearlies,Pearlies,2016,419018.jpg,0.0,0.0,4yjDIsPfyCmCgErrl4fn9RnJz9u,posters_multi/419018/4yjDIsPfyCmCgErrl4fn9RnJz9u.jpg,0.0,0.0,0.0,0.0,1,0,no
421490,Tall Men,Tall Men,2016,421490.jpg,0.0,0.0,mC7FhsDmkPvCyIBX2FHXDTBlS8R,posters_multi/421490/mC7FhsDmkPvCyIBX2FHXDTBlS8R.jpg,1.0,1.0,1.0,1.0,5,1,overlap_gain
424078,Spirits,Spirits,2014,424078.jpg,0.0,0.1449,22aTJitI74odsnxVr9uIsuuA55V,posters_multi/424078/22aTJitI74odsnxVr9uIsuuA55V.jpg,0.0,0.1449,0.0,0.0,1,0,no
459220,Shockwave,Shockwave,2016,459220.jpg,0.0,0.0816,csqybkX4q5PcJTkkjmsUpWCdiYU,posters_multi/459220/csqybkX4q5PcJTkkjmsUpWCdiYU.jpg,0.0,0.0952,0.0,0.0136,1,0,no
461724,The Spirits of Jupiter,The Spirits of Jupiter,1984,461724.jpg,0.0,0.2295,tViJzQsFKI1X296wq7PzJzOcXOh,posters_multi/461724/tViJzQsFKI1X296wq7PzJzOcXOh.jpg,1.0,0.0474,1.0,-0.1821,3,1,overlap_gain
465177,Meltdown,Meltdown,2014,465177.jpg,0.0,0.1622,nLhdYJBGmNzS3FpaH5m5M4R2hsq,posters_multi/465177/nLhdYJBGmNzS3FpaH5m5M4R2hsq.jpg,0.0,1.0,0.0,0.8378,3,0,no
466677,Dead South,Dead South,2017,466677.jpg,0.0,0.1667,vHnmv1bA0pv7igjlcXJhYMLtEWD,posters_multi/466677/vHnmv1bA0pv7igjlcXJhYMLtEWD.jpg,0.0,0.3,0.0,0.1333,2,0,no
477115,Rasathi Varum Naal,ராசாத்தி வரும் நாள்,1991,477115.jpg,0.0,0.1867,5Sfaq4pa2KjUZUXg5Fk4h7TFAjX,posters_multi/477115/5Sfaq4pa2KjUZUXg5Fk4h7TFAjX.jpg,0.0,0.1867,0.0,0.0,1,0,no
477576,DeadThirsty,DeadThirsty,2017,477576.jpg,0.0,0.2712,5IvHHunMpvMCLhtUB2nrB6XuVru,posters_multi/477576/5IvHHunMpvMCLhtUB2nrB6XuVru.jpg,1.0,0.3284,1.0,0.0572,5,1,overlap_gain
486684,Aux,Aux,2018,486684.jpg,0.0,0.1081,6jPaPjzgbSUwfkyJKV4SpzWMJWH,posters_multi/486684/6jPaPjzgbSUwfkyJKV4SpzWMJWH.jpg,0.0,0.1081,0.0,0.0,5,0,no
489454,The Devil's Warehouse,The Devil's Warehouse,2016,489454.jpg,0.3333,0.1978,3z647nj8eUPBRpNZaBvy6W3cJCF,posters_multi/489454/3z647nj8eUPBRpNZaBvy6W3cJCF.jpg,0.3333,0.2045,0.0,0.0067,1,0,no
492535,Darkness Wakes,Darkness Wakes,2017,492535.jpg,0.0,0.186,ASqBv56EQBndrW1xW9jLT6bQdU,posters_multi/492535/ASqBv56EQBndrW1xW9jLT6bQdU.jpg,1.0,1.0,1.0,0.814,5,1,overlap_gain
495015,Post Human: An Event,Post Human: An Event,2017,495015.jpg,0.0,0.44,oPTUY2akVcjNx9HSyuPPOmKhSTq,posters_multi/495015/oPTUY2akVcjNx9HSyuPPOmKhSTq.jpg,0.0,0.48,0.0,0.04,3,0,no
496586,The Call Girls,The Call Girls,2017,496586.jpg,0.0,0.1,wwxySfIEL0TzNMFXuWCvzM559W5,posters_multi/496586/wwxySfIEL0TzNMFXuWCvzM559W5.jpg,0.0,0.2069,0.0,0.1069,1,0,no
502613,M Is for Manure,M Is for Manure,2013,502613.jpg,0.0,0.2778,xJvx567uXfSpLsRfb3Yhtuueh5V,posters_multi/502613/xJvx567uXfSpLsRfb3Yhtuueh5V.jpg,0.0,0.3243,0.0,0.0465,2,0,no
526144,Prisoners of the Dead,Prisoners of the Dead,2011,526144.jpg,0.25,0.2449,3loFRaNrsrvBSaVICYpbtXJd4GB,posters_multi/526144/3loFRaNrsrvBSaVICYpbtXJd4GB.jpg,0.25,0.2449,0.0,0.0,1,0,no
527782,Mushroom,Ki-No-Ko,2001,527782.jpg,0.0,0.1935,gyueC9h9dkPCmSu5uI9JUcqyrMR,posters_multi/527782/gyueC9h9dkPCmSu5uI9JUcqyrMR.jpg,0.0,0.2,0.0,0.0065,1,0,no
529744,Princess: Voices from Hell,Princess: Voices from Hell,2017,529744.jpg,0.0,0.1587,7i43LjzlVLNW5K4bqYelNFQrbrf,posters_multi/529744/7i43LjzlVLNW5K4bqYelNFQrbrf.jpg,1.0,0.5057,1.0,0.347,3,1,overlap_gain
531393,Reindeer Games,Reindeer Games,1996,531393.jpg,0.0,0.1527,39owLICTyBVgXqwkruapLT6tStr,posters_multi/531393/39owLICTyBVgXqwkruapLT6tStr.jpg,0.0,0.1471,0.0,-0.0056,1,0,no
532813,Sublimate,Sublimate,2017,532813.jpg,0.0,0.0092,Ak9hs6yU4QksKPA2RmBAAwjRq0A,posters_multi/532813/Ak9hs6yU4QksKPA2RmBAAwjRq0A.jpg,0.0,0.0175,0.0,0.0083,1,0,no
543901,P.O.E. Pieces of Eldritch (P.O.E. 3),P.O.E. Pieces of Eldritch (P.O.E. 3),2014,543901.jpg,0.3333,0.3019,c098e6tUfrQMFDgBLBpYD5CaC0W,posters_multi/543901/c098e6tUfrQMFDgBLBpYD5CaC0W.jpg,0.6667,0.3471,0.3334,0.0452,2,1,overlap_gain
549646,Diggerz: Black Lung Rises,Diggerz: Black Lung Rises,2019,549646.jpg,0.0,0.1818,nb9UxBTLWXkl41BufCUwWUSk7oH,posters_multi/549646/nb9UxBTLWXkl41BufCUwWUSk7oH.jpg,1.0,0.5246,1.0,0.3428,3,1,overlap_gain
549703,Girls Just Wanna Have Blood,Girls Just Wanna Have Blood,2020,549703.jpg,0.0,0.0084,aaNadgdzHvSxGz4o2IB0AsE12nq,posters_multi/549703/aaNadgdzHvSxGz4o2IB0AsE12nq.jpg,1.0,1.0,1.0,0.9916,3,1,overlap_gain
559928,Heaven's War,Heaven's War,2018,559928.jpg,0.0,0.0918,5styoxyGlxoms3QiSxBW6rhTdvf,posters_multi/559928/5styoxyGlxoms3QiSxBW6rhTdvf.jpg,1.0,1.0,1.0,0.9082,3,1,overlap_gain
560038,The Occultist 2: Demons,The Occultist 2: Demons,2018,560038.jpg,0.0,0.1905,nvUUpeR44SeBmlHURKaKziwf1BC,posters_multi/560038/nvUUpeR44SeBmlHURKaKziwf1BC.jpg,0.0,0.1905,0.0,0.0,1,0,no
561466,Veendum Lisa,വീണ്ടും ലിസ,1987,561466.jpg,0.0,0.25,zbQxMuDTRGAa9ZSMMXAx0jJA6ot,posters_multi/561466/zbQxMuDTRGAa9ZSMMXAx0jJA6ot.jpg,0.0,0.2963,0.0,0.0463,1,0,no
564394,Crypto (Animated Short),Crypto (Animated Short),2018,564394.jpg,0.3333,0.0365,lRdBbwJu6LY5FXP9RdvcNaYyvUU,posters_multi/564394/lRdBbwJu6LY5FXP9RdvcNaYyvUU.jpg,0.3333,0.0,0.0,-0.0365,1,0,no
567331,The Killing House,The Killing House,2018,567331.jpg,0.0,0.098,6R0fGcGwlkU6ujNeWNXStyFLMUy,posters_multi/567331/6R0fGcGwlkU6ujNeWNXStyFLMUy.jpg,1.0,0.6522,1.0,0.5542,2,1,overlap_gain
573966,The Mysterious Uncle Silas,El misterioso tío Silas,1947,573966.jpg,0.0,0.2626,eZUIGvYJElZbbQ8JSUFbBENocws,posters_multi/573966/eZUIGvYJElZbbQ8JSUFbBENocws.jpg,0.0,0.2385,0.0,-0.0241,1,0,no
583525,65th,65th,2019,583525.jpg,0.0,0.0909,aBSAO587RMHsFOUDfYPoniuLJEo,posters_multi/583525/aBSAO587RMHsFOUDfYPoniuLJEo.jpg,0.0,0.1212,0.0,0.0303,3,0,no
595951,Scare BNB,Scare BNB,2019,595951.jpg,0.0,0.0339,1b03sF8mTobgMog1oJkXF8j1gBg,posters_multi/595951/1b03sF8mTobgMog1oJkXF8j1gBg.jpg,0.0,0.0169,0.0,-0.017,1,0,no
601369,The Way She Used to Be,The Way She Used to Be,2018,601369.jpg,0.0,0.2439,biSv8fjb3W5STDT1nR1vnjWwNPy,posters_multi/601369/biSv8fjb3W5STDT1nR1vnjWwNPy.jpg,1.0,0.4146,1.0,0.1707,2,1,overlap_gain
609616,American Freakshow,American Freakshow,2015,609616.jpg,0.0,0.2432,aBQNzx4jr9PraOtglaGR1r8r643,posters_multi/609616/aBQNzx4jr9PraOtglaGR1r8r643.jpg,0.0,0.2432,0.0,0.0,1,0,no
609627,A Few Screws Loose,A Few Screws Loose,2008,609627.jpg,0.0,0.1923,kdgWhdrf1LKyGf0QltoI4IrE1ZJ,posters_multi/609627/kdgWhdrf1LKyGf0QltoI4IrE1ZJ.jpg,0.0,0.1923,0.0,0.0,1,0,no
618128,Scavenger Hunt,Scavenger Hunt,,618128.jpg,0.0,0.0169,fCoG2xrGz4KdxeINmKptoH2CPfJ,posters_multi/618128/fCoG2xrGz4KdxeINmKptoH2CPfJ.jpg,0.0,0.0133,0.0,-0.0036,1,0,no
638544,The Vault,The Vault,2015,638544.jpg,0.0,0.1081,vmonhc4ZU1hvfE3MJcTyYSCCPnv,posters_multi/638544/vmonhc4ZU1hvfE3MJcTyYSCCPnv.jpg,1.0,0.5714,1.0,0.4633,2,1,overlap_gain
651273,The Pulley by Steven Kwang,The Pulley by Steven Kwang,2016,651273.jpg,0.2,0.1224,axzbceDYHR2Yf4Ffhna5h1bnJRt,posters_multi/651273/axzbceDYHR2Yf4Ffhna5h1bnJRt.jpg,0.2,0.1224,0.0,0.0,2,0,no
651448,Darkslide,Darkslide,2016,651448.jpg,0.0,0.0081,oqAdz9Xz4yBtsLyNJL70PtXbEoF,posters_multi/651448/oqAdz9Xz4yBtsLyNJL70PtXbEoF.jpg,1.0,0.24,1.0,0.2319,2,1,overlap_gain
657343,The Evil Inside Me,The Evil Inside Me,1993,657343.jpg,0.0,0.1739,l3brxESYVpBM0i8QbvmkrDwwX6J,posters_multi/657343/l3brxESYVpBM0i8QbvmkrDwwX6J.jpg,0.0,0.2667,0.0,0.0928,1,0,no
663240,America the Violent,America the Violent,1996,663240.jpg,0.3333,0.2353,sYwCpwKIlMPIZsUoCuQXH5yOgsn,posters_multi/663240/sYwCpwKIlMPIZsUoCuQXH5yOgsn.jpg,0.3333,0.2326,0.0,-0.0027,1,0,no
664168,Fat Ass Zombies,Fat Ass Zombies,2020,664168.jpg,0.0,0.4,btrers8SNujMJhxjLvjh7AJpN3T,posters_multi/664168/btrers8SNujMJhxjLvjh7AJpN3T.jpg,1.0,0.5417,1.0,0.1417,5,1,overlap_gain
678697,Ghosts Who Love Too Much,Los fantasmas que aman demasiado,1987,678697.jpg,0.0,0.2381,kh869R9LSbjqeMTnNyeMlprJjtz,posters_multi/678697/kh869R9LSbjqeMTnNyeMlprJjtz.jpg,0.0,0.2353,0.0,-0.0028,1,0,no
682779,They Are Here: The Real World of the Poltergeists,They Are Here: The Real World of the Poltergeists,2007,682779.jpg,0.25,0.3038,u1pj7A4GRMfWbdbkKYJNkjUKe8c,posters_multi/682779/u1pj7A4GRMfWbdbkKYJNkjUKe8c.jpg,0.25,0.3038,0.0,0.0,1,0,no
705912,Bottled Vulva: High School Girl Yuriko,瓶詰女陰～女子高生・ゆり子～,1998,705912.jpg,0.0,0.2222,xRARFRFPdYAr0Gi74p63XM8iRxe,posters_multi/705912/xRARFRFPdYAr0Gi74p63XM8iRxe.jpg,0.0,0.2105,0.0,-0.0117,1,0,no
708706,Feed Your Head! Lose Your Head!,Feed Your Head! Lose Your Head!,2020,708706.jpg,0.0,0.0,3OQ7PgAkum1AxqZfLjjhbvSVDas,posters_multi/708706/3OQ7PgAkum1AxqZfLjjhbvSVDas.jpg,0.0,0.0,0.0,0.0,1,0,no
709903,Kinder der Nacht 2,Kinder der Nacht 2,2002,709903.jpg,0.0,0.2963,6KUFFnC1jY6HGgSulf9Oey8c6iQ,posters_multi/709903/6KUFFnC1jY6HGgSulf9Oey8c6iQ.jpg,0.0,0.2963,0.0,0.0,1,0,no
719829,Dark:30,Dark:30,1993,719829.jpg,0.0,0.0571,3Ojqjn3moQPKbqwXMyTAPS5tmxB,posters_multi/719829/3Ojqjn3moQPKbqwXMyTAPS5tmxB.jpg,0.0,0.0577,0.0,0.0006,2,0,no
721952,Homecoming Massacre,Homecoming Massacre,2020,721952.jpg,0.0,0.0075,by2SdzVBHWlBXkRLIuDkQNdOLWY,posters_multi/721952/by2SdzVBHWlBXkRLIuDkQNdOLWY.jpg,1.0,1.0,1.0,0.9925,3,1,overlap_gain
724492,Blood Tales,Blood Tales,2020,724492.jpg,0.0,0.0952,caendMq5RpkoxJ81jNhGPogz7bd,posters_multi/724492/caendMq5RpkoxJ81jNhGPogz7bd.jpg,0.0,0.1524,0.0,0.0572,1,0,no
725842,Старуха 2,Старуха 2,,725842.jpg,0.0,0.0,aFUssdPtU1BNWammo8bf1RSUBr9,posters_multi/725842/aFUssdPtU1BNWammo8bf1RSUBr9.jpg,0.0,0.0,0.0,0.0,1,0,no
726741,The Tree Bark Romance,The Tree Bark Romance,2020,726741.jpg,0.0,0.112,xAjxlou0qVl0PvwfUBLLXmiCoBc,posters_multi/726741/xAjxlou0qVl0PvwfUBLLXmiCoBc.jpg,0.0,0.112,0.0,0.0,1,0,no
729722,Afterward,Afterward,1983,729722.jpg,0.0,0.1129,mNNzzYxcaI1mMsabcQ2H8xCh0Ti,posters_multi/729722/mNNzzYxcaI1mMsabcQ2H8xCh0Ti.jpg,1.0,0.4,1.0,0.2871,3,1,overlap_gain
730407,Bohemian Moon,Bohemian Moon,,730407.jpg,0.0,0.0132,tD3lKQ9lk17uON5WS2hDYuo2ijl,posters_multi/730407/tD3lKQ9lk17uON5WS2hDYuo2ijl.jpg,0.0,0.0054,0.0,-0.0078,1,0,no
731799,The Kiss of Death: Creepy Tales,El beso de la muerte: historias espeluznantes,1991,731799.jpg,0.1429,0.2405,qwFwZhW93sgMQJMQOpHaq1auq6Z,posters_multi/731799/qwFwZhW93sgMQJMQOpHaq1auq6Z.jpg,0.1429,0.2405,0.0,0.0,1,0,no
737885,The Test,The Test,2021,737885.jpg,0.0,0.1379,6z61XlAL1NW7gzalbr7CaTyzihv,posters_multi/737885/6z61XlAL1NW7gzalbr7CaTyzihv.jpg,1.0,1.0,1.0,0.8621,4,1,overlap_gain
744388,Verdict,Verdict,,744388.jpg,0.0,0.12,b6fsNVSNzdAcLbnuVFdX4GVuV9A,posters_multi/744388/b6fsNVSNzdAcLbnuVFdX4GVuV9A.jpg,0.0,0.12,0.0,0.0,1,0,no
746729,The Darkest Sorrows,The Darkest Sorrows,2020,746729.jpg,0.0,0.0,qly1AEg9j9PvnvxBNs776i7g0cN,posters_multi/746729/qly1AEg9j9PvnvxBNs776i7g0cN.jpg,0.0,0.0054,0.0,0.0054,1,0,no
749611,Blood of the Undead: The Final Chapter,Blood of the Undead: The Final Chapter,1987,749611.jpg,0.0,0.3077,x0SspX4nSIetpI2dEBuHa3pwr2L,posters_multi/749611/x0SspX4nSIetpI2dEBuHa3pwr2L.jpg,0.0,0.2973,0.0,-0.0104,2,0,no
753443,Investigation of Indian Cabin Rd,Investigation of Indian Cabin Rd,2015,753443.jpg,0.2,0.5098,aZq00khyL1uZ7aLXhUVwBIFGka2,posters_multi/753443/aZq00khyL1uZ7aLXhUVwBIFGka2.jpg,0.2,0.5098,0.0,0.0,1,0,no
757686,Tupilak,Tupilak,2001,757686.jpg,0.0,0.0885,kf0nFy4A8gbCluX7E99CkRdYmgZ,posters_multi/757686/kf0nFy4A8gbCluX7E99CkRdYmgZ.jpg,0.0,0.0943,0.0,0.0058,1,0,no
757709,M is for Mermaid,M is for Mermaid,,757709.jpg,0.0,0.1667,7EzEoCRIFNVDwpWRt18xVg1sxrm,posters_multi/757709/7EzEoCRIFNVDwpWRt18xVg1sxrm.jpg,0.0,0.28,0.0,0.1133,2,0,no
764813,The Project,The Project,2020,764813.jpg,0.0,0.0057,vwTTOb6vKePXZDk6zeJHx96EPsu,posters_multi/764813/vwTTOb6vKePXZDk6zeJHx96EPsu.jpg,0.0,0.0952,0.0,0.0895,3,0,no
769011,Something Always Happens,Something Always Happens,,769011.jpg,0.0,0.1494,ujE0KqOg5LI3SabsrdU5W6kwQ0p,posters_multi/769011/ujE0KqOg5LI3SabsrdU5W6kwQ0p.jpg,0.0,0.1538,0.0,0.0044,1,0,no
790856,Love's a Killer: Rellik's Revenge,Love's a Killer: Rellik's Revenge,2017,790856.jpg,0.0,0.2066,nPRJTZRargnF6Pw4PEFILHZLQMd,posters_multi/790856/nPRJTZRargnF6Pw4PEFILHZLQMd.jpg,0.0,0.2075,0.0,0.0009,1,0,no
801830,NEIN,NEIN,2021,801830.jpg,0.0,0.0976,1w5g6GafIeqKsPIJFul5wiTkBMo,posters_multi/801830/1w5g6GafIeqKsPIJFul5wiTkBMo.jpg,0.0,0.0976,0.0,0.0,2,0,no
827144,The Corruption of Divine Providence,The Corruption of Divine Providence,2020,827144.jpg,0.2,0.2439,12HnoZek9DWAawyk1rco8Byx2SV,posters_multi/827144/12HnoZek9DWAawyk1rco8Byx2SV.jpg,1.0,1.0,0.8,0.7561,5,1,overlap_gain
853155,Bad Blood,Bad Blood,2021,853155.jpg,0.0,0.0,tEYO75bZZAPCNOmJoSFcJmZQdLQ,posters_multi/853155/tEYO75bZZAPCNOmJoSFcJmZQdLQ.jpg,1.0,0.4324,1.0,0.4324,3,1,overlap_gain
865502,All Catacombs Are Grey,Sve su katakombe sive,2013,865502.jpg,0.0,0.2642,cEvFyCq2YFThAhyIksD7WXu05pv,posters_multi/865502/cEvFyCq2YFThAhyIksD7WXu05pv.jpg,0.0,0.2963,0.0,0.0321,1,0,no
887751,Der Wolf und die 7 Geißlein,Der Wolf und die 7 Geißlein,2021,887751.jpg,0.3333,0.0231,AapMK1JYU6Z2xOREXU6TD0T7Qep,posters_multi/887751/AapMK1JYU6Z2xOREXU6TD0T7Qep.jpg,0.3333,0.0115,0.0,-0.0116,1,0,no
922848,Deadly Doula,Deadly Doula,,922848.jpg,0.0,0.2667,5Q1Nq658LxtTcqRKgDMOixX02WS,posters_multi/922848/5Q1Nq658LxtTcqRKgDMOixX02WS.jpg,1.0,1.0,1.0,0.7333,3,1,overlap_gain
924618,Tardy Terror,Tardy Terror,2021,924618.jpg,0.0,0.1667,pjv2n6OhEr3oewUmVEdjI8t3PkH,posters_multi/924618/pjv2n6OhEr3oewUmVEdjI8t3PkH.jpg,1.0,0.4,1.0,0.2333,3,1,overlap_gain
927771,Guiltless,Guiltless,2022,927771.jpg,0.0,0.1818,1peOEwz3dbXUCEXABJukWykCbpT,posters_multi/927771/1peOEwz3dbXUCEXABJukWykCbpT.jpg,1.0,1.0,1.0,0.8182,4,1,overlap_gain
928529,Kappa no Sanpei: Ghost Operation,河童の三平 妖怪大作戦,1968,928529.jpg,0.0,0.1493,qPCbxlTzlr4nTQSucldwVGzDOmd,posters_multi/928529/qPCbxlTzlr4nTQSucldwVGzDOmd.jpg,0.0,0.1356,0.0,-0.0137,2,0,no
956056,,,,956056.jpg,0.0,0.0,xgcm023crvd1KVP0rIbGYlYa37N,posters_multi/956056/xgcm023crvd1KVP0rIbGYlYa37N.jpg,0.0,0.0,0.0,0.0,1,0,no
956491,Facies,Facies,2022,956491.jpg,0.0,0.0354,2BcYFWo7xw1WVoGAEvbR60jP1ux,posters_multi/956491/2BcYFWo7xw1WVoGAEvbR60jP1ux.jpg,0.0,0.0,0.0,-0.0354,1,0,no
964250,Sheng Goes to Taiwan,周成過台灣,1987,964250.jpg,0.0,0.2667,55Dk0wvloNQEfn9jYTmOBCHKHXA,posters_multi/964250/55Dk0wvloNQEfn9jYTmOBCHKHXA.jpg,0.0,0.1266,0.0,-0.1401,1,0,no
964991,Trapped in the System,Trapped in the System,2022,964991.jpg,0.0,0.1333,g7W3zBk1LBW1KgHs2j07XJJ1tRi,posters_multi/964991/g7W3zBk1LBW1KgHs2j07XJJ1tRi.jpg,0.0,0.1333,0.0,0.0,1,0,no
971152,Shockumentary,Shockumentary,2015,971152.jpg,0.0,0.1798,2Oj16C4N7WWd58qeGs5NO49vIvx,posters_multi/971152/2Oj16C4N7WWd58qeGs5NO49vIvx.jpg,0.0,0.1616,0.0,-0.0182,1,0,no
1012007,Aspiralux,Aspiralux,2002,1012007.jpg,0.0,0.1429,hfBwbxXahRgGe0NBDnlCg1v3QVP,posters_multi/1012007/hfBwbxXahRgGe0NBDnlCg1v3QVP.jpg,0.0,0.1429,0.0,0.0,1,0,no
