id,imdb_id,title,year,tmdb_genres,imdb_genres,titleType,reason
931346,tt17677178,Who Invited Them,2022,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
931510,tt14715444,Bae Wolf,,,"Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
933726,tt14972090,Weredeer,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
938600,tt14544678,Attachment,2022,"Horror, Romance","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
941062,tt2212084,The Doomsloop,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
942161,tt15791176,Baby Doll,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
942890,tt18224610,House of Darkness,2022,"Horror, Thriller","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
957598,tt12617956,Toilet Zombie Baby Strikes Back,,,"Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
968867,tt11166382,The Third Saturday in October Part V,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
972617,tt2619682,La Bamba 2: Hell Is a Drag,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
974926,tt13101714,All Eyes,2022,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
978938,tt19445266,Razzennest,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
980128,tt16899216,The Killing Tree,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
982966,tt8407508,Lefty Lucy,2018,"Drama, Horror","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
983527,tt14348594,Werewolf Cabal,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
986070,tt20916568,The Wrath of Becky,2023,"Action, Horror, Thriller","Action, Comedy, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
987772,tt37157709,Cannibal Roommate,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
991170,tt11067932,id 991170,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
992709,tt5929764,What's Love,,,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
996658,tt12264824,All Jacked Up and Full of Worms,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1001547,tt27489459,Bad Ben: Undead,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1002135,tt15399018,Faded Memories,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1005860,tt28133272,Seeds,2024,"Thriller, Horror, Mystery","Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1008169,tt8830290,Attack of the Killer Chickens: The Movie,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1012298,tt0053384,Startime: Turn of the Screw,1959,"Horror, Thriller, TV Movie","Comedy, Drama, Musical",tvEpisode,imdb_Comedy_not_tmdb_Comedy
1012560,tt2091866,Bloody Wedding,2011,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1014501,tt9557068,Grotesque,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1015872,tt16077616,From Dusk Till Bong,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1016268,tt16305734,Catnado,2024,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1017635,tt22023940,Natasha Nighty's Boudoir of Blood 2,,,"Comedy, Drama, Horror",video,imdb_Comedy_not_tmdb_Comedy
1018416,tt10724432,Slaughter Beach,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1018799,tt0135420,Fight That Ghost,1946,,"Comedy, Horror, Music",movie,imdb_Comedy_not_tmdb_Comedy
1018804,tt0202554,Return of Mandy's Husband,1947,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1019105,tt21950250,id 1019105,,,"Animation, Comedy, Horror",tvSpecial,imdb_Comedy_not_tmdb_Comedy
1019836,tt22042742,Christmas Bloody Christmas,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1020182,tt18938222,The Christmas Tapes,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1021335,tt15599638,id 1021335,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1029038,tt2017492,Deadtime Stories: Grave Secrets,,,"Comedy, Drama, Family",movie,imdb_Comedy_not_tmdb_Comedy
1030149,tt14508766,Holy Shit.... Zombies!,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1031206,tt22179486,Cursed Friends,,,"Comedy, Fantasy, Horror",tvMovie,imdb_Comedy_not_tmdb_Comedy
1031702,tt14998356,KillHer,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1032385,tt15513210,Poppy Loftus,2022,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1033052,tt20853816,The Mean One,2022,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1033636,tt13449566,WJHC AM,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1034673,tt15534562,Bathtub Shark Attack,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1035420,tt1333039,id 1035420,,,"Action, Animation, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1035450,tt9331776,Giantess Attack vs. Mecha Fembot,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1035499,tt3503004,Polk Road: The Homecoming,,,"Comedy, Mystery, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1035583,tt15658626,Here for Blood,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1035641,tt13875040,Sleep. Walk. Kill.,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1036239,tt23337984,Baby Oopsie 3: Burn Baby Burn,2024,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1037841,tt19414026,Retro Freaks,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1037903,tt21855432,Our Trip to Berribrook,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1039233,tt2258751,The Complex,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1039871,tt12829654,id 1039871,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1041905,tt14549752,id 1041905,,,"Comedy, Short",short,imdb_Comedy_not_tmdb_Comedy
1043984,tt28651516,Cocaine Crabs From Outer Space,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1047662,tt4817046,Baobhan Sith,,,"Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1048097,tt9073068,After School Lunch Special,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1048099,tt21603458,Babezilla vs The Zombie Whorde,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1049591,tt23730148,Hellfire Hades Attacks The 1980's,,,"Comedy, Horror, Short",short,imdb_Comedy_not_tmdb_Comedy
1050752,tt23725406,id 1050752,,,"Comedy, Horror, Musical",movie,imdb_Comedy_not_tmdb_Comedy
1051518,tt16194990,#ChadGetsTheAxe,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1051735,tt22028678,Doll Shark,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1054273,tt23648926,id 1054273,,,Comedy,tvMovie,imdb_Comedy_not_tmdb_Comedy
1055510,tt14629808,The Cottage,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1056838,tt22179252,"Mark of the Devil 777: The Moralist, Part 2",,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1058717,tt15479558,Terrifying T-Rex,,,"Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1060351,tt22475156,The Bhen-Jah-Man,,,"Action, Comedy, Drama",movie,imdb_Comedy_not_tmdb_Comedy
1060421,tt24248198,id 1060421,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1062084,tt21727728,id 1062084,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1068952,tt24018636,Haunted Hotties,,,"Comedy, Drama, Horror",video,imdb_Comedy_not_tmdb_Comedy
1071084,tt32166954,Dendam Hantu Latah,,,"Comedy, Horror",tvMovie,imdb_Comedy_not_tmdb_Comedy
1079640,tt13364008,Sophie and the Serial Killers,,,"Comedy, Horror, Musical",movie,imdb_Comedy_not_tmdb_Comedy
1081575,tt26421126,Amityville Turkey Day,2024,Horror,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1084741,tt15309882,Tales of the Inexplicable,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1087388,tt20112746,Sting,2024,"Horror, Thriller","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1091546,tt12813706,It Came Upon a Midnight Clear,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1094293,tt20918100,"Silent Night, Bloody Night 3: Descent",2024,Horror,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1094355,tt16537858,Bloody Nun 3: Last Rites,2023,Horror,"Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1094787,tt21813072,id 1094787,,,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1097971,tt27077697,Hell Toupee,,,"Animation, Comedy, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1098335,tt27036477,Jurassic Shark 3: Seavenge,2024,Horror,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1098988,tt21861486,Scrotum: The Second One,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1100046,tt21358376,Oops! You're A Vampire,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1103117,tt12986726,id 1103117,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1105060,tt19370248,The Killer Balloon,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1109927,tt11951960,After School Lunch Special 2: Sloppy Seconds,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1112171,tt27115110,Cocaine Cougar,2023,Horror,"Comedy, Horror, Thriller",video,imdb_Comedy_not_tmdb_Comedy
1112204,tt12986770,Saturnalia,,,"Comedy, Drama, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1115694,tt20770022,Goatman,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1120025,tt19637512,Arbor Day,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1120863,tt17542684,The Haunted Studio,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1124023,tt21215806,Mega Ape,2023,"Science Fiction, Horror, Action","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1126010,tt42466961,Plot Front,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1126577,tt27047448,Til Death Do Us Part,2023,"Horror, Thriller, Action","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1127279,tt14720664,Genevieve,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1129183,tt4007328,Zombie Bounty Hunter M.D.,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1129250,tt0437149,Dead Flesh,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1131142,tt12730580,6 Wheels From Hell!,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1132766,tt27485616,The Last Amityville Movie,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1134546,tt22098310,Scream,,,"Comedy, Horror, Music",movie,imdb_Comedy_not_tmdb_Comedy
1137538,tt27166743,Amityville Ripper,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1138198,tt28187351,Caddy Hack,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1142400,tt1796596,Resident Horror,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1143790,tt19387356,Space Sharks,2024,"Science Fiction, Horror","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1145542,tt8531398,Next Door,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1151505,tt0352213,Bodyjackers,,,"Comedy, Horror, Sci-Fi",video,imdb_Comedy_not_tmdb_Comedy
1152330,tt15078286,I Know What You Need,2023,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1156182,tt13385630,The House of Nod Halloween Special,,,"Comedy, Horror",tvMovie,imdb_Comedy_not_tmdb_Comedy
1157482,tt1302561,The Ghouligans! Super Show!,,,"Comedy, Drama, Fantasy",tvMovie,imdb_Comedy_not_tmdb_Comedy
1158326,tt21808698,Poor Herman,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1161145,tt0398625,12 Inches of Dangling Fury,,,"Comedy, Short",video,imdb_Comedy_not_tmdb_Comedy
1165437,tt43349200,The Cult of AGFA Trailer Show,2023,Horror,"Action, Comedy, Drama",movie,imdb_Comedy_not_tmdb_Comedy
1165456,tt0954591,id 1165456,,,"Comedy, Family, Fantasy",tvEpisode,imdb_Comedy_not_tmdb_Comedy
1171230,tt1921018,id 1171230,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1173185,tt13202618,The Fetus,2025,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1174240,tt11096628,Vampire Zombies...from Space!,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1180572,tt1273816,id 1180572,,,"Comedy, Horror, Musical",video,imdb_Comedy_not_tmdb_Comedy
1182601,tt26900234,id 1182601,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1193314,tt11883888,Zombie Plane,,,"Action, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1195638,tt28710370,Infernal,2025,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1199496,tt0954593,id 1199496,,,"Comedy, Family, Fantasy",tvEpisode,imdb_Comedy_not_tmdb_Comedy
1202267,tt0490948,Ghoulish Chronicles From Bonejack High,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1206989,tt29720289,Teddiscare,2024,Horror,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1209324,tt23053056,id 1209324,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1210358,tt0174914,Melody in the Dark,1949,,"Comedy, Horror, Musical",movie,imdb_Comedy_not_tmdb_Comedy
1211825,tt27179628,Solvent,2024,"Horror, Drama, Mystery","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1213415,tt2216320,Guts on the Ceiling,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1213559,tt25050826,id 1213559,,,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1214117,tt2109216,The Campsite Killers,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1216595,tt0880501,Wolfster Part 1: The Curse of the Emo-Vamp,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1217931,tt29762861,Vampires of the Velvet Lounge,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1218707,tt6993240,KillRoy Was Here,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1218787,tt1378306,Our Lady of Chaos,,,"Comedy, Mystery, Short",short,imdb_Comedy_not_tmdb_Comedy
1225377,tt30743549,The Mouse Trap,2024,"Horror, Thriller","Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1226230,tt30671809,Bunker Heights,,,"Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1230046,tt30828956,The Bigfoot Prophecy,2024,"Adventure, Fantasy, Horror","Adventure, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1232955,tt2172079,"Supernaturalz: Weird, Creepy & Random",,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1234882,tt5143202,Drag Hell: Zombies Meat Lovers,,,"Animation, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1235396,tt27619384,Amityville Job Interview,2023,Horror,"Comedy, Horror, Musical",movie,imdb_Comedy_not_tmdb_Comedy
1243805,tt4621290,The Devil Ant,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1243953,tt9735022,id 1243953,,,"Comedy, Horror, Sci-Fi",video,imdb_Comedy_not_tmdb_Comedy
1244381,tt29468116,No Budget Theater,2023,"Action, Horror, Science Fiction","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1245526,tt29492968,id 1245526,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1247729,tt26776720,Amityvillenado,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1253284,tt1604064,Zombie Beach,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1257984,tt1125300,id 1257984,,,"Action, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1258195,tt31448377,Cocaine Werewolf,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1259256,tt17052310,id 1259256,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1259684,tt31462729,Overdose,,,"Comedy, Drama",tvMovie,imdb_Comedy_not_tmdb_Comedy
1260732,tt1504449,My Wife Is a Vampire,,,"Action, Comedy, Crime",movie,imdb_Comedy_not_tmdb_Comedy
1261574,tt21871988,The Bogman,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1263723,tt0388397,Scratch,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1264152,tt26921188,Deceased,2024,"Horror, Drama","Action, Comedy, Drama",tvSeries,imdb_Comedy_not_tmdb_Comedy
1266127,tt33978029,Ready or Not: Here I Come,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1266167,tt14853798,Monster from British Hell,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1267407,tt3570272,Feast for the Beast,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1268263,tt31260936,Romantic Rendezvous,2024,"Horror, Romance",Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1271685,tt4585820,Revenge of the Animals,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1277131,tt22463382,Lukewarm,,,"Comedy, Horror, Musical",movie,imdb_Comedy_not_tmdb_Comedy
1278047,tt26597830,Big Cats,2024,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1279504,tt3764658,Gypsy Vampire: The Final Bloodlust,,,"Comedy, Horror, Short",short,imdb_Comedy_not_tmdb_Comedy
1279755,tt0138384,Creep,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1281755,tt27436793,Final Days: Tales from the End Times,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1287449,tt27747850,The Bottomfeeder,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1290294,tt2441600,Zombie Etiquette X,,,"Comedy, Horror, Music",tvSpecial,imdb_Comedy_not_tmdb_Comedy
1290409,tt31777553,Killer Body Count,2024,"Horror, Thriller","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1290740,tt27385956,Night Harvest,2024,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1292695,tt31728330,They Will Kill You,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1297446,tt32490110,Slanted,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1299357,tt6293780,Scared to Death,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1299562,tt32187429,CHOKE,2024,"Thriller, Horror","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1300489,tt20881632,Hard Coin,2024,Horror,"Action, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1301270,tt29824649,Skate to Hell,,,"Adventure, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1305540,tt30061012,Unspeakable: Beyond The Wall of Sleep,2024,"Horror, Science Fiction","Adventure, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1305700,tt9163226,id 1305700,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1310256,tt10597884,A Chiller Theater Reunion,,,"Comedy, Fantasy, Horror",tvSpecial,imdb_Comedy_not_tmdb_Comedy
1312565,tt0240115,Toe Tags,,,"Comedy, Crime, Horror",tvMovie,imdb_Comedy_not_tmdb_Comedy
1314829,tt32881442,Monkey’s Magic Merry Go Round,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1320661,tt26906742,Darkness Hunting,2023,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1324129,tt7809366,The Damnedwich,,,"Comedy, Horror, Short",short,imdb_Comedy_not_tmdb_Comedy
1329467,tt33096650,Grind,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1337729,tt0757905,The Mental Dead,,,"Action, Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1338640,tt33085469,Welcome Back to My Channel,2025,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1339173,tt33270103,Honey Bunch,,,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
1339333,tt27761411,Happy Ending,2025,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1340076,tt33204691,Untitled Home Invasion Romance,,,"Comedy, Romance, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1340298,tt20244988,id 1340298,,,Comedy,tvSeries,imdb_Comedy_not_tmdb_Comedy
1341751,tt0234951,Unleashed,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1351825,tt0194036,Immediate Possession,1931,,"Comedy, Short",short,imdb_Comedy_not_tmdb_Comedy
1356281,tt26685650,Subhuman: The Amityville Experiment,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1365983,tt1773069,id 1365983,,,Comedy,video,imdb_Comedy_not_tmdb_Comedy
1366912,tt14914580,Ramekins: Ramekin II,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1367338,tt1391548,id 1367338,,,"Animation, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1368107,tt15332990,Demon Hunter: Time 2 Kill,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1374493,tt4621148,id 1374493,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
1375770,tt4413248,Dawn and the Dead,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1378553,tt32632888,A Very Flattened Christmas,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1379077,tt2966670,id 1379077,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1379486,tt34374553,Victorian Psycho,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1382802,tt34440913,Family Movie,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1384040,tt34890565,Haunted Heist,,,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
1385169,tt34171000,Rumpelstiltskin,2025,"Horror, Fantasy","Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1385925,tt28564190,id 1385925,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1388873,tt3527388,Dark Cherry Twist,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1392690,tt4528156,Fun Time,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1395551,tt31390296,id 1395551,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1400761,tt34967012,Didn't Die,,,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
1400763,tt34967068,Touch Me,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
1402249,tt35007241,The End of The Punchline,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1404639,tt27385656,Sea of Madness,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1407315,tt35332651,A Very Special Terrifier Christmas,2024,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1413560,tt0821008,Serial,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1422120,tt34435532,Mermaid,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1422985,tt28760970,Cocaine Roach,2025,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1423034,tt43451174,Video Maniacs,2025,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1423192,tt2262221,The Cinema Snob Movie,,,"Comedy, Crime, Horror",video,imdb_Comedy_not_tmdb_Comedy
1428968,tt12403702,Death Toilet 3: Doody Calls,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1439556,tt3548544,id 1439556,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1444573,tt4861698,id 1444573,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1447559,tt33876476,id 1447559,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1450527,tt30691214,Forbidden Fruits,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1451238,tt35893068,Drag,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
1461211,tt32165741,Mimics,,,"Comedy, Horror, Romance",movie,imdb_Comedy_not_tmdb_Comedy
1476493,tt0330464,It's a Haunted Happenin',,,"Comedy, Horror, Musical",video,imdb_Comedy_not_tmdb_Comedy
1479836,tt33297599,id 1479836,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1488560,tt35663454,id 1488560,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
1495041,tt37671737,Buffet Infinity,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1500978,tt12392790,Sock,2025,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1506323,tt36364104,Minnie’s Midnight Massacre,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
1520123,tt10133004,Where Is Juan Moctezuma?,2025,"Documentary, Horror","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
