id,title,year,source,stem,file_path,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,latency_s,error
232219,The Norwegian Drillbit Massacre,1988,variant,vLfiOsnoPZYCwj21Ov4sepZOCxq,posters_multi/232219/vLfiOsnoPZYCwj21Ov4sepZOCxq.jpg,Advertisement:1.00|Poster:1.00|Food:0.96|Ketchup:0.96|Book:0.95|Publication:0.95|Clothing:0.54|Knitwear:0.54|Sweater:0.54|Novel:0.54,Advertisement,1.0,0.0,0.0,0.0,0.0,0.0,0.5077,1,52.29,94.04,95.19,#000000:37.2|#2f4f4f:21.7|#dcdcdc:16.3|#c0c0c0:10.6|#800000:6.4,0.441,
232319,Coyote,2014,variant,pQaKIyIQ3UGYt958C30VMl9gk33,posters_multi/232319/pQaKIyIQ3UGYt958C30VMl9gk33.jpg,Animal:1.00|Coyote:1.00|Mammal:1.00|Cat:0.94|Pet:0.94|Indoors:0.84|Canine:0.68|Fur:0.56|Window:0.56|Wolf:0.56,Animal,0.9956,0.5538,0.9956,0.0,0.0,0.0,0.0,1,1.31,45.27,84.25,#000000:83.4|#ffffff:4.6|#b22222:4.1|#2f4f4f:4.0|#800000:1.6,0.478,
232319,Coyote,2014,variant,vgjBlY9bE9J9HKkU2EaK9hiI3rD,posters_multi/232319/vgjBlY9bE9J9HKkU2EaK9hiI3rD.jpg,Publication:1.00|Book:1.00|Animal:0.87|Dog:0.87|Mammal:0.87|Advertisement:0.77|Poster:0.77|Wolf:0.75|Novel:0.56|Coyote:0.55,Publication,0.9999,0.0,0.8722,0.0,0.0,0.0,0.0,1,29.32,78.41,77.86,#000000:70.1|#2f4f4f:9.9|#800000:5.9|#bc8f8f:5.0|#dc143c:3.9,0.675,
232777,Sacrifice,2000,variant,dbKjnvMltRBhmSOrDIQPGclOErr,posters_multi/232777/dbKjnvMltRBhmSOrDIQPGclOErr.jpg,Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.98,Book,0.9994,0.0,0.0,0.9959,0.0,0.0,0.0,13,33.74,80.59,84.19,#000000:57.2|#2f4f4f:15.3|#bc8f8f:8.4|#800000:6.4|#696969:4.0,0.534,
232777,Sacrifice,2000,variant,fy4JFNJZ3QVuCSoO6gQyMAhzYbM,posters_multi/232777/fy4JFNJZ3QVuCSoO6gQyMAhzYbM.jpg,Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Photography:1.00|Helicopter:0.99|Male:0.99|Man:0.99|Face:0.99|Portrait:0.99,Adult,0.9994,0.9014,0.0,0.9994,0.788,0.0,0.0,19,53.48,81.36,83.64,#2f4f4f:39.1|#000000:20.9|#808080:13.9|#696969:12.7|#a9a9a9:10.0,0.59,
232789,The Legacy of Boggy Creek,2010,variant,k3lzoVZS6DTx2kYdhV49iU98a41,posters_multi/232789/k3lzoVZS6DTx2kYdhV49iU98a41.jpg,Animal:1.00|Ape:1.00|Mammal:1.00|Wildlife:1.00|Monkey:1.00|Book:0.97|Publication:0.97|Gorilla:0.56|Advertisement:0.54|Poster:0.54,Animal,0.9981,0.0,0.9981,0.0,0.5058,0.0,0.5032,1,65.06,77.42,90.45,#000000:24.0|#556b2f:20.0|#cd853f:17.8|#2f4f4f:16.9|#ffebcd:11.3,0.629,
232789,The Legacy of Boggy Creek,2010,variant,rOP2iQVFFLOcMkuXxFax5J6CQCl,posters_multi/232789/rOP2iQVFFLOcMkuXxFax5J6CQCl.jpg,Advertisement:0.99|Poster:0.99|Animal:0.99|Ape:0.99|Mammal:0.99|Wildlife:0.99|Cat:0.79|Pet:0.79|Blackboard:0.65|Monkey:0.57,Advertisement,0.9892,0.0,0.9877,0.0,0.0,0.0,0.0,2,48.37,81.98,85.02,#000000:36.0|#191970:16.7|#daa520:12.1|#cd853f:11.9|#2f4f4f:9.6,0.763,
233738,The V Word,2006,variant,quKNAW3QNbp3vFvCXXct0N9zTI1,posters_multi/233738/quKNAW3QNbp3vFvCXXct0N9zTI1.jpg,Book:1.00|Publication:1.00|Novel:1.00|Smoke Pipe:0.71|Mace Club:0.59|Weapon:0.59|Advertisement:0.58|Poster:0.58|Harp:0.54|Musical Instrument:0.54,Book,1.0,0.5946,0.0,0.0,0.0,0.0,0.0,2,64.5,90.94,90.03,#2f4f4f:34.7|#ffdead:18.7|#000000:15.4|#bdb76b:10.2|#cd853f:8.0,0.639,
233738,The V Word,2006,variant,yZAd0WJfq5TAWNVMqBeXY71vRi0,posters_multi/233738/yZAd0WJfq5TAWNVMqBeXY71vRi0.jpg,Face:0.98|Head:0.98|Person:0.98|Photography:0.98|Portrait:0.98|Book:0.94|Publication:0.94|Text:0.86|Smoke Pipe:0.64|Handwriting:0.57,Face,0.9793,0.0,0.5529,0.9793,0.0,0.0,0.0,2,85.1,83.96,91.12,#dcdcdc:26.5|#808080:21.5|#c0c0c0:13.9|#a9a9a9:13.1|#000000:11.8,0.576,
233881,Necrophile Passion,2013,variant,oDRCkGuJlcJfSajRBnFqTA4qSlN,posters_multi/233881/oDRCkGuJlcJfSajRBnFqTA4qSlN.jpg,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Art:0.98|Painting:0.98|Novel:0.94|Head:0.57,Book,1.0,0.0,0.0,0.9911,0.0,0.0,0.0,5,45.17,60.62,86.35,#000000:46.3|#a9a9a9:25.8|#2f4f4f:14.4|#191970:5.8|#a0522d:4.9,0.594,
233881,Necrophile Passion,2013,variant,s4uTVr9zukiTEQsQuER8fzHLJHb,posters_multi/233881/s4uTVr9zukiTEQsQuER8fzHLJHb.jpg,Art:1.00|Painting:1.00|Book:0.99|Publication:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Face:0.92|Head:0.92,Art,0.9952,0.0,0.0,0.9935,0.0,0.0,0.0,8,44.17,46.77,86.39,#000000:47.4|#a9a9a9:23.7|#2f4f4f:13.7|#800000:6.3|#a0522d:4.6,0.597,
233885,We All Scream for Ice Cream,2007,variant,8gbWafG60MwuFJYUAKW0H4gwOP9,posters_multi/233885/8gbWafG60MwuFJYUAKW0H4gwOP9.jpg,Advertisement:1.00|Cream:0.99|Dessert:0.99|Food:0.99|Ice Cream:0.99|Poster:0.98|Performer:0.69|Clown:0.57|Book:0.55|Publication:0.55,Advertisement,0.9961,0.0,0.5273,0.0,0.0,0.0,0.0,0,14.55,86.04,88.73,#000000:65.0|#dda0dd:10.5|#dcdcdc:8.1|#696969:7.5|#2f4f4f:4.5,0.836,
233885,We All Scream for Ice Cream,2007,variant,9PrWFGO1HYhnIvrexvySDfBQms6,posters_multi/233885/9PrWFGO1HYhnIvrexvySDfBQms6.jpg,Advertisement:1.00|Poster:1.00|Cream:1.00|Dessert:1.00|Food:1.00|Ice Cream:1.00|Sundae:0.79|Book:0.68|Publication:0.68|Smoke Pipe:0.62,Advertisement,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,1,22.89,88.44,87.15,#000000:59.7|#2f4f4f:15.0|#c0c0c0:9.7|#da70d6:6.4|#696969:4.9,0.483,
235046,Darkroom,2013,variant,ccdHLWv5VSDPtc4nbWloKKr89oq,posters_multi/235046/ccdHLWv5VSDPtc4nbWloKKr89oq.jpg,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Photography:0.98|Portrait:0.98|Hammer:0.97|Shoe:0.96,Book,0.9999,0.0,0.0,0.9901,0.0,0.0,0.0,10,20.55,75.25,76.61,#000000:64.1|#2f4f4f:24.6|#808080:8.1|#b22222:2.1|#800000:0.7,0.409,
235046,Darkroom,2013,variant,iyMLYwHHaa20iw3OdXr6Qj7MPUY,posters_multi/235046/iyMLYwHHaa20iw3OdXr6Qj7MPUY.jpg,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Advertisement:0.97|Photography:0.94|Portrait:0.94|Novel:0.87,Book,1.0,0.0,0.0,0.9877,0.0,0.0,0.0,7,15.13,75.61,69.44,#000000:72.2|#2f4f4f:19.8|#808080:3.9|#b22222:2.3|#800000:1.2,0.524,
235339,Lost Prophet,1992,variant,k8Y0Yb6RTQxvPCqaEFoHEfFHKA2,posters_multi/235339/k8Y0Yb6RTQxvPCqaEFoHEfFHKA2.jpg,Book:1.00|Publication:1.00|Silhouette:0.98|Adult:0.88|Female:0.88|Person:0.88|Woman:0.88|Outdoors:0.81|Dog:0.73|Nature:0.67,Book,1.0,0.0,0.7258,0.8826,0.0,0.0,0.9824,5,46.41,79.71,94.14,#000000:43.8|#dcdcdc:13.6|#808080:13.0|#2f4f4f:12.2|#a9a9a9:7.6,0.637,
235339,Lost Prophet,1992,variant,qC5VCx1AUNfnuWHG6yrtNGdBYpT,posters_multi/235339/qC5VCx1AUNfnuWHG6yrtNGdBYpT.jpg,Advertisement:1.00|Poster:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Publication:0.95|Book:0.87|Face:0.87|Head:0.87,Advertisement,0.9998,0.0,0.0,0.9806,0.0,0.0,0.0,5,62.99,81.29,80.11,#2f4f4f:40.2|#808080:37.3|#696969:16.0|#c0c0c0:6.4|#000000:0.1,0.547,
235692,Cryptic Plasm,2013,variant,1G7NEYAbww7QEGJWGTzPAK0J0ea,posters_multi/235692/1G7NEYAbww7QEGJWGTzPAK0J0ea.jpg,Book:1.00|Publication:1.00|Novel:0.87|Vegetation:0.56|Advertisement:0.56|Poster:0.55|Comics:0.55|Dinosaur:0.53|Pirate:0.53|Alien:0.53,Book,1.0,0.0,0.5257,0.0,0.0,0.0,0.0,0,19.34,73.36,60.17,#000000:63.0|#800000:18.0|#a52a2a:6.6|#8b4513:6.3|#a0522d:2.9,0.448,
235692,Cryptic Plasm,2013,variant,owLanRWBcjrodcmLwQreesx9C6k,posters_multi/235692/owLanRWBcjrodcmLwQreesx9C6k.jpg,Book:1.00|Publication:1.00|Adult:0.88|Bride:0.88|Female:0.88|Person:0.88|Woman:0.88|Face:0.62|Head:0.62|Novel:0.57,Book,1.0,0.0,0.5638,0.8836,0.0,0.0,0.0,5,14.38,80.62,78.73,#000000:62.0|#cd5c5c:13.8|#800000:9.4|#a0522d:6.8|#2f4f4f:5.5,0.484,
235798,Enter the Devil,1972,variant,haKzCEwzaA3Uxnu5WtvZvuv8kah,posters_multi/235798/haKzCEwzaA3Uxnu5WtvZvuv8kah.jpg,Book:1.00|Publication:1.00|Novel:0.97|Adult:0.84|Female:0.84|Person:0.84|Woman:0.84|Art:0.55|Advertisement:0.55|Poster:0.55,Book,1.0,0.0,0.5161,0.8371,0.0,0.0,0.0,4,68.4,81.42,83.24,#daa520:18.9|#d2691e:17.0|#000000:16.6|#a52a2a:15.6|#2f4f4f:10.6,0.756,
235798,Enter the Devil,1972,variant,peGZiKvzZQS5Ic7HhBSJNJSVYnK,posters_multi/235798/peGZiKvzZQS5Ic7HhBSJNJSVYnK.jpg,Book:1.00|Publication:1.00|Person:0.99|Adult:0.88|Bride:0.88|Female:0.88|Woman:0.88|Face:0.64|Outdoors:0.63|Art:0.58,Book,0.9994,0.0,0.0,0.992,0.0,0.0,0.0,6,8.26,82.57,84.14,#000000:55.5|#191970:17.2|#483d8b:11.1|#c71585:5.4|#4682b4:3.6,0.983,
237862,Murder University,2012,variant,3apEU0M6jJDH169MRwF40uKUPB3,posters_multi/237862/3apEU0M6jJDH169MRwF40uKUPB3.jpg,Axe:0.95|Device:0.95|Weapon:0.95|Fashion:0.89|Adult:0.87|Male:0.87|Man:0.87|Person:0.87|Portrait:0.65|Hardware:0.61,Axe,0.9482,0.9482,0.0,0.8706,0.0,0.0,0.0,5,26.41,76.45,81.14,#000000:56.8|#2f4f4f:19.5|#696969:7.8|#87ceeb:4.8|#b22222:3.1,1.535,
237862,Murder University,2012,variant,45CNMsZ6WM1eKULwSovIqlfJhYm,posters_multi/237862/45CNMsZ6WM1eKULwSovIqlfJhYm.jpg,Book:1.00|Publication:1.00|Weapon:0.94|Device:0.87|Axe:0.80|Tool:0.80|Adult:0.79|Male:0.79|Man:0.79|Person:0.79,Book,0.998,0.9353,0.0,0.7913,0.0,0.0,0.0,4,13.88,85.95,85.51,#000000:65.3|#696969:13.3|#a9a9a9:7.5|#2f4f4f:5.6|#c0c0c0:5.4,1.456,
238091,Three Dangerous Ladies,1977,variant,3E4fKFfRMC4Uwsr6Z2odLURXycT,posters_multi/238091/3E4fKFfRMC4Uwsr6Z2odLURXycT.jpg,Book:1.00|Publication:1.00|Baby:0.97|Person:0.97|Novel:0.87|Face:0.81|Head:0.81|Advertisement:0.80|Poster:0.80|Blackboard:0.56,Book,1.0,0.0,0.0,0.9693,0.0,0.0,0.0,3,47.35,87.33,85.49,#000000:40.1|#2f4f4f:23.2|#a9a9a9:20.7|#696969:7.1|#ff6347:5.2,1.774,
238091,Three Dangerous Ladies,1977,variant,vhkWAg0yxPZFuQzXTCHSTI7GyYy,posters_multi/238091/vhkWAg0yxPZFuQzXTCHSTI7GyYy.jpg,Book:1.00|Publication:1.00|Baby:0.99|Person:0.99|Face:0.89|Head:0.89|Furniture:0.79|Novel:0.60|Bed:0.57|Newborn:0.57,Book,1.0,0.0,0.0,0.9871,0.0,0.0,0.0,3,46.68,97.91,94.76,#000000:42.6|#2f4f4f:22.8|#dcdcdc:21.2|#800000:5.6|#db7093:3.0,1.102,
238384,Covenant,1985,variant,dwmV3wFDaub4zP8TGodlr2Qr7zM,posters_multi/238384/dwmV3wFDaub4zP8TGodlr2Qr7zM.jpg,Book:1.00|Publication:1.00|Advertisement:0.99|Poster:0.99|Adult:0.93|Female:0.93|Person:0.93|Woman:0.93|Novel:0.80|Head:0.72,Book,0.9999,0.0,0.0,0.9319,0.0,0.0,0.0,9,51.78,82.5,100.0,#000000:46.8|#ffebcd:20.4|#ffffff:15.6|#dc143c:6.1|#191970:4.0,1.452,
238384,Covenant,1985,variant,qKDR91XoE1BKfq6scmVveO3EZqN,posters_multi/238384/qKDR91XoE1BKfq6scmVveO3EZqN.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.97|Female:0.97|Woman:0.97|Lighting:0.93|Cosmetics:0.91,Face,0.9999,0.0,0.0,0.9999,0.0,0.0,0.0,10,43.99,77.96,100.0,#000000:47.7|#ffebcd:20.0|#ffffff:14.8|#dc143c:5.8|#191970:4.9,0.635,
238636,The Purge: Anarchy,2014,variant,f2HD5iVhJWWv72QVWThUKk09zYy,posters_multi/238636/f2HD5iVhJWWv72QVWThUKk09zYy.jpg,City:1.00|Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Street:1.00|Urban:1.00|Adult:0.99|Female:0.99|Person:0.99,City,0.9978,0.0,0.0,0.9935,0.0,0.7426,0.0,18,16.76,82.49,81.85,#000000:75.9|#2f4f4f:7.2|#c0c0c0:5.0|#a0522d:3.7|#556b2f:3.3,0.554,
238636,The Purge: Anarchy,2014,variant,qwqHHZLZSUvMkAMQ47ymtfjEifY,posters_multi/238636/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg,City:1.00|Street:1.00|Urban:1.00|Advertisement:1.00|Poster:1.00|Adult:1.00|Male:1.00|Man:1.00|Person:1.00|Walking:0.99,City,0.9996,0.0,0.0,0.9964,0.0,0.0,0.0,33,34.62,82.6,81.09,#000000:59.6|#2f4f4f:17.1|#556b2f:9.3|#8b4513:6.4|#dcdcdc:3.8,0.649,
239019,House of Good and Evil,2013,variant,lCI9ISclh8CbbPnliMvuKQMWIkI,posters_multi/239019/lCI9ISclh8CbbPnliMvuKQMWIkI.jpg,Book:1.00|Publication:1.00|Advertisement:1.00|Poster:0.96|Spoke:0.94|Smoke Pipe:0.75|Vehicle:0.69|E-scooter:0.65|Carriage:0.58|Novel:0.56,Book,0.9994,0.0,0.0,0.0,0.0,0.514,0.545,2,85.65,92.92,98.58,#ffffff:29.6|#2f4f4f:22.2|#000000:18.5|#dcdcdc:11.1|#808080:7.4,0.524,
239019,House of Good and Evil,2013,variant,qzZKXW6cfKfozYE8qUy1DruD1T4,posters_multi/239019/qzZKXW6cfKfozYE8qUy1DruD1T4.jpg,Spoke:1.00|Book:0.94|Publication:0.94|Carriage:0.84|Vehicle:0.84|Adult:0.83|Male:0.83|Man:0.83|Person:0.83|Advertisement:0.74,Spoke,0.9975,0.0,0.0,0.829,0.0,0.5254,0.5563,6,85.54,91.83,98.85,#ffffff:32.1|#2f4f4f:21.4|#000000:17.9|#dcdcdc:10.7|#808080:7.1,0.605,
239288,The Pit,1962,variant,nLIn7z8HjaqYWoavrWuqTWOX0i1,posters_multi/239288/nLIn7z8HjaqYWoavrWuqTWOX0i1.jpg,Adult:0.88|Male:0.88|Man:0.88|Person:0.88|Advertisement:0.87|Text:0.78|City:0.61|Poster:0.58|Water:0.58|Outdoors:0.58,Adult,0.8792,0.0,0.0,0.8792,0.5778,0.0,0.0,9,28.15,83.67,87.29,#000000:55.6|#2f4f4f:17.0|#c0c0c0:10.8|#808080:8.5|#696969:8.1,0.697,
239288,The Pit,1962,variant,nxlAPypXGuFEgEQSPYzuuO2o9yY,posters_multi/239288/nxlAPypXGuFEgEQSPYzuuO2o9yY.jpg,Logo:0.78|Road:0.76|City:0.70|Person:0.68|Text:0.65|Adult:0.62|Male:0.62|Man:0.62|Sticker:0.58|Street:0.57,Logo,0.7818,0.0,0.0,0.6805,0.0,0.0,0.5574,5,2.63,87.89,87.61,#000000:74.3|#2f4f4f:8.0|#c0c0c0:7.5|#696969:5.3|#808080:4.8,0.561,
239722,Infestation,2005,variant,d5TG3I3HZd9I0bqb7VzoqMxMdEu,posters_multi/239722/d5TG3I3HZd9I0bqb7VzoqMxMdEu.jpg,Lighting:1.00|Concert:1.00|Crowd:1.00|Person:1.00|Advertisement:0.99|Adult:0.98|Male:0.98|Man:0.98|Female:0.97|Woman:0.97,Lighting,1.0,0.0,0.0,0.9997,0.0,0.0,0.0,31,28.61,82.35,86.37,#000000:59.2|#696969:13.8|#a9a9a9:13.3|#2f4f4f:6.1|#800000:3.8,1.302,
239722,Infestation,2005,variant,l6xsDr9dfIcOxOLW8ZaRL36I9x4,posters_multi/239722/l6xsDr9dfIcOxOLW8ZaRL36I9x4.jpg,Book:1.00|Publication:1.00|Novel:1.00|Dynamite:0.87|Weapon:0.87|Invertebrate:0.55|Spider:0.55|Advertisement:0.55|Poster:0.54|Concert:0.52,Book,1.0,0.8664,0.5501,0.5233,0.0,0.0,0.0,1,44.3,77.98,75.19,#000000:40.4|#800000:37.4|#dc143c:10.9|#b22222:4.7|#2f4f4f:3.7,0.553,
239728,Legacy of Satan,1974,variant,6hScVTpT71buwKj9e3yqZBWh0YM,posters_multi/239728/6hScVTpT71buwKj9e3yqZBWh0YM.jpg,Advertisement:1.00|Poster:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Baby:0.90|Book:0.78|Comics:0.78|Face:0.77,Advertisement,0.9951,0.0,0.6347,0.9918,0.0,0.0,0.0,9,100.0,99.11,93.9,#ffffff:61.8|#2f4f4f:14.8|#b22222:6.1|#d8bfd8:4.9|#bc8f8f:4.4,1.043,
239728,Legacy of Satan,1974,variant,qoCct0RCcTqSotpltRIBOGUUhyB,posters_multi/239728/qoCct0RCcTqSotpltRIBOGUUhyB.jpg,Book:1.00|Publication:1.00|Adult:0.88|Female:0.88|Person:0.88|Woman:0.88|Advertisement:0.80|Poster:0.80|Silhouette:0.75|Novel:0.57,Book,0.9998,0.0,0.0,0.8774,0.0,0.0,0.747,4,4.03,47.99,79.25,#000000:84.5|#ff0000:7.6|#dcdcdc:2.6|#2f4f4f:1.6|#800000:1.4,0.378,
239973,Cold Blood Canyon,2007,primary,239973.jpg,posters/239973.jpg,Advertisement:1.00|Poster:1.00|Book:0.99|Publication:0.99|Blackboard:0.76|Kangaroo:0.62|Comics:0.56|Smoke:0.56|Graphics:0.54|Elf:0.54,Advertisement,0.9997,0.0,0.0,0.0,0.0,0.5552,0.528,2,45.18,91.12,94.26,#000000:48.6|#2f4f4f:17.5|#c0c0c0:16.5|#808080:16.3|#8b4513:0.7,0.542,
240490,The Scarecrow,1982,variant,1OgHcQ2vMhQ3kzv1KJxcKvpdqHp,posters_multi/240490/1OgHcQ2vMhQ3kzv1KJxcKvpdqHp.jpg,Advertisement:1.00|Poster:1.00|Adult:0.95|Bride:0.95|Female:0.95|Person:0.95|Woman:0.95|Baby:0.94|Male:0.89|Man:0.89,Advertisement,1.0,0.0,0.0,0.9497,0.0,0.0,0.0,11,4.92,99.0,94.71,#000000:65.4|#dcdcdc:14.1|#2f4f4f:10.8|#bc8f8f:5.5|#696969:4.2,0.429,
240490,The Scarecrow,1982,variant,yrQIzTyZJr9UYgj9qFKsSt2NPfQ,posters_multi/240490/yrQIzTyZJr9UYgj9qFKsSt2NPfQ.jpg,Advertisement:1.00|Poster:0.99|Adult:0.99|Bride:0.99|Female:0.99|Person:0.99|Woman:0.99|Baby:0.99|Male:0.96|Man:0.96,Advertisement,0.9976,0.0,0.0,0.9877,0.0,0.0,0.0,21,1.97,97.67,93.99,#000000:72.3|#dcdcdc:12.9|#2f4f4f:7.3|#bc8f8f:3.9|#696969:3.5,0.807,
241843,Cooties,2014,variant,oFBQsngRdgxnbO4H1FIbQ0Zuq43,posters_multi/241843/oFBQsngRdgxnbO4H1FIbQ0Zuq43.jpg,Food:1.00|Sweets:1.00|Candy:1.00|Lollipop:0.99|Person:0.66|Dynamite:0.61|Weapon:0.61|Clothing:0.50|Glove:0.50,Food,1.0,0.6121,0.0,0.6561,0.0,0.0,0.0,2,0.0,55.94,79.78,#000000:92.9|#ffebcd:3.4|#dc143c:1.3|#2f4f4f:0.9|#808080:0.6,0.972,
241843,Cooties,2014,variant,qnH3SCfb3ePz9qM8BvBtq9JLLXY,posters_multi/241843/qnH3SCfb3ePz9qM8BvBtq9JLLXY.jpg,People:1.00|Person:1.00|Pants:1.00|Advertisement:0.99|Photography:0.99|Adult:0.97|Female:0.97|Woman:0.97|Poster:0.97|Baseball Cap:0.96,People,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23,67.15,83.26,85.82,#000000:26.2|#2f4f4f:19.1|#808080:15.0|#a9a9a9:11.7|#696969:9.2,1.249,
242224,The Babadook,2014,variant,lszpCmmPCKHvzn2OBx7bAgXlfhC,posters_multi/242224/lszpCmmPCKHvzn2OBx7bAgXlfhC.jpg,Book:0.99|Publication:0.99|Baby:0.96|Person:0.96|Batman:0.92|Adult:0.91|Female:0.91|Woman:0.91|Animal:0.69|Mammal:0.69,Book,0.9934,0.0,0.6927,0.9622,0.0,0.0,0.0,7,23.64,83.44,97.96,#000000:65.4|#ffffff:20.4|#2f4f4f:6.0|#808080:4.7|#800000:3.5,1.82,
242224,The Babadook,2014,variant,qt3fqapeo94TfvMyld8P7gkpXLz,posters_multi/242224/qt3fqapeo94TfvMyld8P7gkpXLz.jpg,Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Face:0.96|Head:0.96|Photography:0.96|Portrait:0.96|Book:0.90|Publication:0.90,Adult,0.9795,0.0,0.0,0.9795,0.0,0.0,0.0,5,28.43,77.72,89.64,#000000:57.3|#2f4f4f:18.3|#dcdcdc:9.4|#696969:7.0|#778899:3.8,0.36,
242358,The Mystery of Marie Roget,1942,variant,9vh09TBhQsSJqN2JyvZDWR8OeMn,posters_multi/242358/9vh09TBhQsSJqN2JyvZDWR8OeMn.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Tie:0.96|Male:0.94,Advertisement,0.9998,0.0,0.0,0.9893,0.0,0.0,0.0,22,33.5,90.41,93.5,#000000:48.1|#c0c0c0:14.7|#2f4f4f:12.0|#a0522d:9.3|#ffd700:4.3,0.809,
242358,The Mystery of Marie Roget,1942,variant,nkJsvwNzX8Oo0ErvykVmrfIvt1A,posters_multi/242358/nkJsvwNzX8Oo0ErvykVmrfIvt1A.jpg,Advertisement:1.00|Book:1.00|Publication:1.00|Poster:1.00|Adult:0.96|Female:0.96|Person:0.96|Woman:0.96|Male:0.86|Man:0.86,Advertisement,0.9997,0.0,0.672,0.9638,0.0,0.0,0.0,14,34.05,90.15,93.39,#000000:57.5|#a9a9a9:15.8|#a0522d:9.5|#ffd700:6.5|#2f4f4f:4.3,0.717,
242606,Keep Watching,2017,variant,65UjzcdXlLcDzZQEidMN58BsFzg,posters_multi/242606/65UjzcdXlLcDzZQEidMN58BsFzg.jpg,Balloon:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Advertisement:0.96|Poster:0.95|Cricket Ball:0.79|Sport:0.79|People:0.54,Balloon,0.9997,0.0,0.0,0.992,0.0,0.0,0.0,9,82.96,85.13,87.09,#c0c0c0:20.7|#808080:19.7|#a9a9a9:17.5|#2f4f4f:15.6|#dcdcdc:15.4,1.108,
242606,Keep Watching,2017,variant,wHsHaYUbLJNSt8T8QcFgZqy7Om,posters_multi/242606/wHsHaYUbLJNSt8T8QcFgZqy7Om.jpg,Balloon:1.00|Advertisement:0.97|Poster:0.95|People:0.57|Person:0.57|Aircraft:0.53|Transportation:0.53|Vehicle:0.53|Text:0.52|Photo Booth:0.52,Balloon,1.0,0.0,0.0,0.5695,0.0,0.0,0.0,10,88.3,86.85,89.22,#dcdcdc:23.7|#c0c0c0:20.7|#800000:15.6|#a9a9a9:13.5|#808080:11.2,0.575,
243688,Poltergeist,2015,variant,A1ymtbzatZp94Z49ZOBb8JGXOBB,posters_multi/243688/A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg,Person:0.98|Photography:0.98|Portrait:0.98|Child:0.98|Female:0.98|Girl:0.98|Lighting:0.98|Baby:0.94|Coat:0.94|Advertisement:0.91,Person,0.9827,0.0,0.0,0.9827,0.0,0.0,0.0,7,10.66,86.4,82.3,#000000:72.2|#2f4f4f:17.1|#808080:5.7|#a9a9a9:3.2|#dcdcdc:1.8,0.392,
243688,Poltergeist,2015,variant,jBXupXZ7WEPUpkYFpkQsdipwBQn,posters_multi/243688/jBXupXZ7WEPUpkYFpkQsdipwBQn.jpg,Performer:0.98|Person:0.98|Clown:0.97|Face:0.80|Head:0.80|Cricket Ball:0.65|Sport:0.65|Mime:0.57|Photography:0.55|Portrait:0.55,Performer,0.9821,0.0,0.0,0.9821,0.0,0.0,0.0,2,14.23,82.47,89.73,#000000:68.7|#a9a9a9:9.4|#696969:8.8|#2f4f4f:7.2|#dcdcdc:5.8,0.672,
244305,The Ice House,1969,primary,244305.jpg,posters/244305.jpg,Advertisement:1.00|Poster:1.00|Book:0.97|Comics:0.97|Publication:0.97|Adult:0.97|Female:0.97|Person:0.97|Woman:0.97|Male:0.97,Advertisement,0.9999,0.0,0.9501,0.9714,0.0,0.0,0.0,17,50.83,89.15,98.57,#000000:49.9|#f0e68c:13.6|#f4a460:11.7|#c0c0c0:8.1|#bc8f8f:6.2,0.61,
244305,The Ice House,1969,variant,tnaaNtJ6x9Es6nErSIoK9Y5izI2,posters_multi/244305/tnaaNtJ6x9Es6nErSIoK9Y5izI2.jpg,Advertisement:1.00|Poster:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Face:0.82|Photography:0.82|Portrait:0.82|Publication:0.67,Advertisement,1.0,0.0,0.0,0.9847,0.0,0.0,0.0,16,76.92,87.89,89.98,#dcdcdc:23.1|#2f4f4f:21.2|#bc8f8f:19.6|#6495ed:9.5|#ffd700:6.2,0.603,
