id,title,year,source,stem,file_path,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,latency_s,error
214,Saw III,2006,variant,8JlYJch0xA5t9csbaDYHIxCuAIM,posters_multi/214/8JlYJch0xA5t9csbaDYHIxCuAIM.jpg,Machine:0.75|Animal:0.62|Advertisement:0.60|Electronics:0.57|Hardware:0.57|Sea Life:0.56|Seashell:0.56|Coil:0.56|Rotor:0.56|Spiral:0.56,Machine,0.7538,0.0,0.6172,0.0,0.0,0.0,0.0,0,84.01,79.22,81.61,#c0c0c0:24.2|#808080:22.1|#a9a9a9:21.0|#dcdcdc:14.0|#800000:8.4,0.888,
214,Saw III,2006,variant,9pWlgGYoPb0QPOsQTjfDmwMdBc6,posters_multi/214/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg,Advertisement:0.94|Art:0.88|Accessories:0.77|Text:0.72|Poster:0.57|Chandelier:0.57|Symbol:0.57|Butcher Shop:0.54|Pendant:0.54|Number:0.54,Advertisement,0.9398,0.5279,0.5235,0.0,0.0,0.0,0.0,0,97.71,83.18,82.79,#dcdcdc:39.3|#ffffff:36.4|#c0c0c0:9.5|#000000:4.0|#808080:3.7,0.594,
214,Saw III,2006,variant,ekuAdKjboejcK0cakuC9r5f9dSY,posters_multi/214/ekuAdKjboejcK0cakuC9r5f9dSY.jpg,Advertisement:1.00|Mouth:1.00|Person:1.00|Teeth:1.00|Poster:1.00|Baby:0.93|Fungus:0.80|Head:0.57|Face:0.56|Book:0.56,Advertisement,0.9999,0.5115,0.0,0.9999,0.0,0.0,0.0,3,77.89,78.6,95.54,#000000:28.6|#dcdcdc:16.1|#c0c0c0:15.2|#a9a9a9:12.5|#bc8f8f:11.8,0.774,
214,Saw III,2006,variant,gsJsjvKFg4J2eDgeGBkxNn3blAv,posters_multi/214/gsJsjvKFg4J2eDgeGBkxNn3blAv.jpg,Advertisement:0.89|Chandelier:0.79|Art:0.68|Accessories:0.68|Musical Instrument:0.56|Poster:0.56|Electronics:0.55|Hardware:0.55|Chime:0.55|Symbol:0.55,Advertisement,0.888,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,85.62,86.09,#ffffff:76.1|#dcdcdc:5.8|#000000:4.6|#696969:4.6|#808080:3.2,0.494,
214,Saw III,2006,variant,wvdsqBqFrAcUvp9VNdhQkmgBhL5,posters_multi/214/wvdsqBqFrAcUvp9VNdhQkmgBhL5.jpg,Accessories:1.00|Earring:1.00|Jewelry:1.00|Locket:0.79|Pendant:0.79|Text:0.58|Gemstone:0.57|Necklace:0.57|Diamond:0.56|Silver:0.56,Accessories,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,92.64,82.22,86.93,#dcdcdc:42.1|#c0c0c0:40.8|#000000:8.6|#2f4f4f:3.5|#a9a9a9:1.9,0.625,
214,Saw III,2006,variant,z3ARA2fHufyKJcOFxb3Gv4DclkB,posters_multi/214/z3ARA2fHufyKJcOFxb3Gv4DclkB.jpg,Electronics:0.58|Hardware:0.58|Advertisement:0.56|Symbol:0.56|Accessories:0.55|Bronze:0.55|Art:0.55|Emblem:0.55|Fossil:0.54|Rust:0.54,Electronics,0.5755,0.0,0.5355,0.0,0.0,0.0,0.0,0,88.36,79.45,82.96,#dcdcdc:27.0|#c0c0c0:21.7|#808080:21.0|#a9a9a9:14.0|#2f4f4f:6.9,0.776,
215,Saw II,2005,variant,3cCK59HDUAc9ZSDFcD6CHdH9FaE,posters_multi/215/3cCK59HDUAc9ZSDFcD6CHdH9FaE.jpg,Emblem:0.87|Symbol:0.87|Logo:0.84|Coil:0.76|Machine:0.76|Rotor:0.76|Hanukkah Menorah:0.61|Rust:0.56|Electronics:0.56|Spoke:0.56,Emblem,0.8651,0.0,0.0,0.0,0.0,0.0,0.0,1,83.57,80.5,80.51,#808080:25.1|#a9a9a9:22.4|#c0c0c0:22.4|#dcdcdc:13.0|#a0522d:7.1,0.956,
215,Saw II,2005,variant,87jZISI32cGvZSycW6hWNbi8jqN,posters_multi/215/87jZISI32cGvZSycW6hWNbi8jqN.jpg,Text:0.97|Number:0.93|Symbol:0.93|Mortar Shell:0.73|Weapon:0.73|Smoke Pipe:0.64|Finger:0.54|Drawing:0.52|Astragalus:0.52|Plot:0.52,Text,0.9692,0.7305,0.0,0.0,0.0,0.0,0.0,3,100.0,82.43,83.97,#ffffff:78.2|#dcdcdc:6.3|#2f4f4f:5.9|#808080:3.6|#000000:2.0,0.81,
215,Saw II,2005,variant,AwfBNpkedYcXt9BjGEYZf5g2s37,posters_multi/215/AwfBNpkedYcXt9BjGEYZf5g2s37.jpg,Advertisement:0.99|Mortar Shell:0.98|Poster:0.96|Text:0.89|Bag:0.78|Animal:0.66|Mammal:0.66|Cat:0.57|Pet:0.57|Sea Life:0.56,Advertisement,0.985,0.0,0.6581,0.0,0.0,0.0,0.0,2,96.87,78.4,86.31,#dcdcdc:36.8|#ffffff:31.4|#c0c0c0:13.8|#2f4f4f:7.3|#808080:4.6,0.634,
215,Saw II,2005,variant,gTnaTysN8HsvVQqTRUh8m35mmUA,posters_multi/215/gTnaTysN8HsvVQqTRUh8m35mmUA.jpg,Adult:0.91|Bride:0.91|Female:0.91|Person:0.91|Woman:0.91|Mortar Shell:0.86|Advertisement:0.78|Hand:0.77|Poster:0.58|Plastic Wrap:0.58,Adult,0.9112,0.0,0.5495,0.9112,0.0,0.0,0.0,6,91.21,82.48,96.45,#ffffff:35.6|#000000:18.7|#808080:11.3|#2f4f4f:11.0|#dcdcdc:10.0,0.779,
215,Saw II,2005,variant,sEXLZw7acI0aqHGSC5Bagd1LMt,posters_multi/215/sEXLZw7acI0aqHGSC5Bagd1LMt.jpg,Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Advertisement:0.94|Poster:0.94|Adult:0.91|Male:0.91|Man:0.91|Book:0.74,Head,0.9914,0.0,0.5646,0.9914,0.0,0.0,0.0,4,1.31,81.49,92.62,#000000:71.7|#ffebcd:7.8|#696969:7.3|#a9a9a9:6.7|#2f4f4f:3.5,0.393,
215,Saw II,2005,variant,tLmWnTW0ysrjnCVT4RGwgHret6r,posters_multi/215/tLmWnTW0ysrjnCVT4RGwgHret6r.jpg,Mortar Shell:0.99|Weapon:0.99|Advertisement:0.99|Poster:0.97|Text:0.91|Bag:0.86|Person:0.66|Adult:0.63|Female:0.63|Woman:0.63,Mortar Shell,0.9899,0.9899,0.5605,0.6558,0.0,0.0,0.0,7,96.9,78.38,86.29,#dcdcdc:37.0|#ffffff:31.2|#c0c0c0:13.9|#2f4f4f:7.2|#808080:4.6,0.6,
326,Snakes on a Plane,2006,variant,9wqWQ5rXQG6daMpowqwadGjI768,posters_multi/326/9wqWQ5rXQG6daMpowqwadGjI768.jpg,Accessories:0.76|Shark:0.76|Aircraft:0.70|Vehicle:0.70|Weapon:0.67|Dagger:0.66|Symbol:0.58|Logo:0.57|Spider:0.57|Book:0.56,Accessories,0.7637,0.6657,0.7622,0.0,0.0,0.0,0.0,2,0.0,77.07,79.59,#000000:81.3|#696969:4.9|#dc143c:4.3|#2f4f4f:3.8|#808080:2.5,0.456,
326,Snakes on a Plane,2006,variant,i0ynvZ89tV1t8MAL9FmeQELfXH0,posters_multi/326/i0ynvZ89tV1t8MAL9FmeQELfXH0.jpg,Weapon:0.98|Trident:0.85|Blade:0.70|Dagger:0.70|Knife:0.70|Book:0.56|Publication:0.56|Sword:0.55|Aircraft:0.53|Transportation:0.53,Weapon,0.9796,0.9796,0.5146,0.5051,0.0,0.0,0.0,1,77.4,79.41,80.54,#d2691e:31.7|#daa520:18.7|#2f4f4f:14.0|#ff6347:8.9|#ff8c00:8.8,0.617,
377,A Nightmare on Elm Street,1984,variant,b9rMHAAKISRmIonaQd9Cccx0S4X,posters_multi/377/b9rMHAAKISRmIonaQd9Cccx0S4X.jpg,Book:1.00|Publication:1.00|Advertisement:1.00|Poster:0.94|Adult:0.93|Male:0.93|Man:0.93|Person:0.93|Electronics:0.74|Hardware:0.74,Book,0.9999,0.0,0.5582,0.9293,0.0,0.0,0.0,4,43.48,76.85,76.45,#191970:40.3|#000000:32.9|#483d8b:10.5|#4682b4:10.2|#a9a9a9:2.9,0.97,
377,A Nightmare on Elm Street,1984,variant,wGTpGGRMZmyFCcrY2YoxVTIBlli,posters_multi/377/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Advertisement:1.00|Poster:0.99|Hospital:0.98|Adult:0.97|Bride:0.97|Female:0.97,Head,0.9998,0.5679,0.0,0.9998,0.0,0.0,0.0,10,46.35,78.95,79.99,#2f4f4f:39.0|#000000:38.5|#c0c0c0:5.8|#808080:4.8|#a52a2a:4.7,0.697,
395,AVP: Alien vs. Predator,2004,variant,qUZctuoFL3VKOqeKxhnLwuEE4oF,posters_multi/395/qUZctuoFL3VKOqeKxhnLwuEE4oF.jpg,Alien:1.00|Advertisement:0.84|Batman:0.83|Poster:0.69|Graphics:0.56|Blade:0.56|Book:0.55|Comics:0.55|Bee:0.55|Wasp:0.55,Alien,0.9994,0.5552,0.5299,0.0,0.0,0.0,0.0,1,59.97,86.48,94.14,#000000:35.9|#2f4f4f:18.0|#556b2f:17.0|#bdb76b:11.2|#ffebcd:8.4,0.643,
395,AVP: Alien vs. Predator,2004,variant,ySWu5bCnnmgV1cVacvFnFIhgOjp,posters_multi/395/ySWu5bCnnmgV1cVacvFnFIhgOjp.jpg,Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Batman:0.95|Male:0.95|Man:0.95|Alien:0.83|Blade:0.68|Dagger:0.68,Adult,0.9864,0.6767,0.0,0.9864,0.0,0.0,0.0,10,79.38,87.85,100.0,#000000:29.0|#ffffff:19.1|#dcdcdc:11.2|#a9a9a9:10.7|#2f4f4f:8.7,0.94,
440,Aliens vs Predator: Requiem,2007,variant,5iTwPDNtvK6ZZF607BHBbU3HO0B,posters_multi/440/5iTwPDNtvK6ZZF607BHBbU3HO0B.jpg,Person:0.99|Adult:0.99|Male:0.99|Man:0.99|Female:0.98|Woman:0.98|Advertisement:0.95|Bride:0.94|Poster:0.92|Alien:0.91,Person,0.9922,0.0,0.0,0.9922,0.0,0.0,0.0,23,3.02,80.63,82.34,#000000:66.9|#191970:13.6|#708090:8.6|#483d8b:5.9|#a9a9a9:3.9,0.694,
440,Aliens vs Predator: Requiem,2007,variant,jCyJN1vj8jqJJ0vNw4hDH2KlySO,posters_multi/440/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg,Advertisement:0.99|Poster:0.97|Alien:0.81|Adult:0.75|Male:0.75|Man:0.75|Person:0.75|Shark:0.70|Batman:0.56|Emblem:0.55,Advertisement,0.9879,0.5451,0.7019,0.7482,0.0,0.0,0.0,5,45.88,85.78,93.36,#000000:44.2|#4682b4:16.6|#2f4f4f:11.6|#a9a9a9:10.8|#b0c4de:8.5,0.398,
467,The Hole,2001,variant,n5aMoI6AZLJzUoNbjMj0P60EYMJ,posters_multi/467/n5aMoI6AZLJzUoNbjMj0P60EYMJ.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:0.99|Publication:0.99|Adult:0.98|Female:0.98|Woman:0.98,Face,0.9997,0.0,0.0,0.9997,0.0,0.0,0.0,18,8.29,78.45,86.4,#000000:81.1|#c0c0c0:6.5|#2f4f4f:4.3|#cd853f:3.0|#ffffff:2.9,0.58,
467,The Hole,2001,variant,zVDhZHjcE0ksNfFSsJVoxDdAYCJ,posters_multi/467/zVDhZHjcE0ksNfFSsJVoxDdAYCJ.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.98|Male:0.98|Man:0.98|Female:0.98|Woman:0.98,Face,0.9987,0.0,0.0,0.9987,0.0,0.0,0.0,16,3.28,81.68,90.15,#000000:74.3|#dcdcdc:7.1|#696969:6.7|#2f4f4f:4.7|#a9a9a9:4.2,0.497,
565,The Ring,2002,variant,AeRpUynJKDpJveklBJipOYrVxCS,posters_multi/565/AeRpUynJKDpJveklBJipOYrVxCS.jpg,Fashion:1.00|Adult:0.99|Bride:0.99|Female:0.99|Person:0.99|Woman:0.99|Book:0.98|Publication:0.98|Photography:0.98|Dress:0.98,Fashion,0.9961,0.0,0.0,0.9895,0.0,0.0,0.0,5,67.56,77.71,88.09,#000000:25.0|#2f4f4f:24.3|#00ced1:17.9|#5f9ea0:14.1|#48d1cc:12.0,0.94,
565,The Ring,2002,variant,e2t5CKMox7tjv3iD3Ko7NdFa5lJ,posters_multi/565/e2t5CKMox7tjv3iD3Ko7NdFa5lJ.jpg,Nature:1.00|Night:1.00|Outdoors:1.00|Astronomy:0.93|Moon:0.88|Disk:0.83|Eclipse:0.74|Outer Space:0.57|Logo:0.57|Text:0.53,Nature,0.9968,0.0,0.0,0.0,0.0,0.0,0.5259,1,0.0,41.51,79.07,#000000:89.7|#2f4f4f:4.3|#dcdcdc:2.5|#696969:2.1|#808080:1.4,0.546,
571,The Birds,1963,variant,eClg8QPg8mwB6INIC4pyR5pAbDr,posters_multi/571/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,Animal:1.00|Bird:1.00|Flying:1.00|Book:0.96|Publication:0.96|Adult:0.96|Female:0.96|Person:0.96|Woman:0.96|Photography:0.78,Animal,0.9958,0.0,0.9958,0.9594,0.0,0.0,0.0,12,99.48,84.61,85.96,#ffffff:72.5|#2f4f4f:7.0|#696969:4.5|#808080:4.0|#ffb6c1:3.8,0.554,
571,The Birds,1963,variant,z0iYrJ6GsAMP3abOha7uGMuc5kZ,posters_multi/571/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,Animal:0.98|Bird:0.98|Flying:0.98|Baby:0.94|Person:0.94|Vulture:0.81|Book:0.70|Publication:0.70|Wildlife:0.63|Swallow:0.56,Animal,0.9833,0.0,0.9833,0.9395,0.0,0.0,0.0,6,100.0,83.62,84.64,#ffffff:72.8|#c0c0c0:7.9|#2f4f4f:5.4|#a9a9a9:5.2|#808080:4.9,0.515,
579,Jaws 2,1978,variant,587glKjdq5AamjPPH11MZLYbD64,posters_multi/579/587glKjdq5AamjPPH11MZLYbD64.jpg,Nature:1.00|Outdoors:1.00|Sky:1.00|Sunrise:1.00|Sun:1.00|Scenery:0.97|Book:0.97|Publication:0.97|Sea:0.92|Water:0.92,Nature,1.0,0.0,0.7208,0.0,0.9236,0.0,0.0,2,48.93,77.79,81.81,#000000:48.1|#ff0000:26.8|#8b0000:9.4|#8b4513:6.9|#f4a460:5.6,0.583,
579,Jaws 2,1978,variant,70UBVFhKiQQ5oNbmZqPa7nVmfEQ,posters_multi/579/70UBVFhKiQQ5oNbmZqPa7nVmfEQ.jpg,Animal:0.95|Sea Life:0.95|Fish:0.93|Shark:0.93|Great White Shark:0.54|Book:0.52|Comics:0.52|Publication:0.52|Body Part:0.52|Mouth:0.52,Animal,0.9499,0.0,0.9499,0.5213,0.512,0.0,0.0,1,49.4,60.44,83.84,#000000:34.4|#483d8b:18.6|#00bfff:14.1|#2f4f4f:11.5|#4682b4:9.4,0.509,
579,Jaws 2,1978,variant,7i87g95cKSF5s2TTm24m8PRb3hq,posters_multi/579/7i87g95cKSF5s2TTm24m8PRb3hq.jpg,Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Animal:0.95|Sea Life:0.95|Fish:0.93|Shark:0.91|Water:0.64|Outdoors:0.58,Adult,0.9955,0.0,0.9536,0.9955,0.6449,0.0,0.0,5,79.06,78.22,99.68,#dcdcdc:39.4|#000000:17.8|#2f4f4f:16.1|#4682b4:12.4|#00bfff:11.7,0.723,
579,Jaws 2,1978,variant,cN3ijEwsn4kBaRuHfcJpAQJbeWe,posters_multi/579/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Animal:0.96|Sea Life:0.96|Fish:0.93|Clothing:0.89|Swimwear:0.89|Shark:0.83,Adult,0.9965,0.0,0.9629,0.9965,0.5285,0.0,0.0,5,91.45,81.91,96.14,#ffffff:46.1|#2f4f4f:18.4|#4682b4:11.4|#b22222:7.7|#00bfff:5.9,0.729,
579,Jaws 2,1978,variant,czrejDPooiWjuXTehPiPlulG264,posters_multi/579/czrejDPooiWjuXTehPiPlulG264.jpg,Animal:0.96|Sea Life:0.96|Fish:0.95|Shark:0.95|Great White Shark:0.56|Book:0.53|Comics:0.53|Publication:0.53|Art:0.52|Graphics:0.52,Animal,0.9599,0.0,0.9599,0.5145,0.0,0.0,0.0,1,63.29,78.17,83.75,#4682b4:39.2|#483d8b:14.9|#000000:14.4|#2f4f4f:11.7|#87ceeb:10.2,0.658,
580,Jaws: The Revenge,1987,variant,ebYw9tR0iqBzDGA6HVBhtd2xJM3,posters_multi/580/ebYw9tR0iqBzDGA6HVBhtd2xJM3.jpg,Person:0.99|Animal:0.93|Sea Life:0.93|Fish:0.90|Shark:0.86|Footwear:0.85|Shoe:0.85|Boat:0.65|Fishing:0.55|Water:0.55,Person,0.9901,0.0,0.9292,0.9901,0.5502,0.0,0.0,5,78.66,81.76,91.39,#dcdcdc:26.2|#483d8b:21.0|#4682b4:18.5|#00bfff:12.3|#000000:8.5,0.73,
580,Jaws: The Revenge,1987,variant,kGiaOztahZV2x7bil7sbk7fb6ob,posters_multi/580/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,Adult:0.95|Female:0.95|Person:0.95|Woman:0.95|Animal:0.93|Sea Life:0.93|Fish:0.90|Shark:0.79|Fishing:0.56|Water:0.56,Adult,0.9524,0.0,0.926,0.9524,0.5556,0.0,0.0,5,79.68,81.2,89.64,#4682b4:31.1|#dcdcdc:21.0|#87cefa:15.9|#87ceeb:9.4|#000000:9.2,0.481,
609,Poltergeist,1982,variant,4eMN3GANH5GG4kXdHkrTZEUuQ9M,posters_multi/609/4eMN3GANH5GG4kXdHkrTZEUuQ9M.jpg,Electronics:1.00|Screen:1.00|Computer Hardware:1.00|Hardware:1.00|Monitor:1.00|TV:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00,Electronics,0.9997,0.0,0.0,0.9955,0.0,0.0,0.0,7,23.97,75.42,81.45,#191970:38.4|#000000:30.1|#483d8b:16.6|#4682b4:9.0|#00bfff:3.5,0.432,
609,Poltergeist,1982,variant,xPazCcKp62IshnLVf9BLAjf9vgC,posters_multi/609/xPazCcKp62IshnLVf9BLAjf9vgC.jpg,Electronics:1.00|Screen:1.00|Computer Hardware:1.00|Hardware:1.00|Monitor:1.00|TV:1.00|Adult:0.98|Female:0.98|Person:0.98|Woman:0.98,Electronics,1.0,0.0,0.0,0.9816,0.0,0.0,0.0,5,38.48,77.01,81.75,#191970:44.6|#000000:21.8|#483d8b:16.9|#4682b4:7.6|#00bfff:4.4,0.544,
635,Angel Heart,1987,variant,h5v3wjJQNB7q2RntEnKDLhKtTFE,posters_multi/635/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Microphone:0.86|Tie:0.81|Advertisement:0.73|Poster:0.73,Book,0.9991,0.0,0.0,0.9946,0.0,0.0,0.0,14,0.05,86.49,91.16,#000000:74.5|#dcdcdc:9.0|#2f4f4f:4.2|#bc8f8f:3.9|#800000:3.3,0.599,
635,Angel Heart,1987,variant,xKnJ4drN6J4dTu7E0yoBqrRALG2,posters_multi/635/xKnJ4drN6J4dTu7E0yoBqrRALG2.jpg,Book:1.00|Publication:1.00|Adult:0.97|Male:0.97|Man:0.97|Person:0.97|Advertisement:0.95|Poster:0.92|Bride:0.89|Female:0.89,Book,0.9997,0.0,0.0,0.9705,0.0,0.0,0.0,12,3.28,80.44,85.08,#000000:81.9|#a0522d:4.8|#c0c0c0:4.1|#e9967a:2.9|#bc8f8f:2.6,0.477,
663,Saw IV,2007,variant,e3pLI0qN1AKGHwOcMuwTpyI2SLN,posters_multi/663/e3pLI0qN1AKGHwOcMuwTpyI2SLN.jpg,Advertisement:0.98|Head:0.97|Photography:0.97|Portrait:0.97|Poster:0.91|Accessories:0.89|Book:0.88|Publication:0.88|Elephant:0.85|Text:0.63,Advertisement,0.9786,0.0,0.0,0.0,0.0,0.0,0.522,2,100.0,81.32,88.22,#ffffff:71.2|#a9a9a9:5.7|#696969:5.6|#808080:5.1|#dcdcdc:3.3,0.519,
663,Saw IV,2007,variant,ku1QdCXOU4ckz3zxLLlis8MIJVm,posters_multi/663/ku1QdCXOU4ckz3zxLLlis8MIJVm.jpg,Scale:0.97|Adult:0.96|Female:0.96|Person:0.96|Woman:0.96|Male:0.94|Man:0.94|Face:0.68|Cap:0.57|Clothing:0.57,Scale,0.9739,0.0,0.0,0.9614,0.0,0.0,0.0,9,96.75,83.57,89.11,#dcdcdc:37.2|#ffffff:29.5|#c0c0c0:9.9|#2f4f4f:6.5|#000000:6.3,0.72,
694,The Shining,1980,variant,nRj5511mZdTl4saWEPoj9QroTIu,posters_multi/694/nRj5511mZdTl4saWEPoj9QroTIu.jpg,Logo:1.00|Advertisement:0.99|Poster:0.96|Adult:0.92|Male:0.92|Man:0.92|Person:0.92|Sticker:0.54|Stencil:0.54|Badge:0.53,Logo,0.9998,0.0,0.0,0.9207,0.0,0.0,0.5301,4,94.39,76.76,83.82,#ffd700:83.4|#000000:7.8|#daa520:2.4|#808000:2.3|#556b2f:2.1,0.416,
694,The Shining,1980,variant,uAR0AWqhQL1hQa69UDEbb2rE5Wx,posters_multi/694/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,Logo:1.00|Face:0.83|Head:0.83|Person:0.83|Advertisement:0.58|Poster:0.56|Batman Logo:0.56|Symbol:0.56|Stencil:0.54|Text:0.53,Logo,0.9998,0.0,0.0,0.8316,0.0,0.0,0.0,1,95.28,76.64,84.72,#ffd700:84.2|#000000:8.3|#daa520:2.7|#556b2f:2.1|#cd853f:1.4,0.814,
747,Shaun of the Dead,2004,variant,13vOO3DtEG0OYEbgcvVS6XimoIP,posters_multi/747/13vOO3DtEG0OYEbgcvVS6XimoIP.jpg,Advertisement:1.00|People:1.00|Person:1.00|Poster:1.00|Tie:0.98|Adult:0.97|Male:0.97|Man:0.97|Child:0.92|Female:0.92,Advertisement,1.0,0.852,0.0,0.9998,0.0,0.0,0.0,49,35.0,87.14,97.22,#000000:61.2|#dcdcdc:18.4|#800000:11.5|#808080:3.9|#a0522d:3.7,0.841,
747,Shaun of the Dead,2004,variant,2LWFGDuOKqFv9iGZVat8RvXv244,posters_multi/747/2LWFGDuOKqFv9iGZVat8RvXv244.jpg,People:0.99|Person:0.99|Adult:0.98|Male:0.98|Man:0.98|Advertisement:0.96|Baby:0.96|Flower:0.94|Face:0.90|Head:0.90,People,0.9858,0.0,0.0,0.9858,0.0,0.0,0.0,29,51.09,83.95,88.56,#800000:41.1|#000000:27.7|#bc8f8f:10.3|#dcdcdc:9.9|#a52a2a:6.4,0.694,
747,Shaun of the Dead,2004,variant,3qLDdgXfAe25iTObpHb4ZMEcUBV,posters_multi/747/3qLDdgXfAe25iTObpHb4ZMEcUBV.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Tie:0.97|Glove:0.96|Bride:0.95|Female:0.95,Advertisement,1.0,0.9175,0.5421,0.9863,0.0,0.0,0.0,61,21.5,87.5,93.05,#000000:63.2|#c0c0c0:17.8|#800000:15.0|#f4a460:1.7|#a0522d:1.3,1.038,
747,Shaun of the Dead,2004,variant,dgXPhzNJH8HFTBjXPB177yNx6RI,posters_multi/747/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,People:1.00|Person:1.00|Advertisement:1.00|Poster:0.99|Tie:0.99|Glove:0.99|Adult:0.99|Male:0.99|Man:0.99|Female:0.95,People,1.0,0.5738,0.0,1.0,0.0,0.0,0.0,52,47.47,90.15,99.42,#000000:42.6|#dcdcdc:24.6|#800000:19.4|#bc8f8f:9.7|#8b4513:3.3,0.925,
747,Shaun of the Dead,2004,variant,y7eDuFR9DevYINfvTqA2TsWpJ85,posters_multi/747/y7eDuFR9DevYINfvTqA2TsWpJ85.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Female:0.98|Woman:0.98|Axe:0.95|Tie:0.92,Advertisement,1.0,0.9488,0.5508,0.9888,0.0,0.0,0.0,53,22.95,85.26,92.04,#000000:62.0|#800000:15.0|#dcdcdc:13.6|#808080:6.4|#a0522d:2.4,1.092,
764,The Evil Dead,1981,variant,33zdFedDcyqK3ZWOmrBGlpeFhCl,posters_multi/764/33zdFedDcyqK3ZWOmrBGlpeFhCl.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Book:0.62|Publication:0.62|Face:0.60|Dancing:0.58,Advertisement,1.0,0.0,0.0,0.9912,0.0,0.0,0.0,4,54.23,82.75,86.47,#000000:30.4|#483d8b:27.3|#4682b4:15.9|#c0c0c0:12.3|#2f4f4f:9.2,0.486,
764,The Evil Dead,1981,variant,54C1qdaiSijIU5NeNb4WsPJdNkG,posters_multi/764/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Dancing:0.91|Face:0.84|Head:0.84|Portrait:0.84|Advertisement:0.77|Performer:0.72,Adult,0.9884,0.0,0.0,0.9884,0.0,0.0,0.0,4,43.29,41.23,68.77,#000000:44.0|#191970:30.4|#483d8b:12.5|#2f4f4f:6.7|#a9a9a9:3.4,0.607,
764,The Evil Dead,1981,variant,9kwlaaJVKMX1SvsX2F1y0sRDuMs,posters_multi/764/9kwlaaJVKMX1SvsX2F1y0sRDuMs.jpg,Book:1.00|Publication:1.00|Advertisement:0.99|Poster:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Dancing:0.91|Performer:0.57,Book,0.9959,0.5151,0.5297,0.9882,0.0,0.0,0.0,4,28.15,85.84,89.55,#000000:55.0|#b22222:17.6|#800000:12.2|#dcdcdc:10.2|#696969:2.9,0.769,
764,The Evil Dead,1981,variant,g40HtjdXXtVD2VkNqyIUZGBcGJ5,posters_multi/764/g40HtjdXXtVD2VkNqyIUZGBcGJ5.jpg,Advertisement:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Poster:0.98|Dancing:0.89|Book:0.83|Publication:0.83|Face:0.70,Advertisement,0.9966,0.0,0.0,0.9885,0.0,0.0,0.0,4,24.92,82.25,91.43,#000000:60.0|#800000:19.6|#dcdcdc:12.2|#a52a2a:5.0|#bc8f8f:3.1,0.523,
764,The Evil Dead,1981,variant,li05U702n3FzwX2mYtjDBVzeWio,posters_multi/764/li05U702n3FzwX2mYtjDBVzeWio.jpg,Book:1.00|Publication:1.00|Advertisement:0.96|Poster:0.93|Bonfire:0.91|Comics:0.90|Adult:0.83|Female:0.83|Person:0.83|Woman:0.83,Book,0.9967,0.0,0.5234,0.8312,0.0,0.0,0.0,5,8.86,89.49,95.21,#000000:64.2|#dcdcdc:14.7|#800000:9.4|#a52a2a:6.5|#e9967a:3.6,0.462,
764,The Evil Dead,1981,variant,uYxQ6xhP3WjqPZtxyAOnZQWnZqn,posters_multi/764/uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg,Person:0.99|Dancing:0.98|Book:0.98|Publication:0.98|Advertisement:0.93|Poster:0.61|Performer:0.57|Comics:0.56|Portrait:0.55|Hand:0.54,Person,0.9852,0.0,0.0,0.9852,0.0,0.0,0.0,1,60.67,85.37,88.35,#4682b4:38.2|#000000:28.3|#483d8b:14.5|#dcdcdc:10.6|#2f4f4f:4.4,0.586,
