id,title,year,vote_count,imdb_id
732233,Castle Ghosts of Scotland,1996,0,tt0115843
946317,The Abominable Snowman,1996,0,tt0115453
972601,Facez of Death 2000 Vol. 2: Dead in Asia,1996,0,tt5926406
28230,Serial Killer Massacre,1997,0,tt0150429
29765,Dead Things,1997,0,tt13233882
29768,Violent New Breed,1997,0,tt0162746
143139,The Man Next Door,1997,0,tt0300173
229335,Screen Kill,1997,0,tt0261975
336654,Zero,1997,0,tt0356216
426520,Nude Strangle,1997,0,tt7332654
434534,The Alien Agenda: Under the Skin,1997,0,tt0203285
444949,Psycho Charlie Returns: Part 1,1997,0,tt0261926
444950,Psycho Charlie Returns: Part 2,1997,0,tt0261927
446485,Guilty Pleasures,1997,0,tt0128343
461379,Deli Hell,1997,0,tt0261642
631059,Wrath of the Skunkape,1997,0,tt1615133
632110,Bad Blood,1997,0,tt12147928
799182,Lihim,1997,0,tt0381377
805620,Paramedics II,1997,0,tt0398254
864750,Devil Souls,1997,0,tt15285640
878576,The Dying,1997,0,tt2773616
29767,Whispers in the Gloom,1998,0,tt0197099
29770,The Shivers,1998,0,tt0196949
113627,Duct Tape Killer,1998,0,tt1172051
212016,Screaming for Sanity: Truth or Dare 3,1998,0,tt0190741
250414,Gargoyle Girls,1998,0,tt0126924
264598,Creaturealm: From the Dead,1998,0,tt0180623
309073,Night of the Clown,1998,0,tt0960080
323689,Evil Streets,1998,0,tt0303981
426524,Infamous Bondage Murders 2,1998,0,tt7298586
434915,The Glasshead,1998,0,tt0945346
444945,Dungeon of Death 2,1998,0,tt0173781
451368,Starved,1998,0,tt0167413
708788,Midnight Sun,1998,0,tt0264897
759123,After School Hours,1998,0,tt36052362
801449,Titus Andronicus,1998,0,tt0185722
27627,Animals,1999,0,tt0171069
329703,Vampire Vignettes,1999,0,tt4287062
363282,Blood Kiss,1999,0,tt0137393
444663,Debbie Does Damnation,1999,0,tt1566504
451141,Pepeng Agimat,1999,0,tt0347760
464105,Igodo: The Land of the Living Dead,1999,0,tt1813370
471363,Dracula in Vegas,1999,0,tt0389948
479494,The Masked Strangler,1999,0,tt7401350
489239,Ghost Taxi,1999,0,tt0116408
521514,Merchants of Death,1999,0,tt0200851
523830,Only Darkness,1999,0,tt0497649
532366,Backwoods Marcy,1999,0,tt8008870
634115,Dead Air,1999,0,tt0167106
875903,Serpent's Breath,1999,0,tt0197864
888452,Shadow Tracker: Vampire Hunter,1999,0,tt0380706
971148,Lust of the Vampire Hookers,1999,0,tt15274440
37930,The Evilmaker,2000,0,tt0220451
84007,Spirit Warriors,2000,0,tt0348087
198181,Stygian,2000,0,tt0445061
341833,Hunting Season,2000,0,tt0236314
415903,Demonatrix,2000,0,tt12358776
426503,"I, Asphyxia: The Electric Cord Strangler III",2000,0,tt0319532
426539,Shock 2000: Snuff Perversions Part II,2000,0,tt25785706
445882,Proboscis,2000,0,tt0371100
447409,Stageghost,2000,0,tt0251412
483934,Eyes to Heaven,2000,0,tt0148120
521588,The Good Book,2000,0,tt0198520
652891,Lethal Illusions,2000,0,tt37256722
691151,V is for Vampire,2000,0,tt4287082
707446,Evil's Edge,2000,0,tt7134488
783061,All American Massacre,2000,0,tt12695338
27682,Blood of the Werewolf,2001,0,tt0379186
27689,Blood for the Muse,2001,0,tt0303779
27763,Evil Sister 2,2001,0,tt0267479
27803,Hayride Slaughter,2001,0,tt0339107
374933,Recoil,2001,0,tt0290824
400705,Dead Room,2001,0,tt0299744
507096,Scary Tales,2001,0,tt0290055
521357,Living Nightmare,2001,0,tt6201910
556203,Married to a Witch,2001,0,tt3307270
649119,Strangled Starlets,2001,0,tt43709870
781362,Am I My Brother’s Keeper?,2001,0,tt2960870
848842,Chaos.TV,2001,0,tt37985691
854240,Head Hunter,2001,0,tt0318384
871624,New Breed,2001,0,tt8795764
28184,Shockheaded,2002,0,tt0348008
29434,Holy Terror,2002,0,tt0290657
43743,Fabled,2002,0,tt0299863
73519,I'll Bury You Tomorrow,2002,0,tt0358529
