id,title,ocr_chars,overlap_max,ocr_lang,original_language
1450683,Azzurrina,274,0.0,it,en
336453,Judas Ghost,94,0.0,en,en
894699,Stuffings,20,0.0,en,en
550212,Stigma,176,0.0,es,es
270465,Filth Eating Spirit Bites Ogre,43,0.0,en,th
553357,Archons,226,0.0,en,en
373027,Geheimnisvolle Freundinnen,76,0.0,en,de
643922,,20,0.0,it,
510496,,97,0.0,id,
363041,Ghoul Quest,104,0.0,bg,mk
269844,Aparichithan,47,0.0,pt,ml
891961,MegaMuerte,97,0.0,es,es
1518721,To Love A Monster,510,0.3333,en,en
1601848,جال,98,0.0,en,en
1445446,GHOSTFILM,47,0.0,en,en
1490464,Judas,25,0.0,en,
1643462,Ātaahua,105,0.0,fi,
296315,Psychomentary,63,0.0,it,it
1112378,,89,0.0,en,
854335,Senritsu Kaiki File Kowasugi! File 02: Shivering Ghost,34,0.2857,en,ja
1700416,FEED,23,0.0,en,en
660175,Edgar Allen Poe's Ligeia,288,0.25,en,en
448381,Widow Ghost 5,35,0.0,sv,th
1049609,Clowns,61,0.0,en,
935643,ARM,182,0.0,en,
1013932,Prairie,29,0.0,en,
921443,Theat Yeay Knhomh,59,0.0,en,km
695046,,140,0.0,en,
991423,Cycles,207,0.0,et,en
229331,Khun Chang Khun Paen Prab Jorrakay Thaen Kward,121,0.0,id,th
587203,Camp Wedding,21,0.0,nl,en
1389906,Butler,60,0.0,en,en
718095,Hobu Chandra Raja Gobu Chandra Mantri,88,0.0,en,bn
1032780,,38,0.0,en,
450433,Sexy Vampires,35,0.0,en,zh
1387762,EMIKO,20,0.0,tl,
533381,Lust of the Ghost Woman,62,0.3333,id,id
268053,"Salt, Saliva, Sperm and Sweat",309,0.2,lt,
483462,Ghost Lover,47,0.0,en,cn
107392,Chess Boxing Matrix,69,0.0,en,zh
1340298,,24,0.0,en,
420065,Sacrifice for Satan,61,0.0,en,id
483641,Vampire Training Camp,47,0.0,id,zh
619503,Metal Noir,81,0.0,en,
893387,Maximilien,51,0.0,fr,fr
601419,Bloody Chainsaw Girl Returns: Giko Awakens,71,0.0,cv,ja
1033808,,130,0.0,en,
372581,Snuffet,26,0.0,en,en
734507,Damned Gold,104,0.0,mn,mn
144909,Charm,109,0.0,en,en
1063707,,42,0.0,en,
451901,Toire no Hanako-san Shinsho: Hanako vs Yosuke,24,0.0,en,ja
1336730,Pot Head,152,0.0,en,
1050407,,44,0.0,da,
1692259,,59,0.0,en,
1287439,,204,0.0,cs,
460045,Ushikoku ni mairu,48,0.0,en,ja
1727081,lucid,202,0.0,ro,
1142369,,106,0.0,en,
1187464,,41,0.0,en,
925119,こっくりさん　劇場版,67,0.0,ht,ja
728732,Isolesque,91,0.0,it,
543998,Xploring Xtro,40,0.0,en,en
709564,Double Bill (Blood Oaks/Sex Demon),538,0.3333,en,en
218738,The Ghost Killer,71,0.0,id,en
1017075,Untitled 24hr horror film,31,0.0,en,en
370324,Devil Makes Work,28,0.3333,en,en
971152,Shockumentary,92,0.0,en,en
1654715,,27,0.0,nl,
1032494,Glass,29,0.0,en,en
1526555,A Tale of Pentacles: Occult Journeys Thru the Darkness,20,0.0,fi,en
1366377,o,31,0.0,en,en
620043,Homomaquia,40,0.0,es,es
1478611,,25,0.0,en,
1083729,Brutal Bigfoot Encounters: Mutations and Mutilations,37,0.3333,en,
931896,Hoshi Shin'ichi Mystery Special,36,0.0,ht,ja
28530,Sorceress II: The Temptress,21,0.25,en,en
964250,Sheng Goes to Taiwan,85,0.0,en,zh
360700,Phantom of the Toilet,24,0.0,sv,ja
958417,SHIFTING TENDONS,31,0.0,en,en
1536465,Boomer,26,0.0,en,en
260824,Under Surveillance,203,0.0,en,en
681577,Santau Maut,32,0.0,id,ms
939211,WILDERNESS SURVIVAL GUIDE,25,0.0,de,en
1161988,The Redeye Tapes,69,0.3333,en,en
961560,Super-Horror Experience 4: Psychic Video,28,0.0,en,ja
392051,The Damned Thing,52,0.0,en,en
1569660,WeirdWorld,48,0.0,en,en
710313,Дневные и ночные убийцы,23,0.0,ru,ru
1696824,A Very Tight Place,53,0.0,en,
476122,Exorsister,259,0.0,en,ja
28721,Zodiac Killer,26,0.0,en,en
1471546,,82,0.0,en,
751062,Deeflowered,33,0.0,en,en
705056,Feberdrømme,66,0.0,da,da
497316,The Big Slaughter Club,37,0.0,en,ja
413492,When Pen Ghost Meets Plate Ghost,146,0.0,jv,zh
1032988,,80,0.0,en,
400479,Ceberrut,158,0.0,en,tr
743394,Kelana,35,0.0,su,id
1454805,Field of Screams,49,0.3333,en,en
288411,Navigation,69,0.0,en,ko
39259,Drácula,25,0.0,en,es
967557,The Look-See,20,0.3333,fi,
290656,Raised by Wolves,46,0.3333,en,en
936359,Cunt Hunt,25,0.0,en,en
1232220,Tapped,33,0.0,en,en
1559827,Dorothea,36,0.0,en,en
1306080,Horror Night,165,0.0,es,zh
328676,Screaming Class,32,0.0,fr,ja
1421804,,20,0.0,en,
1506501,Sneakers,70,0.0,en,
30030,Eyes Are Upon You,41,0.0,en,en
1671441,,22,0.0,en,
1632848,W.O.R.M.,33,0.0,en,en
993348,It Takes A Village,68,0.3333,en,en
882806,Gay Teen Werewolf,385,0.3333,fi,
311049,Murder Workshop,110,0.0,en,ja
358894,Dinner of Sexual Desires,441,0.3333,pt,pt
1518962,French Kills,63,0.0,en,
620413,Belief as the Light in Darkness,189,0.0,en,tl
477342,Clawed,42,0.0,en,en
870182,Seagull,249,0.0,es,en
935435,The Day Shuffle !! Flock of Dead Spirits,23,0.0,en,ja
1552284,Razors,81,0.0,en,en
328989,,169,0.0,ro,
1504985,Under the Canopy,74,0.0,fr,en
1598217,,25,0.0,en,
892866,Izla,173,0.0,en,tl
854907,Senritsu Kaiki File Kowasugi! Preface: True Story of the Ghost of Yotsua,25,0.0,es,en
1094107,,189,0.0,en,
527782,Mushroom,31,0.0,en,ja
299431,Ghost-Cat of Arima Palace,35,0.0,de,ja
415110,Chennai Koottam,242,0.0,en,ml
956824,蝙蝠别墅,101,0.0,en,zh
46959,Game Over,34,0.2,en,fr
100467,The Hand That Feeds the Dead,24,0.0,en,it
69117,Unseen Evil 2,34,0.0,en,en
803442,Who's With Me?,21,0.3333,en,en
842514,A Comedy of Horrors: Volume 1,39,0.25,en,en
1005395,,129,0.0,en,
1595929,Jack-O'-Jungle Juice,192,0.3333,et,
289271,Divided Into Zero,410,0.3333,ca,en
1209231,Killed Alive,52,0.0,en,en
1007595,Halimaw,77,0.0,nl,tl
854318,Vauxhall Rideshow - Escape from Dead School,118,0.0,tl,ja
1021083,A Place Like No Other,42,0.25,da,en
705912,Bottled Vulva: High School Girl Yuriko,90,0.0,mk,ja
1601647,G.A.W,118,0.0,en,en
1615470,,73,0.0,en,
369164,Jacker 2: Descent to Hell,26,0.25,sv,en
1135381,Chum!,29,0.0,en,en
25155,The Stepfather,29,0.0,en,en
579961,Through the Mirror,610,0.3333,nl,en
542203,Heartbreaker,75,0.0,en,en
1457622,Mimic,216,0.0,en,en
119723,Zombified,152,0.0,en,
308125,,91,0.0,en,
1558944,Y103,106,0.0,en,
1528581,Verified,172,0.0,nl,en
213811,The Crate,138,0.0,en,
1380210,,278,0.0,et,
941256,Craving,83,0.0,no,en
434230,Disturbed,123,0.0,ceb,en
1662731,,185,0.0,en,
1405670,xOxExFx,33,0.0,en,en
482377,To Marry a Ghost,35,0.0,en,cn
608723,Karkas,30,0.0,nl,nl
657611,Blood Type,98,0.0,en,en
1558088,Spin The Bottle,430,0.3333,nl,en
670940,,153,0.0,tl,
663407,OCUPADO,97,0.0,en,en
661007,Pee Nak 2,82,0.0,en,th
84006,D' Anothers,35,0.0,tl,tl
962582,Zhong Kui Subdues Demons,49,0.25,tl,zh
1166666,Immolation,41,0.0,en,
1253918,,23,0.0,en,
1358726,Echos of Eris,231,0.0,id,en
1140007,Peckish,109,0.0,en,en
1204821,Proxy,34,0.0,en,en
420766,Leaning,266,0.0,en,en
721438,Semiconductor v1.1,28,0.0,cv,ru
731799,The Kiss of Death: Creepy Tales,144,0.3333,es,es
930791,Lexi,29,0.0,en,en
101730,Henge,32,0.0,de,ja
299804,Peony Lantern Ghost Story,25,0.0,sv,ja
629393,Midnight Ruins,21,0.0,en,zh
1442990,Strands,36,0.0,en,en
515159,01:50 AM,119,0.0,en,bn
961566,Super-Horror Experience 5: Four Priestess Hell,44,0.0,en,ja
87456,Hostile Takeover,56,0.0,en,en
752290,RESURRECTION OF MEPHISTOPHELES,36,0.0,et,en
843158,"Hey Mister, You're in the Girls' Room",21,0.25,en,
809442,Year of the Dragon,20,0.25,en,en
1099086,Rewind 1984,33,0.0,en,
1305763,Elizabeth Carter,197,0.0,et,
1204761,Sanctuary,72,0.0,en,en
268186,,34,0.0,en,
1156640,Callus,269,0.0,fr,en
387749,Lady Jade Locket,20,0.0,sq,cn
395650,Daydream 2,44,0.0,en,ja
31319,The Embryo Hunts in Secret,29,0.0,sr,ja
1662191,,32,0.0,en,
172347,Laughing Target,114,0.0,en,ja
1494614,Heartstrings: Chimp,29,0.0,en,en
1612291,,32,0.0,en,
792615,,68,0.0,en,
1620196,The Crack Gaff,106,0.3333,en,
899960,Auch eine Axt,38,0.3333,de,de
1086747,The Watchers,29,0.0,en,en
1668362,Cult Classic,192,0.0,en,
1034693,,91,0.0,en,
422156,Satanic Sect: Messenger of the Lord,63,0.3333,es,es
649984,Alice after Wonderland,485,0.3333,es,
875799,Kori,85,0.0,de,de
359072,Midnight Daisy,155,0.0,en,en
597687,A Vampire's Tale,77,0.0,en,en
302490,Trasharella,134,0.0,en,en
461506,Magical Beast Front,21,0.0,en,ja
337422,The 3-D Army,108,0.0,en,zh
1035190,,32,0.0,en,
396510,Immune,88,0.0,fi,en
476819,Ninja Evil Strike,25,0.0,en,cn
1339232,Bluewater,75,0.0,en,en
1329050,Knock,32,0.0,en,
1163775,,27,0.0,en,
1591386,BDAW,26,0.0,en,en
749029,Hidden in the Dark,241,0.25,et,en
1117319,,49,0.0,en,
757344,Clout,48,0.0,en,en
580811,Naani,261,0.0,en,kn
421193,Werewolf,77,0.0,tl,th
16209,Jesus Christ Vampire Hunter,30,0.25,en,en
887583,,39,0.0,en,
1713962,,24,0.0,en,
1615666,Borscht,135,0.0,en,en
961549,Super-Horror Experience 2: Vampire Spirit,38,0.0,en,ja
1055068,Shin Yotsuya Ghost Story,20,0.0,nl,ja
255991,No Mercy No Future,147,0.0,en,de
690417,El malentendido,27,0.0,es,es
690348,Unemployed Clown at Home,40,0.0,en,en
221839,Exes,205,0.0,it,fr
567331,The Killing House,254,0.0,en,en
1643458,when i go i want it to hurt,31,0.0,vi,
1667772,,50,0.0,en,
997546,Axegrinder 3,99,0.0,en,en
52388,Resort Massacre,166,0.0,en,cn
486161,Roohangiz,61,0.0,ar,fa
1439759,Avarice,78,0.0,en,en
503875,Mayabazar,33,0.0,en,ta
1617292,Shame on You,34,0.3333,en,
257904,Feedback,51,0.0,en,en
450784,Lost Harmony,76,0.0,pt,en
1015798,Cameo,21,0.0,en,en
420027,Demon of Gonggo Gulf,124,0.0,id,id
299614,Ghost Story: Depth of Kasane,20,0.0,lo,ja
1160134,Strange Stories,66,0.0,nl,
155649,All Night Long: Anyone Would Have Done,33,0.3333,en,ja
1728408,,80,0.0,it,
520579,Naakhara,48,0.0,ru,ru
1575542,,41,0.0,en,
27712,Killjoy 2: Deliverance from Evil,24,0.0,en,en
1692810,,35,0.0,en,
438160,Kalpana 2,171,0.0,en,kn
1553721,e. co,100,0.0,nl,en
527754,Three Letters: Curse,223,0.3333,en,tr
620570,Kembalinya Anak Iblis,58,0.0,id,id
1103194,Catalog,37,0.0,en,
1255162,Question Mark (?),202,0.0,lb,en
1536756,,33,0.0,en,
1644166,The Beating Eye,21,0.0,sv,
1532368,Fang,83,0.0,en,en
1677050,2 hours of On This Spot files to sleep to (or if you’re really high),213,0.2143,en,
730316,Das Letzte Grab,31,0.3333,es,de
253010,Malevolence,110,0.0,en,en
852095,Prenúncio,48,0.0,pt,en
944926,Tatinir Bichar,26,0.0,hu,bn
1637380,,105,0.0,en,
1611583,,171,0.0,en,
507211,Alpha Delta Zatan,52,0.3333,en,en
1468882,Lingerfield,33,0.0,en,en
27905,Island of the Fishmen,29,0.0,en,it
761066,10 Minutos,20,0.0,es,pt
736845,Captain Blackbeard,275,0.0,en,es
1189157,E.V.P.,82,0.0,en,
366231,Gwilliam,34,0.0,en,en
457343,Inside: A Chinese Horror Story,110,0.0,tr,zh
398489,Plena Stellarum,196,0.0,en,en
2971,Alraune,170,0.0,en,de
410832,#Slaughterhouse,110,0.0,en,en
1030089,,47,0.0,en,
301744,Bloodsuckers,85,0.0,ru,ru
477577,3,44,0.0,en,en
667885,The Bystander,24,0.0,fr,zh
30458,Seven Women for Satan,20,0.25,en,fr
1595128,Lure,27,0.0,en,
1713821,,73,0.0,en,
1103117,,23,0.0,en,
599975,Countdown,45,0.0,en,en
386021,Kiss to Moonlight,118,0.3333,en,ja
248039,The Macabre Trunk,42,0.3333,es,es
761610,Swipe,20,0.0,ar,ur
797786,,40,0.0,en,
298042,Vieques,26,0.0,en,en
46168,Zombies Gone Wild,85,0.3333,en,en
515676,Rottentail,36,0.0,en,en
426376,House No. 13,155,0.3333,en,hi
30380,Wolfsbayne,95,0.0,en,en
58796,Canes,32,0.0,en,en
355502,Margaret,103,0.0,en,en
914520,,21,0.0,en,
813025,KAL: The Clown,53,0.3333,en,
1257204,Mary Magdalene,63,0.0,en,
680332,The Vampire,29,0.0,en,de
885003,Blood-sucking Tree,31,0.0,en,ja
1545749,Insomnia Of A Death Foretold,117,0.25,en,en
786848,The Cat,48,0.0,en,en
646511,Bewilderbeast,226,0.0,en,da
340849,Strange Aeons: The Thing on the Doorstep,61,0.3333,en,en
955569,"Arthur, malédiction",188,0.3333,en,fr
111258,A Bloodthirsty Killer,32,0.0,en,ko
466677,Dead South,47,0.0,en,en
764414,The Burrow,26,0.0,en,fr
1492972,,41,0.0,en,
1581218,Gangzilla,28,0.0,en,en
1073971,,171,0.0,fi,
1473227,Headcase,188,0.0,en,en
1374770,,33,0.0,en,
806846,Do You See It Too?,86,0.2,sl,
1327806,,106,0.0,en,
528882,Darkness Between Us,62,0.3333,en,es
388023,Zömbel,76,0.0,de,de
298091,Scarewaves,32,0.0,en,en
275637,Back Slash,40,0.0,en,en
269176,The Dream of Dr. Mišić,39,0.2,sr,sh
343476,Wolfman Chronicles,25,0.0,en,en
15724,Encounter of the Spooky Kind,26,0.2,en,cn
105751,Young-Gu And Count Dracula,34,0.0,en,ko
444307,Chang Chen Ghost Stories,113,0.25,en,zh
418150,Hollower,121,0.0,en,en
939541,,87,0.0,no,
1090658,The Murderous Revenge of Lizzie Stillborn,59,0.0,id,
110588,Gingerdead Man 3: Saturday Night Cleaver,32,0.0,en,en
86595,Victims,226,0.0,en,en
220514,HazMat,29,0.0,en,en
786199,Watashi no hone,36,0.0,de,ja
1266589,Mint in Box,326,0.3333,et,en
1549856,,129,0.0,fr,
107991,Bizarre Urban Legend: Slit-Mouthed Woman,81,0.0,en,ja
720109,Antidote,20,0.0,en,en
1097190,,45,0.0,en,
939205,OUR SOLAR SYSTEM,25,0.0,en,en
705451,Inferno,160,0.0,en,en
1567076,Spuds,31,0.0,en,en
468800,Knochenwald 3: Sudden Slaughter,94,0.3333,en,de
416154,CarousHELL,33,0.0,en,en
93451,Creatures from the Pink Lagoon,121,0.0,en,en
290732,VIViD,26,0.0,en,en
45853,Séance,35,0.0,en,en
668360,Trancados,118,0.0,en,pt
204772,Cyberstalker,49,0.0,en,en
565594,Freaks,40,0.0,ca,
1042700,,29,0.0,en,
26914,Troll 2,25,0.0,en,en
76659,Beautiful Swordswomen: Double Seppuku,64,0.0,fr,ja
785764,1A,29,0.0,en,en
992877,BLACKOUT - Making Of & Documentário,276,0.2,pt,pt
1187504,Shadows : The Movie,233,0.3333,de,en
587303,Devote to Spring,37,0.0,en,ja
1711841,Bloodbath,21,0.0,en,
840316,Banned from Television 6: Death Limit,20,0.0,it,ja
59389,Home,31,0.0,en,en
838461,Hysteria,149,0.0,en,fi
204627,Line of Fire,302,0.3333,en,en
496597,Terror in the Streets,23,0.0,en,ja
106714,Witch,20,0.0,en,zh
288500,Vampire Boulevard,57,0.0,en,en
210587,Yellow,96,0.0,en,en
1710225,,55,0.0,en,
1572996,The Zombie's Control,100,0.0,en,
107429,Lizard Baby,112,0.0,en,ja
1499675,Claustrophobia,55,0.0,en,en
1732839,Harmed Fly,46,0.0,en,en
324084,Stray Dogs,62,0.0,ru,ru
643260,The Insect Woman,99,0.0,en,ko
237781,"Baron Olavo, the Horrible",23,0.25,en,pt
1280921,,36,0.0,en,
563432,Devilwood,20,0.0,en,en
1594321,,138,0.0,en,
1390997,Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill,42,0.2857,en,
1046603,Split,37,0.0,gd,
29799,Project Shadowchaser III,27,0.3333,en,fr
508773,Bounty,35,0.0,nl,en
667015,Black Lake,32,0.0,en,en
1726557,,25,0.0,sl,
29221,Indiscretions,147,0.0,en,en
76460,Dead Girl on Film,28,0.25,en,en
887790,Intra,211,0.0,es,es
1422754,,37,0.0,en,
384797,Haunting Ian,25,0.0,en,en
1160858,,20,0.0,en,
1363021,Throwaway,247,0.0,en,
960750,Don't Press Record,97,0.0,pt,en
223050,Zombie Girl Diary,101,0.3333,en,en
557570,Ghost in Barber's,155,0.0,es,zh
645750,Trick,54,0.0,pt,
1607017,Hate,251,0.0,en,
709903,Kinder der Nacht 2,46,0.0,en,de
927848,Natural Occurrence,34,0.0,ps,ja
56383,"Lisa, Lisa",22,0.0,en,en
1715454,Traveling Disturbance,55,0.0,en,en
721894,Zombieworld 3,52,0.0,et,en
448941,Demon Hunting,32,0.0,en,ja
1736721,,104,0.0,en,
220084,Zombie Fever,201,0.0,tl,ru
84251,Neighbour No. 13,189,0.3333,en,ja
356527,13 Weird Stories,22,0.3333,et,pt
1366238,Pretty Kitty,154,0.0,en,en
1011984,Ero Kowai Kaidan Vol 4: Curse,36,0.0,en,ja
1552393,,276,0.0,en,
879442,EPC03 - Female Body Collection - Stewardess Risa,32,0.0,en,ja
353934,Sahri,68,0.0,en,en
1532908,Imago,78,0.0,tr,en
787283,Psikopat,27,0.0,en,
1078272,,124,0.0,en,
741972,Antithese,67,0.0,de,de
482374,A Deadly Night,72,0.0,en,cn
213806,Hollywood Vampyr,146,0.0,en,
507185,The Madame in Black,442,0.25,en,sv
655759,,70,0.0,en,
708327,Chupa-Cabras,87,0.0,pt,pt
798529,Creature in the Dark,65,0.25,en,
1565823,Brain Rot,44,0.0,id,en
379697,Raju Gari Gadhi,234,0.0,en,te
541188,Tharuvatha Evaru,32,0.0,en,te
141555,Snakewoman,90,0.0,en,en
57597,Xtro 3: Watch the Skies,32,0.0,en,en
1481149,,22,0.0,en,
1677565,,86,0.0,en,
431505,Gray,240,0.0,ht,
300817,Graves & Bones,69,0.0,en,is
1122144,,82,0.0,en,
701077,Une fin dans la nuit,184,0.2,fr,fr
1247276,The Torture Memos,22,0.3333,es,
779247,Hell,33,0.0,nl,
318611,The Lost Tribe,473,0.3333,en,en
1314301,Mummy in Old House,36,0.0,pt,zh
670027,Kaaal,251,0.0,en,mr
1262702,Dark and Stormy,55,0.3333,en,en
528352,SCHMANTZ - Der Untergang der Menschheit,89,0.0,de,de
1271315,,49,0.0,en,
964991,Trapped in the System,21,0.0,ha,en
115282,Shower of Blood,43,0.3333,en,en
419603,Spirit,79,0.0,en,id
343336,Plot 7,94,0.0,et,en
397671,Natás is Satan,271,0.3333,es,es
1444891,Sweetheart,169,0.0,en,en
1724081,Bluffsaw,28,0.0,en,
303898,Cut Throat,98,0.0,sw,en
1086810,,27,0.0,en,
1155519,Art Calloway's Final Concept Album,65,0.2,ro,en
322410,The Fear of Ancestral Rites,88,0.2,lt,en
1103127,Ex Oblivione,26,0.0,en,en
104811,,49,0.0,en,
702824,Cousine,256,0.0,en,de
758279,Rebirth,90,0.0,en,en
999040,Lalanna's Song,225,0.0,en,ml
412529,Nazi Hell,99,0.0,id,
1382946,,31,0.0,en,
771820,The Monstrologist,36,0.0,en,en
501389,GiAnts,82,0.0,ru,en
990786,Fearless Love,120,0.0,ro,th
604877,The Toxic Man,20,0.0,en,fi
928647,Blood Bird,28,0.0,en,th
736631,Magamagashi 1 - Cursed woman,31,0.0,en,ja
884825,Beautiful Escape,245,0.0,en,ja
322431,The Gods' Stranger,28,0.3333,en,ko
19950,Yavarum Nalam,26,0.0,en,ta
107807,Evil Black Magic,40,0.0,en,cn
1037464,,211,0.0,en,
758439,I Rot,58,0.0,en,en
1234448,,48,0.0,en,
1530405,Reset,42,0.0,en,en
285957,,24,0.0,de,
57104,Encounters of the Spooky Kind II,39,0.0,en,cn
924961,Folklore S2: 7 Days of Hell,22,0.2,en,tl
393261,Strangers in the Night,20,0.25,en,en
1281858,2:30 - TWO THIRTY,142,0.3333,et,en
1037459,,48,0.0,et,
770107,Mary,68,0.0,en,
649426,Cruciatu,26,0.0,lv,pt
218032,Ghost: The Cinderella,110,0.0,fi,th
481566,Bonefire,183,0.0,en,en
928020,Onmyoji Real Record! Hyakuki Annihilation,20,0.0,en,en
919486,Diga Xis,41,0.0,pt,pt
1125609,,36,0.0,en,
641991,Dead Crazy,104,0.0,en,en
302512,Awaken the Devil,455,0.3333,en,
705791,Mid-July Days 2,225,0.0,en,zh
915601,Swan's Song,28,0.0,es,ja
130926,New Guinea: Island of Cannibals,124,0.2,de,it
643502,Rien the Serial Killer,293,0.25,et,
742963,Fear of the Woods,30,0.25,es,en
729722,Afterward,141,0.0,en,en
733834,Smashing the Coffin,75,0.0,es,zh
1356360,Upside Down Polaroid,39,0.0,en,
1558260,Murmur: Red Hill,100,0.3333,en,en
1453328,Transistor,97,0.0,en,en
405029,3D Saamri,233,0.0,en,en
283783,Serenity Farm,36,0.0,en,en
1249336,VENERATION,85,0.0,en,en
363844,The Ouija Exorcism,32,0.3333,lt,en
1091416,Leave the Baby Outside,47,0.25,en,
1664992,BE - VOLUME ONE,33,0.0,en,
535726,Early Experiments,20,0.0,en,en
398765,Monsterland,35,0.0,en,en
1243538,,233,0.0,en,
92312,Django the Bastard,21,0.3333,en,it
1720581,,22,0.0,en,
403675,Troublesome Night 17,47,0.0,nl,cn
1097199,,22,0.0,en,
520798,Evil Spirit,31,0.0,cv,ru
190392,Reptilicant,25,0.0,en,en
939225,CHRISTMAS EVE PARTY,25,0.0,et,en
1198167,Homo,92,0.0,sv,en
322401,Mist Whispers Like a Woman,49,0.0,en,ko
1298868,SOMNIPHOBIA.,30,0.0,et,en
420425,Ghost of Mae Nak,89,0.0,lt,th
1011215,Traum,115,0.0,en,en
431849,Triclops,82,0.0,en,en
1412210,,25,0.0,en,
39865,We're Going to Eat You,20,0.3333,en,cn
499735,Aadhi Raat,238,0.0,en,hi
667824,Primitiva,134,0.0,en,en
941343,Mahlûkat,254,0.0,en,tr
742107,Inheritance,79,0.0,et,
631767,Avogardo: Murmansk Mutation,40,0.0,sw,en
198225,The Tale of Oiwa's Ghost,20,0.0,en,ja
432989,The Slit-Mouthed Woman Returns,116,0.2,eu,ja
321699,The Iron-Eating Monster,55,0.25,en,ko
535930,1990 botan-dôrô,39,0.0,en,ja
609956,Rajmohol,97,0.0,en,bn
900314,,226,0.0,en,
859431,Sicko the Bloodclown,106,0.3333,en,
1187474,Dogman,148,0.0,en,en
1102969,T˚S˚W˚L˚T˚P˚G,38,0.0,en,en
1424059,,136,0.0,en,
856474,Camper,128,0.0,ceb,th
451620,Keitai Ura Site: Kuchisake-onna,22,0.0,en,en
1570075,Night Shift at Ned's,186,0.25,en,en
1706665,Limbo,58,0.0,tl,
305862,House of Mirrors,123,0.0,en,en
1184020,Dry,63,0.0,en,
974032,Hopping Vampire Vs. Zombie,82,0.25,fr,zh
330215,Exile,69,0.0,en,en
137992,Symbiosis,229,0.0,en,
1684269,,68,0.0,en,
939228,CRUSADER PROBE MISSION,25,0.0,en,en
806191,The House of Pop 10,162,0.2,en,th
1229325,,236,0.0,en,
387713,Mayilpeelikkavu,20,0.0,en,ml
1014320,The Little Things,142,0.0,en,en
1436264,Transformers: Terminal,33,0.0,nl,en
341467,Tarotsphere,31,0.0,en,en
552419,Trash,379,0.2,de,de
533094,Darkest Hour,152,0.0,en,
336107,Meat the Jones,20,0.3333,tl,
408054,M is for Marble,29,0.0,en,en
1088498,,41,0.0,en,
1644398,Butter,21,0.0,et,
483055,Fish,269,0.0,en,en
768603,Chiyohime Senki II,44,0.3333,hu,ja
975952,,35,0.0,en,
104369,Walking Down the Place of a Skull,66,0.0,ru,ru
150928,The Lights,104,0.0,nl,en
509667,,40,0.0,en,
1226417,You Cannot Speak,87,0.0,en,en
804122,Meathook Massacre Part VI: Bloodline,25,0.2,en,en
1671767,,111,0.0,en,
451144,9 + 1,65,0.0,mk,ja
1697318,Ceci N'est Pas Un Viol,29,0.0,en,
504689,,22,0.0,en,
146365,Backslasher,102,0.0,en,en
78411,Dark Intruder,172,0.0,en,en
560182,Naalai Manithan,94,0.0,en,ta
267927,Dirty Love,96,0.0,da,en
448059,Ghost at Heart,133,0.0,de,th
1569912,Léa,30,0.0,en,
483964,Keluarga Tak Kasat Mata,23,0.0,id,id
1372102,,33,0.0,et,
244158,The Oval Portrait,150,0.3333,en,en
439788,Housebound,109,0.0,en,
1629970,,38,0.0,en,
439350,Bikuu: The Movie,21,0.0,en,ja
299450,Obsessive Snake,42,0.0,ps,ja
1098018,,21,0.0,en,
1529051,Cadaverous Dreamscape of an Unborn Maggot,55,0.3333,en,en
27476,Nightmare Sisters,24,0.0,en,en
596070,Kettensägen Zombies,459,0.3333,de,de
642062,Mistrz tańca,146,0.3333,pl,pl
447773,The Old Lock,24,0.0,cs,zh
499327,Defrayment,160,0.0,nl,en
259100,Teluki,148,0.0,fr,ms
1009705,The Making of Habit,112,0.25,en,
247674,Necromancer,68,0.0,id,th
200803,Altered Species,26,0.0,en,en
1151695,Mondo Shock 3,90,0.0,en,
827157,Orang Pilihan,60,0.0,id,en
916790,Kitsune,43,0.0,pt,en
238596,Claws,41,0.0,en,en
263497,Yaamirukka Bayamey,239,0.0,en,ta
27617,Splatter Disco,70,0.0,en,en
1685776,,223,0.0,et,
39924,Exposé,22,0.0,en,en
186936,Bloodsucking Redneck Vampires,23,0.3333,es,en
961674,Leffailta,285,0.0,fi,fi
767864,Backwoods,160,0.0,en,en
213120,Ninfas Diabólicas,182,0.3333,es,pt
1142186,,126,0.0,en,
983034,The Stalker,20,0.0,en,en
38321,Priest,28,0.0,en,en
623504,Atlanta Vampire Movie,307,0.3333,en,en
68694,"My Ex 2, Haunted Lover",146,0.0,pt,th
1403098,,32,0.0,es,
157418,,22,0.0,en,
118874,Lenteveld,282,0.0,en,en
545059,Miedo satánico,149,0.3333,es,es
1412238,Asesina I: Would You Rather,96,0.25,et,
1659730,,59,0.0,en,
43081,Demonicus,39,0.0,en,en
449009,Horror Mansion: The Blinds,59,0.25,en,ja
980948,,27,0.0,en,
1602259,,45,0.0,et,
219060,Child Blood,68,0.0,yo,th
310725,Hoodoo for Voodoo,25,0.3333,af,en
1172152,Countersick,56,0.0,en,en
665567,Black Maiden: Chapter A,127,0.0,en,ja
1465700,,20,0.0,sv,
674852,Litchi Hikari Club Stage Play,21,0.0,en,ja
164423,Ghost of the Needle,207,0.25,es,en
529744,Princess: Voices from Hell,127,0.0,en,en
1480292,,21,0.0,en,
1674209,The Feminine Urge,344,0.3333,et,en
40241,The Unseen,25,0.0,en,en
333442,Madness of Many,38,0.0,en,en
544275,Anjaane: The Unkown,206,0.3333,en,hi
1725267,BUNGA,87,0.0,en,
1267360,,36,0.0,sv,
