id,title,year,status,latency_s,title_text,credits_text,other_text,languages,mood,fear_labels,weapon,monster,person,animal,blood_gore,violence,sexual_content,sensitive,moderation_notes,description,model_id,input_tokens,output_tokens,error
541727,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.126,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
541988,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.959,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
541990,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.562,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
543785,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.142,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
544157,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.695,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
544756,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.112,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
545406,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
545615,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.111,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
545624,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.611,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
545655,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,1.052,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
546623,,,error: ModelErrorException: An error occurred (ModelErrorException) when calling,0.484,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ModelErrorException: An error occurred (ModelErrorException) when calling the Converse operation: The system encountered an unexpected error during processing. Try your request again.
